@relation R_data_frame-weka.filters.unsupervised.instance.RemovePercentage-P50.0-weka.filters.unsupervised.instance.RemovePercentage-P50.0-V

@attribute BR {BR101,BR104,BR110,BR116,BR232,BR316,BR407,BR408,BR423,BR424,BR428}
@attribute CondPista {'Com buraco','Com Gelo','Com material granulado','Em obra',Enlameada,Escorregadia,Molhada,Oleosa,Outra,Seca}
@attribute RestrVisibili {Cartazes/faixas,'Configuração do terreno',Inexistente,Ofuscamento,Outros,Placas,Poeira/fumaça/neblina,Vegetação,'Veículo estacionado'}
@attribute TipoAcident {'Atropelamento de animal','Atropelamento de pessoa',Capotamento,'Colisão com bicicleta','Colisão com objeto fixo','Colisão com objeto móvel','Colisão frontal','Colisão lateral','Colisão Transversal','Colisão traseira','Danos Eventuais','Derramamento de Carga',Incêndio,QuedaMoto/bicla,'Saída de Pista',Tombamento}
@attribute CausaAcident {'Animais na Pista','Defeito mecânico','Defeito na via','Desobediência à sinalização',Dormindo,'Falta de atenção','Ingestão de álcool','Não guardar distância segura',Outras,'Ultrapassagem indevida','Velocidade incompatível'}
@attribute TracadoVia {Cruzamento,Curva,Reta}
@attribute TipoAuto {Automóvel,Bicicleta,Caminhão,Caminhão-Tanque,Caminhão-Trator,Caminhonete,Camioneta,Carroça,Carro-de-mao,Charrete,Ciclomotor,Microônibus,Motocicletas,Motoneta,'Não identificado','Não Informado','Não se Aplica',Ônibus,Quadriciclo,Reboque,Semi-Reboque,'Trator de esteiras','Trator de rodas','Trator misto',Triciclo,Utilitário}
@attribute DiaDaSemana {Domingo,Quarta-feira,Quinta-feira,Sábado,Segunda-feira,Sexta-feira,Terça-feira}
@attribute KMArredondado numeric
@attribute Delegacia numeric
@attribute Periodo {Madrugada,Manhã,Noite,Tarde}

@data
BR424,Seca,Inexistente,'Saída de Pista','Velocidade incompatível',Curva,Caminhão-Trator,Domingo,47,1103,Manhã
BR424,Seca,Inexistente,'Colisão traseira','Defeito mecânico',Curva,Caminhão,Quarta-feira,47,1103,Manhã
BR424,Seca,'Configuração do terreno','Colisão Transversal','Falta de atenção',Cruzamento,Caminhonete,Terça-feira,66,1103,Noite
BR424,Seca,Inexistente,'Colisão frontal','Desobediência à sinalização',Reta,Motocicletas,Segunda-feira,69,1103,Tarde
BR424,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,Sexta-feira,69,1103,Tarde
BR424,Seca,Inexistente,'Colisão frontal','Ingestão de álcool',Reta,Automóvel,Domingo,82,1103,Noite
BR424,Molhada,Inexistente,'Colisão com objeto fixo','Falta de atenção',Curva,Automóvel,Quinta-feira,84,1103,Tarde
BR424,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,Sexta-feira,85,1103,Noite
BR424,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Caminhonete,Quarta-feira,88,1103,Noite
BR424,Seca,Inexistente,'Atropelamento de pessoa','Ingestão de álcool',Curva,'Não se Aplica',Quarta-feira,89,1103,Tarde
BR424,Seca,Inexistente,Capotamento,'Desobediência à sinalização',Cruzamento,Utilitário,Segunda-feira,101,1103,Manhã
BR424,Seca,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',Domingo,111,1103,Manhã
BR428,Seca,Inexistente,'Colisão frontal','Animais na Pista',Reta,Microônibus,Segunda-feira,44,1106,Noite
BR428,Seca,Inexistente,'Saída de Pista','Animais na Pista',Reta,Caminhão,Terça-feira,68,1106,Noite
BR428,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,Domingo,84,1106,Tarde
BR428,Seca,Ofuscamento,'Colisão com bicicleta','Falta de atenção',Curva,Utilitário,Quinta-feira,89,1106,Noite
BR428,Seca,Inexistente,'Colisão com bicicleta','Ingestão de álcool',Reta,Caminhonete,Sexta-feira,170,1106,Manhã
BR428,Seca,Inexistente,'Atropelamento de animal',Outras,Reta,Motocicletas,Terça-feira,172,1106,Tarde
BR428,Seca,Inexistente,'Colisão traseira','Ingestão de álcool',Reta,Motocicletas,Sexta-feira,173,1106,Manhã
BR428,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,Sexta-feira,174,1106,Tarde
BR428,Seca,Inexistente,'Saída de Pista','Ingestão de álcool',Reta,Automóvel,Quinta-feira,178,1106,Noite
BR428,Seca,Inexistente,'Colisão lateral','Desobediência à sinalização',Reta,Motocicletas,Segunda-feira,184,1106,Tarde
BR428,Seca,Inexistente,'Colisão Transversal','Desobediência à sinalização',Cruzamento,Motocicletas,Quinta-feira,185,1106,Tarde
BR428,Seca,Inexistente,'Colisão com bicicleta',Outras,Cruzamento,Motocicletas,Segunda-feira,188,1106,Noite
BR428,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhonete,Sábado,190,1106,Noite
BR428,Seca,Inexistente,'Colisão traseira','Ultrapassagem indevida',Reta,Motocicletas,Quinta-feira,190,1106,Tarde
BR428,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Cruzamento,Caminhonete,Quarta-feira,190,1106,Tarde
BR428,Seca,Inexistente,'Colisão Transversal',Outras,Cruzamento,Ônibus,Domingo,190,1106,Noite
BR428,Seca,Inexistente,'Colisão frontal','Desobediência à sinalização',Cruzamento,Camioneta,Segunda-feira,191,1106,Tarde
BR428,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,Sexta-feira,191,1106,Tarde
BR428,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Motocicletas,Domingo,191,1106,Noite
BR428,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Caminhão,Quinta-feira,192,1106,Tarde
BR428,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,'Não identificado',Terça-feira,192,1106,Noite
BR428,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,Quarta-feira,192,1106,Tarde
BR428,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhonete,Quinta-feira,192,1106,Manhã
BR101,Molhada,Inexistente,Capotamento,'Falta de atenção',Curva,Caminhonete,Terça-feira,3,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Defeito mecânico',Reta,Utilitário,Sexta-feira,2,1101,Manhã
BR101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,Terça-feira,2,1101,Tarde
BR101,Molhada,Inexistente,'Saída de Pista',Outras,Curva,Automóvel,Terça-feira,3,1101,Tarde
BR101,Molhada,Inexistente,Tombamento,Outras,Reta,Caminhão,Quinta-feira,3,1101,Noite
BR101,Seca,Inexistente,Capotamento,Dormindo,Curva,Automóvel,Domingo,3,1101,Manhã
BR101,Escorregadia,Inexistente,'Colisão traseira','Velocidade incompatível',Reta,Caminhão,Segunda-feira,3,1101,Manhã
BR101,Molhada,'Configuração do terreno','Colisão traseira','Falta de atenção',Curva,Caminhão,Terça-feira,4,1101,Tarde
BR101,'Em obra',Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,Segunda-feira,9,1101,Tarde
BR101,Seca,Inexistente,'Colisão com objeto fixo',Outras,Reta,Motocicletas,Quinta-feira,11,1101,Madrugada
BR101,Seca,Outros,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',Terça-feira,21,1101,Noite
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,Domingo,22,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira',Outras,Reta,'Não identificado',Sábado,22,1101,Manhã
BR101,Seca,Inexistente,'Saída de Pista','Falta de atenção',Reta,Caminhão,Terça-feira,23,1101,Noite
BR101,Seca,Inexistente,Tombamento,'Velocidade incompatível',Curva,Caminhão,Quinta-feira,23,1101,Noite
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,Terça-feira,24,1101,Noite
BR101,Seca,Inexistente,QuedaMoto/bicla,'Ingestão de álcool',Reta,Motocicletas,Sábado,24,1101,Noite
BR101,Seca,Outros,'Colisão traseira','Falta de atenção',Curva,Motocicletas,Sábado,26,1101,Tarde
BR101,Molhada,Inexistente,'Saída de Pista',Outras,Reta,Automóvel,Sexta-feira,27,1101,Manhã
BR101,Seca,Inexistente,Capotamento,Dormindo,Reta,Automóvel,Terça-feira,29,1101,Manhã
BR101,Seca,Inexistente,'Saída de Pista',Outras,Reta,Motocicletas,Segunda-feira,33,1101,Tarde
BR101,'Em obra','Configuração do terreno','Colisão traseira','Falta de atenção',Reta,Automóvel,Sábado,34,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motoneta,Quinta-feira,37,1101,Tarde
BR101,Molhada,Inexistente,'Colisão traseira',Outras,Reta,Caminhão,Quinta-feira,38,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão,Quarta-feira,38,1101,Manhã
BR101,Molhada,Inexistente,'Saída de Pista',Outras,Reta,Caminhão-Trator,Sexta-feira,39,1101,Madrugada
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,Terça-feira,41,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral',Outras,Curva,Camioneta,Domingo,42,1101,Manhã
BR101,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Motocicletas,Quinta-feira,44,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,Quarta-feira,44,1101,Manhã
BR101,Molhada,Inexistente,'Colisão lateral',Outras,Reta,Caminhonete,Quinta-feira,45,1101,Tarde
BR101,Seca,Outros,'Atropelamento de pessoa','Falta de atenção',Reta,'Não se Aplica',Sexta-feira,45,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Sexta-feira,45,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Ingestão de álcool',Reta,Automóvel,Segunda-feira,45,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Ônibus,Sábado,49,1101,Tarde
BR101,Seca,Inexistente,'Atropelamento de pessoa','Ingestão de álcool',Reta,'Não se Aplica',Quarta-feira,49,1101,Tarde
BR101,Seca,Inexistente,'Atropelamento de pessoa','Falta de atenção',Reta,Ônibus,Domingo,50,1101,Tarde
BR101,Seca,Inexistente,'Atropelamento de pessoa','Falta de atenção',Reta,'Não se Aplica',Segunda-feira,50,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,Quarta-feira,50,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Sexta-feira,50,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Segunda-feira,50,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Sábado,50,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,Terça-feira,50,1101,Noite
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhão-Trator,Quarta-feira,50,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira',Outras,Reta,Caminhão-Trator,Terça-feira,50,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Quarta-feira,51,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão-Trator,Terça-feira,51,1101,Noite
BR101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Curva,Caminhão-Trator,Quinta-feira,51,1101,Tarde
BR101,Seca,Inexistente,'Colisão Transversal',Outras,Reta,Caminhonete,Quinta-feira,51,1101,Noite
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Ônibus,Quarta-feira,51,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Terça-feira,52,1101,Noite
BR101,Seca,Inexistente,'Colisão lateral','Ultrapassagem indevida',Curva,Ônibus,Terça-feira,53,1101,Manhã
BR101,Seca,Inexistente,'Saída de Pista',Outras,Reta,Caminhão,Quarta-feira,53,1101,Manhã
BR101,Seca,Inexistente,'Saída de Pista','Defeito mecânico',Curva,Automóvel,Quinta-feira,55,1101,Tarde
BR101,Seca,Outros,'Colisão lateral','Falta de atenção',Reta,Ônibus,Quarta-feira,55,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,Domingo,55,1101,Noite
BR101,Oleosa,Inexistente,QuedaMoto/bicla,Outras,Curva,Motocicletas,Quarta-feira,57,1101,Manhã
BR101,Seca,Inexistente,QuedaMoto/bicla,Outras,Curva,Motocicletas,Quinta-feira,57,1101,Noite
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Ônibus,Segunda-feira,57,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Velocidade incompatível',Reta,Camioneta,Sábado,57,1101,Madrugada
BR101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão-Trator,Sábado,58,1101,Madrugada
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,'Não identificado',Quinta-feira,58,1101,Manhã
BR101,Seca,Inexistente,'Saída de Pista','Defeito mecânico',Reta,Camioneta,Sábado,58,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,Quinta-feira,59,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Curva,Camioneta,Sexta-feira,59,1101,Noite
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,Quarta-feira,59,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Camioneta,Quinta-feira,59,1101,Noite
BR101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Curva,Caminhão,Terça-feira,60,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,Domingo,60,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,Quarta-feira,60,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,Terça-feira,60,1101,Noite
BR101,Seca,Inexistente,'Atropelamento de pessoa','Velocidade incompatível',Reta,'Não se Aplica',Sábado,60,1101,Noite
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Ônibus,Quinta-feira,60,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Automóvel,Quinta-feira,61,1101,Noite
BR101,Seca,Inexistente,QuedaMoto/bicla,Outras,Curva,Motocicletas,Quinta-feira,61,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhão,Sexta-feira,61,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,Quarta-feira,62,1101,Noite
BR101,Seca,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',Sexta-feira,64,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Camioneta,Quinta-feira,65,1101,Manhã
BR101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Caminhão-Trator,Segunda-feira,65,1101,Manhã
BR101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,Sexta-feira,66,1101,Manhã
BR101,Seca,Inexistente,'Atropelamento de pessoa','Defeito mecânico',Reta,'Não se Aplica',Segunda-feira,66,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,Quinta-feira,66,1101,Noite
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão,Quinta-feira,66,1101,Tarde
BR101,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhonete,Terça-feira,66,1101,Noite
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,Sexta-feira,66,1101,Tarde
BR101,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Terça-feira,67,1101,Noite
BR101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,Terça-feira,67,1101,Noite
BR101,Seca,Inexistente,'Colisão lateral','Não guardar distância segura',Reta,Camioneta,Quarta-feira,67,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,Segunda-feira,67,1101,Manhã
BR101,Seca,Inexistente,'Colisão com objeto fixo',Outras,Reta,Motocicletas,Segunda-feira,67,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira',Outras,Reta,Motocicletas,Quarta-feira,67,1101,Manhã
BR101,Seca,'Configuração do terreno','Colisão lateral','Falta de atenção',Reta,Ônibus,Quinta-feira,68,1101,Noite
BR101,Seca,Inexistente,Capotamento,'Velocidade incompatível',Reta,Automóvel,Sexta-feira,68,1101,Madrugada
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Motocicletas,Sexta-feira,68,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Automóvel,Quarta-feira,68,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhão,Quarta-feira,68,1101,Noite
BR101,Seca,Inexistente,'Saída de Pista',Outras,Reta,Automóvel,Domingo,68,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,'Não identificado',Quarta-feira,68,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Motocicletas,Segunda-feira,68,1101,Noite
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Camioneta,Sexta-feira,68,1101,Manhã
BR101,Molhada,Inexistente,'Colisão lateral','Desobediência à sinalização',Curva,Microônibus,Domingo,68,1101,Tarde
BR101,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Reta,Ônibus,Segunda-feira,68,1101,Noite
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,Quarta-feira,68,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira',Outras,Curva,'Não identificado',Sexta-feira,68,1101,Tarde
BR101,Molhada,Inexistente,'Colisão traseira','Defeito na via',Reta,Caminhonete,Quinta-feira,68,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,Sexta-feira,68,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Quarta-feira,69,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Quinta-feira,69,1101,Noite
BR101,Seca,Inexistente,'Colisão lateral','Ultrapassagem indevida',Reta,'Não identificado',Quinta-feira,69,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Ultrapassagem indevida',Reta,Motocicletas,Quarta-feira,69,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Defeito mecânico',Reta,Ônibus,Quinta-feira,69,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,Quarta-feira,69,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,Quarta-feira,69,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Microônibus,Quinta-feira,69,1101,Manhã
BR101,Molhada,Inexistente,'Colisão traseira','Velocidade incompatível',Reta,Motoneta,Quinta-feira,69,1101,Tarde
BR101,'Com buraco',Outros,'Saída de Pista','Defeito na via',Reta,Automóvel,Domingo,70,1101,Madrugada
BR101,Seca,'Configuração do terreno','Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Segunda-feira,70,1101,Noite
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Camioneta,Quinta-feira,70,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Ônibus,Sábado,70,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,Quinta-feira,70,1101,Manhã
BR101,Molhada,Inexistente,'Colisão lateral',Outras,Reta,Caminhão,Segunda-feira,70,1101,Noite
BR101,Molhada,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhão,Segunda-feira,70,1101,Noite
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,Quinta-feira,71,1101,Noite
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Terça-feira,71,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,Sexta-feira,71,1101,Noite
BR101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,Sexta-feira,71,1101,Noite
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,Sexta-feira,71,1101,Manhã
BR101,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,Segunda-feira,71,1101,Noite
BR101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,Quarta-feira,71,1101,Manhã
BR101,Molhada,Inexistente,'Colisão traseira',Outras,Reta,Caminhonete,Quinta-feira,71,1101,Noite
BR101,Seca,Inexistente,'Colisão lateral','Não guardar distância segura',Reta,Caminhão-Trator,Quarta-feira,71,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhonete,Quarta-feira,71,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Ultrapassagem indevida',Reta,Caminhonete,Sábado,71,1101,Tarde
BR101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,Segunda-feira,71,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão,Sexta-feira,71,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Defeito mecânico',Reta,Caminhão,Sexta-feira,72,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,Segunda-feira,72,1101,Noite
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Motocicletas,Domingo,72,1101,Tarde
BR101,Seca,'Veículo estacionado','Colisão traseira','Falta de atenção',Reta,Ônibus,Segunda-feira,72,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhão-Trator,Terça-feira,72,1101,Tarde
BR101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,Sexta-feira,72,1101,Manhã
BR101,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Sexta-feira,73,1101,Manhã
BR101,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Quinta-feira,73,1101,Manhã
BR101,Seca,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',Sábado,73,1101,Noite
BR101,Seca,Inexistente,'Colisão traseira',Outras,Reta,Motocicletas,Quinta-feira,73,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Automóvel,Quinta-feira,73,1101,Manhã
BR101,Molhada,Inexistente,'Saída de Pista','Defeito na via',Reta,Automóvel,Sábado,73,1101,Madrugada
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Terça-feira,74,1101,Noite
BR101,Seca,Inexistente,'Saída de Pista',Outras,Curva,Caminhão,Quinta-feira,74,1101,Manhã
BR101,Molhada,Outros,QuedaMoto/bicla,Outras,Reta,Motocicletas,Quinta-feira,74,1101,Manhã
BR101,Molhada,Inexistente,'Colisão traseira',Outras,Reta,Ônibus,Quarta-feira,74,1101,Noite
BR101,Molhada,Inexistente,'Colisão traseira',Outras,Reta,Caminhão-Trator,Segunda-feira,74,1101,Noite
BR101,Seca,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',Terça-feira,74,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Camioneta,Terça-feira,74,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Curva,Camioneta,Segunda-feira,74,1101,Noite
BR101,Seca,Inexistente,Tombamento,Outras,Curva,Caminhão,Segunda-feira,74,1101,Manhã
BR101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Curva,Caminhonete,Sexta-feira,74,1101,Manhã
BR101,Molhada,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhonete,Quinta-feira,75,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Ingestão de álcool',Reta,Automóvel,Domingo,75,1101,Noite
BR101,Seca,Inexistente,'Saída de Pista',Outras,Reta,Automóvel,Domingo,75,1101,Manhã
BR101,Seca,Inexistente,'Colisão Transversal',Outras,Reta,Caminhão,Segunda-feira,76,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhão,Quarta-feira,76,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Automóvel,Quinta-feira,76,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Automóvel,Terça-feira,77,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira',Outras,Reta,Caminhão-Trator,Segunda-feira,77,1101,Manhã
BR101,Seca,Inexistente,'Saída de Pista','Falta de atenção',Reta,Automóvel,Quarta-feira,77,1101,Tarde
BR101,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Curva,Caminhão,Segunda-feira,78,1101,Manhã
BR101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Caminhonete,Segunda-feira,78,1101,Tarde
BR101,Seca,Inexistente,'Atropelamento de pessoa','Falta de atenção',Reta,'Não se Aplica',Quinta-feira,78,1101,Noite
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Terça-feira,78,1101,Manhã
BR101,Seca,Inexistente,Tombamento,Outras,Reta,Caminhão-Trator,Quinta-feira,78,1101,Noite
BR101,Seca,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',Sábado,78,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Curva,Caminhão,Segunda-feira,78,1101,Tarde
BR101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Caminhão-Trator,Sábado,78,1101,Manhã
BR101,Seca,Inexistente,QuedaMoto/bicla,'Defeito mecânico',Curva,Motocicletas,Quinta-feira,79,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,Caminhonete,Sábado,79,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,Segunda-feira,80,1101,Noite
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Cruzamento,'Não identificado',Terça-feira,80,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,'Não identificado',Sábado,80,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira',Outras,Reta,Microônibus,Terça-feira,80,1101,Tarde
BR101,Seca,Inexistente,'Colisão com objeto fixo',Outras,Reta,Automóvel,Terça-feira,80,1101,Noite
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,'Não identificado',Sexta-feira,80,1101,Tarde
BR101,Seca,Inexistente,'Colisão Transversal',Outras,Cruzamento,Motoneta,Terça-feira,80,1101,Noite
