@relation R_data_frame-weka.filters.unsupervised.instance.RemovePercentage-P50.0-weka.filters.unsupervised.instance.RemovePercentage-P50.0-V

@attribute BR {BR101,BR104,BR110,BR116,BR232,BR316,BR407,BR408,BR423,BR424,BR428}
@attribute CondPista {'Com buraco','Com Gelo','Com material granulado','Em obra',Enlameada,Escorregadia,Molhada,Oleosa,Outra,Seca}
@attribute RestrVisibili {Cartazes/faixas,'Configuração do terreno',Inexistente,Ofuscamento,Outros,Placas,Poeira/fumaça/neblina,Vegetação,'Veículo estacionado'}
@attribute TipoAcident {'Atropelamento de animal','Atropelamento de pessoa',Capotamento,'Colisão com bicicleta','Colisão com objeto fixo','Colisão com objeto móvel','Colisão frontal','Colisão lateral','Colisão Transversal','Colisão traseira','Danos Eventuais','Derramamento de Carga',Incêndio,QuedaMoto/bicla,'Saída de Pista',Tombamento}
@attribute CausaAcident {'Animais na Pista','Defeito mecânico','Defeito na via','Desobediência à sinalização',Dormindo,'Falta de atenção','Ingestão de álcool','Não guardar distância segura',Outras,'Ultrapassagem indevida','Velocidade incompatível'}
@attribute TracadoVia {Cruzamento,Curva,Reta}
@attribute TipoAuto {Automóvel,Bicicleta,Caminhão,Caminhão-Tanque,Caminhão-Trator,Caminhonete,Camioneta,Carroça,Carro-de-mao,Charrete,Ciclomotor,Microônibus,Motocicletas,Motoneta,'Não identificado','Não Informado','Não se Aplica',Ônibus,Quadriciclo,Reboque,Semi-Reboque,'Trator de esteiras','Trator de rodas','Trator misto',Triciclo,Utilitário}
@attribute DiaDaSemana {Domingo,Quarta-feira,Quinta-feira,Sábado,Segunda-feira,Sexta-feira,Terça-feira}
@attribute KMArredondado numeric
@attribute Delegacia numeric
@attribute Periodo {Madrugada,Manhã,Noite,Tarde}

@data
BR232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,Quarta-feira,71,1101,Manhã
BR232,Seca,Inexistente,'Saída de Pista',Dormindo,Curva,Automóvel,Quarta-feira,77,1101,Noite
BR232,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhonete,Sexta-feira,8,1101,Tarde
BR232,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,Sábado,79,1101,Tarde
BR232,Seca,Inexistente,'Colisão frontal','Ingestão de álcool',Reta,Automóvel,Terça-feira,80,1101,Manhã
BR232,Seca,Inexistente,'Danos Eventuais','Defeito mecânico',Reta,'Não se Aplica',Quarta-feira,82,1101,Noite
BR232,Seca,Inexistente,'Colisão com objeto fixo','Falta de atenção',Curva,Camioneta,Quinta-feira,82,1101,Noite
BR232,Seca,Inexistente,'Colisão com objeto fixo',Outras,Reta,'Não identificado',Domingo,83,1101,Noite
BR232,Seca,Inexistente,'Saída de Pista',Dormindo,Reta,Automóvel,Segunda-feira,85,1101,Noite
BR232,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Motocicletas,Sexta-feira,9,1101,Tarde
BR232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,Quinta-feira,90,1101,Tarde
BR232,Seca,Inexistente,'Saída de Pista','Velocidade incompatível',Curva,Automóvel,Sexta-feira,90,1101,Tarde
BR232,Seca,'Configuração do terreno','Colisão lateral',Outras,Reta,Caminhão,Segunda-feira,91,1101,Tarde
BR232,Seca,Inexistente,'Colisão traseira',Outras,Reta,'Não identificado',Terça-feira,93,1101,Tarde
BR232,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhão,Segunda-feira,93,1101,Manhã
BR232,Molhada,Inexistente,'Saída de Pista',Outras,Curva,'Não identificado',Domingo,95,1102,Tarde
BR232,Seca,Inexistente,'Saída de Pista',Outras,Reta,'Não identificado',Segunda-feira,97,1102,Manhã
BR232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,Sexta-feira,101,1102,Tarde
BR232,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,Quarta-feira,101,1102,Noite
BR232,Seca,Inexistente,'Atropelamento de pessoa','Ingestão de álcool',Reta,'Não se Aplica',Domingo,102,1102,Tarde
BR232,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Caminhonete,Sexta-feira,102,1102,Manhã
BR232,Seca,Inexistente,'Colisão com objeto fixo','Defeito mecânico',Reta,Automóvel,Domingo,103,1102,Tarde
BR232,Seca,Inexistente,'Saída de Pista','Ultrapassagem indevida',Reta,Automóvel,Quinta-feira,103,1102,Tarde
BR232,Seca,Inexistente,'Colisão traseira',Outras,Reta,Motocicletas,Segunda-feira,105,1101,Tarde
BR232,Seca,Inexistente,'Saída de Pista','Defeito mecânico',Reta,Caminhão-Trator,Segunda-feira,106,1102,Noite
BR232,Seca,Inexistente,'Colisão traseira',Outras,Reta,Automóvel,Sexta-feira,107,1102,Tarde
BR232,Seca,Inexistente,'Saída de Pista',Dormindo,Reta,Automóvel,Sábado,107,1102,Madrugada
BR232,Seca,Inexistente,Capotamento,Dormindo,Curva,Automóvel,Segunda-feira,109,1102,Tarde
BR232,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhonete,Quarta-feira,124,1102,Noite
BR232,Seca,Inexistente,'Colisão lateral','Ultrapassagem indevida',Reta,Caminhonete,Quarta-feira,124,1102,Noite
BR232,Molhada,Inexistente,'Saída de Pista','Velocidade incompatível',Curva,Automóvel,Segunda-feira,126,1102,Tarde
BR232,Seca,Inexistente,'Colisão Transversal','Desobediência à sinalização',Reta,Motocicletas,Quinta-feira,128,1102,Manhã
BR232,Seca,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',Terça-feira,130,1102,Noite
BR232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,Sexta-feira,130,1102,Tarde
BR232,Molhada,Inexistente,'Colisão com objeto fixo','Velocidade incompatível',Reta,Caminhão,Sexta-feira,130,1102,Manhã
BR232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,Quinta-feira,133,1102,Manhã
BR232,Molhada,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Automóvel,Domingo,133,1102,Manhã
BR232,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Ônibus,Terça-feira,137,1102,Noite
BR232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,Quinta-feira,139,1102,Manhã
BR232,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Motocicletas,Quinta-feira,144,1102,Noite
BR232,Seca,Inexistente,'Colisão lateral','Ultrapassagem indevida',Curva,Motocicletas,Sexta-feira,146,1102,Noite
BR232,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Automóvel,Sábado,149,1102,Manhã
BR232,Seca,Inexistente,'Saída de Pista','Falta de atenção',Reta,Automóvel,Segunda-feira,154,1102,Noite
BR232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,Quinta-feira,164,1102,Manhã
BR232,Seca,Inexistente,'Colisão Transversal','Ultrapassagem indevida',Reta,Caminhonete,Terça-feira,184,1102,Manhã
BR232,Seca,Inexistente,'Saída de Pista','Falta de atenção',Reta,Automóvel,Domingo,184,1102,Tarde
BR232,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Ônibus,Quinta-feira,194,1102,Tarde
BR232,Seca,Inexistente,'Colisão traseira','Ingestão de álcool',Reta,Automóvel,Domingo,195,1102,Noite
BR232,Seca,Inexistente,'Colisão frontal','Ultrapassagem indevida',Reta,Caminhão,Quarta-feira,201,1103,Manhã
BR232,Seca,Inexistente,'Saída de Pista',Dormindo,Reta,Caminhão,Terça-feira,204,1103,Madrugada
BR232,Seca,Outros,'Colisão traseira','Animais na Pista',Curva,Camioneta,Sábado,225,1103,Noite
BR232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Curva,Caminhão-Trator,Terça-feira,229,1103,Manhã
BR232,Seca,Inexistente,Tombamento,Dormindo,Curva,Caminhão-Trator,Quinta-feira,229,1101,Madrugada
BR232,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,Sexta-feira,232,1103,Madrugada
BR232,Seca,Vegetação,'Atropelamento de animal','Animais na Pista',Curva,Automóvel,Domingo,233,1103,Madrugada
BR232,Seca,Inexistente,Capotamento,Outras,Cruzamento,Automóvel,Quinta-feira,240,1101,Tarde
BR232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,Sexta-feira,246,1103,Tarde
BR232,Seca,Inexistente,'Colisão frontal',Outras,Reta,Caminhão-Trator,Quinta-feira,248,1103,Manhã
BR232,'Em obra',Inexistente,Capotamento,Outras,Curva,Automóvel,Sexta-feira,251,1103,Noite
BR232,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,Sexta-feira,253,1103,Tarde
BR232,Seca,Inexistente,'Colisão lateral','Falta de atenção',Cruzamento,Caminhonete,Segunda-feira,253,1103,Tarde
BR232,Seca,Inexistente,Tombamento,'Animais na Pista',Reta,Motocicletas,Terça-feira,255,1103,Noite
BR232,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,Quarta-feira,256,1103,Noite
BR232,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,Sexta-feira,263,1103,Manhã
BR232,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Automóvel,Sexta-feira,274,1103,Noite
BR232,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,Segunda-feira,282,1103,Madrugada
BR232,Seca,Inexistente,'Saída de Pista',Outras,Reta,Automóvel,Segunda-feira,297,1103,Manhã
BR232,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhonete,Quinta-feira,314,1103,Manhã
BR232,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhonete,Quarta-feira,315,1103,Madrugada
BR232,Molhada,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Microônibus,Segunda-feira,334,1103,Tarde
BR232,Seca,Inexistente,'Colisão lateral','Ultrapassagem indevida',Curva,Automóvel,Sábado,334,1103,Tarde
BR232,Seca,Inexistente,'Colisão traseira',Outras,Reta,Caminhonete,Quarta-feira,342,1103,Noite
BR232,Seca,Inexistente,'Colisão com objeto fixo','Falta de atenção',Reta,Caminhão-Trator,Quinta-feira,376,1104,Noite
BR232,Seca,'Configuração do terreno','Saída de Pista',Outras,Curva,Caminhonete,Quarta-feira,387,1104,Tarde
BR232,Seca,Inexistente,Capotamento,'Defeito mecânico',Curva,Camioneta,Sábado,397,1104,Manhã
BR232,Seca,Inexistente,Tombamento,Outras,Reta,Caminhão,Quarta-feira,399,1104,Manhã
BR232,Molhada,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',Terça-feira,412,1104,Noite
BR232,Seca,Inexistente,'Colisão frontal','Ultrapassagem indevida',Curva,Motocicletas,Sábado,413,1104,Noite
BR232,Seca,'Veículo estacionado','Colisão Transversal','Falta de atenção',Reta,Caminhão,Terça-feira,414,1104,Tarde
BR232,Seca,Inexistente,Capotamento,Outras,Curva,Automóvel,Quinta-feira,430,1101,Tarde
BR232,Seca,Inexistente,'Saída de Pista',Outras,Reta,Automóvel,Terça-feira,450,1105,Tarde
BR232,Seca,Inexistente,'Colisão lateral','Desobediência à sinalização',Reta,Ônibus,Sábado,451,1104,Noite
BR232,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhonete,Sexta-feira,493,1105,Tarde
BR232,Seca,Inexistente,'Colisão frontal',Dormindo,Curva,Ônibus,Segunda-feira,494,1105,Manhã
BR232,Molhada,Inexistente,Incêndio,Outras,Curva,Caminhão-Trator,Segunda-feira,504,1105,Manhã
BR232,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Motocicletas,Terça-feira,509,1105,Manhã
BR232,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,Terça-feira,511,1105,Tarde
BR232,Seca,Inexistente,QuedaMoto/bicla,Outras,Reta,Motocicletas,Sexta-feira,511,1105,Noite
BR232,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Cruzamento,Caminhonete,Sábado,512,1105,Manhã
BR232,Seca,Inexistente,'Colisão com bicicleta',Outras,Reta,Bicicleta,Quarta-feira,530,1105,Noite
BR316,Seca,Inexistente,'Colisão frontal','Falta de atenção',Reta,Motocicletas,Quarta-feira,43,1105,Manhã
BR316,Seca,Inexistente,'Colisão frontal','Ingestão de álcool',Reta,Caminhão,Terça-feira,56,1105,Noite
BR316,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão-Trator,Sexta-feira,58,1105,Manhã
BR316,Molhada,Inexistente,Tombamento,Outras,Reta,Motocicletas,Domingo,67,1105,Madrugada
BR316,Molhada,Poeira/fumaça/neblina,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,Sexta-feira,71,1105,Madrugada
BR316,Seca,Inexistente,Capotamento,Outras,Reta,Caminhão-Trator,Segunda-feira,80,1105,Tarde
BR316,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,Quarta-feira,81,1105,Manhã
BR316,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Motocicletas,Domingo,82,1105,Noite
BR316,Seca,Inexistente,'Saída de Pista','Ingestão de álcool',Reta,Automóvel,Sábado,83,1105,Noite
BR316,Seca,Inexistente,'Colisão frontal','Animais na Pista',Reta,Ônibus,Quarta-feira,87,1105,Madrugada
BR316,Seca,Inexistente,'Colisão Transversal',Outras,Reta,Motocicletas,Terça-feira,91,1105,Tarde
BR316,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,Sábado,122,1105,Tarde
BR316,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,Segunda-feira,134,1105,Noite
BR316,Seca,'Configuração do terreno','Saída de Pista','Defeito na via',Reta,Automóvel,Domingo,260,1105,Manhã
BR316,Seca,Inexistente,Tombamento,Outras,Reta,Caminhão,Quinta-feira,285,1105,Noite
BR316,Seca,Inexistente,Tombamento,'Defeito na via',Reta,Motocicletas,Sábado,318,1104,Tarde
BR316,Seca,Inexistente,'Colisão com objeto móvel',Outras,Reta,Motocicletas,Sexta-feira,330,1104,Noite
BR407,Seca,Inexistente,'Colisão com objeto fixo','Animais na Pista',Reta,Automóvel,Segunda-feira,11,1106,Manhã
BR407,Seca,Inexistente,Tombamento,'Animais na Pista',Reta,Caminhão,Segunda-feira,33,1106,Tarde
BR407,Seca,Inexistente,'Colisão lateral','Ultrapassagem indevida',Reta,Motocicletas,Quarta-feira,44,1106,Tarde
BR407,Seca,Inexistente,'Colisão com objeto móvel',Dormindo,Reta,Caminhão-Trator,Sexta-feira,105,1106,Tarde
BR407,Seca,Inexistente,'Colisão Transversal','Velocidade incompatível',Reta,Camioneta,Terça-feira,123,1106,Tarde
BR407,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Cruzamento,Motocicletas,Sábado,123,1106,Manhã
BR407,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,Quarta-feira,124,1106,Manhã
BR407,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhonete,Quinta-feira,124,1106,Manhã
BR407,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Cruzamento,Automóvel,Terça-feira,124,1106,Manhã
BR407,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,Segunda-feira,125,1106,Manhã
BR407,Seca,Inexistente,'Danos Eventuais','Desobediência à sinalização',Reta,Semi-Reboque,Terça-feira,125,1106,Tarde
BR407,Seca,Inexistente,'Colisão lateral','Ingestão de álcool',Cruzamento,Ônibus,Sábado,126,1106,Tarde
BR407,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Cruzamento,Caminhão,Quinta-feira,126,1106,Tarde
BR407,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Cruzamento,Motocicletas,Quarta-feira,126,1106,Tarde
BR407,Seca,Inexistente,'Colisão Transversal','Desobediência à sinalização',Cruzamento,Motocicletas,Sexta-feira,126,1106,Manhã
BR407,Seca,Inexistente,'Colisão frontal','Desobediência à sinalização',Reta,Automóvel,Terça-feira,127,1106,Manhã
BR407,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhão,Terça-feira,128,1106,Tarde
BR407,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhonete,Domingo,130,1106,Noite
BR408,Seca,Inexistente,'Colisão traseira','Falta de atenção',Curva,Ônibus,Quarta-feira,30,1101,Manhã
BR408,Seca,Inexistente,'Colisão frontal',Dormindo,Reta,Caminhão,Segunda-feira,31,1101,Tarde
BR408,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Automóvel,Domingo,59,1101,Tarde
BR408,Molhada,'Configuração do terreno','Colisão traseira',Outras,Curva,Camioneta,Quarta-feira,59,1101,Manhã
BR408,Seca,Inexistente,'Colisão lateral','Ultrapassagem indevida',Curva,Camioneta,Segunda-feira,68,1101,Manhã
BR408,'Em obra',Inexistente,'Colisão frontal',Outras,Reta,Automóvel,Segunda-feira,71,1101,Madrugada
BR408,'Em obra',Inexistente,'Colisão traseira','Não guardar distância segura',Curva,Caminhonete,Quarta-feira,73,1101,Manhã
BR408,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,Quarta-feira,78,1101,Manhã
BR408,Seca,Inexistente,'Colisão frontal','Ultrapassagem indevida',Reta,Motocicletas,Quinta-feira,83,1101,Tarde
BR408,'Em obra',Inexistente,'Colisão frontal','Ultrapassagem indevida',Reta,Automóvel,Quarta-feira,85,1101,Noite
BR408,Seca,Inexistente,'Saída de Pista',Outras,Curva,Automóvel,Sábado,89,1101,Tarde
BR408,Seca,Inexistente,Tombamento,'Velocidade incompatível',Curva,Caminhão-Trator,Sábado,89,1101,Noite
BR408,Molhada,Inexistente,Capotamento,Outras,Cruzamento,Automóvel,Domingo,90,1101,Tarde
BR408,'Em obra','Configuração do terreno',QuedaMoto/bicla,'Velocidade incompatível',Curva,Motocicletas,Sábado,101,1101,Manhã
BR408,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Caminhão,Sexta-feira,105,1101,Manhã
BR423,Seca,Inexistente,'Colisão com objeto fixo','Velocidade incompatível',Curva,Caminhonete,Terça-feira,21,1102,Madrugada
BR423,Seca,Inexistente,'Saída de Pista',Dormindo,Reta,Ônibus,Quinta-feira,22,1102,Manhã
BR423,Seca,Inexistente,Capotamento,Outras,Reta,Caminhão,Segunda-feira,27,1102,Manhã
BR423,Seca,Inexistente,Capotamento,Outras,Reta,Automóvel,Sexta-feira,36,1103,Manhã
BR423,Seca,Inexistente,'Colisão traseira','Velocidade incompatível',Reta,Motocicletas,Quarta-feira,61,1103,Manhã
BR423,Seca,Inexistente,Tombamento,'Defeito mecânico',Reta,Caminhão,Terça-feira,68,1103,Tarde
BR423,Seca,Inexistente,'Colisão com objeto fixo','Defeito na via',Curva,Automóvel,Segunda-feira,69,1103,Tarde
BR423,Seca,Inexistente,'Colisão lateral','Ultrapassagem indevida',Reta,Automóvel,Quarta-feira,72,1103,Tarde
BR423,Seca,Inexistente,'Colisão traseira','Ingestão de álcool',Reta,Automóvel,Sexta-feira,78,1103,Tarde
BR423,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,Terça-feira,94,1103,Manhã
BR423,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,Segunda-feira,94,1103,Manhã
BR423,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Microônibus,Domingo,97,1103,Tarde
BR423,Seca,'Configuração do terreno','Colisão Transversal','Desobediência à sinalização',Curva,Caminhonete,Domingo,98,1103,Manhã
BR423,Seca,Ofuscamento,'Colisão lateral','Falta de atenção',Curva,Motocicletas,Terça-feira,98,1103,Noite
BR423,Seca,Ofuscamento,'Atropelamento de animal','Animais na Pista',Curva,Automóvel,Sexta-feira,101,1103,Madrugada
BR423,Seca,Inexistente,'Colisão frontal','Ingestão de álcool',Reta,Ônibus,Domingo,110,1103,Noite
BR423,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,Quinta-feira,116,1103,Tarde
BR423,Seca,Inexistente,'Atropelamento de pessoa','Falta de atenção',Reta,'Não se Aplica',Segunda-feira,143,1103,Tarde
BR423,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Curva,Caminhão,Sexta-feira,144,1103,Tarde
BR424,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Domingo,62,1103,Madrugada
BR424,Seca,Inexistente,'Colisão lateral','Ingestão de álcool',Reta,Caminhonete,Segunda-feira,21,1103,Noite
BR424,Seca,Inexistente,Tombamento,'Defeito mecânico',Curva,Caminhão,Quarta-feira,47,1103,Manhã
BR424,Seca,Inexistente,'Colisão traseira','Ingestão de álcool',Reta,Motocicletas,Quinta-feira,69,1103,Tarde
BR424,Seca,Inexistente,'Saída de Pista',Outras,Curva,Automóvel,Sábado,84,1103,Manhã
BR424,Seca,Inexistente,'Colisão frontal','Falta de atenção',Reta,Ônibus,Terça-feira,85,1103,Madrugada
BR424,Seca,Inexistente,QuedaMoto/bicla,'Ingestão de álcool',Reta,Motocicletas,Domingo,86,1103,Tarde
BR424,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motoneta,Sábado,87,1103,Noite
BR424,Seca,Inexistente,'Colisão traseira','Falta de atenção',Curva,Camioneta,Quinta-feira,88,1103,Tarde
BR424,Seca,Outros,QuedaMoto/bicla,'Animais na Pista',Reta,Motocicletas,Domingo,89,1103,Noite
BR424,Seca,Inexistente,'Colisão frontal','Ingestão de álcool',Reta,Motocicletas,Terça-feira,91,1103,Noite
BR424,Seca,Inexistente,'Colisão lateral','Desobediência à sinalização',Reta,Motocicletas,Quarta-feira,91,1103,Manhã
BR424,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Microônibus,Quarta-feira,93,1103,Noite
BR424,Seca,Inexistente,'Colisão lateral',Outras,Reta,'Não identificado',Sábado,96,1103,Noite
BR424,Seca,Inexistente,'Colisão Transversal',Outras,Reta,Caminhonete,Terça-feira,102,1103,Noite
BR424,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Curva,Caminhonete,Sábado,114,1103,Tarde
BR428,Seca,'Configuração do terreno',QuedaMoto/bicla,Outras,Reta,Motocicletas,Terça-feira,3,1105,Noite
BR428,Seca,Inexistente,'Saída de Pista',Outras,Reta,Caminhonete,Quarta-feira,97,1106,Noite
BR428,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Motocicletas,Segunda-feira,17,1105,Noite
BR428,Seca,Outros,'Atropelamento de animal','Animais na Pista',Reta,Ônibus,Quinta-feira,32,1106,Noite
BR428,Seca,Ofuscamento,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,Sexta-feira,91,1106,Noite
BR428,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,Quinta-feira,93,1106,Tarde
BR428,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,Quinta-feira,99,1106,Tarde
BR428,Molhada,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhonete,Terça-feira,129,1106,Noite
BR428,Seca,Inexistente,Capotamento,'Animais na Pista',Reta,Caminhonete,Sexta-feira,139,1106,Noite
BR428,Seca,Ofuscamento,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,Quinta-feira,146,1106,Noite
BR428,Seca,Outros,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,Segunda-feira,152,1106,Noite
BR428,Seca,Outros,'Atropelamento de animal','Animais na Pista',Reta,Caminhão-Trator,Quinta-feira,158,1106,Noite
BR428,Seca,Inexistente,'Colisão Transversal','Desobediência à sinalização',Reta,Motocicletas,Terça-feira,185,1106,Manhã
BR428,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,Quinta-feira,188,1106,Noite
BR428,Seca,Inexistente,'Colisão lateral','Desobediência à sinalização',Reta,Automóvel,Sábado,188,1106,Noite
BR428,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,Automóvel,Quinta-feira,188,1106,Manhã
BR428,Seca,Inexistente,'Colisão lateral','Não guardar distância segura',Cruzamento,Ônibus,Terça-feira,189,1106,Tarde
BR428,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Cruzamento,'Não identificado',Terça-feira,190,1106,Tarde
BR428,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Segunda-feira,190,1106,Noite
BR428,Seca,Inexistente,'Colisão Transversal','Desobediência à sinalização',Reta,Automóvel,Terça-feira,190,1106,Tarde
BR428,Seca,Inexistente,'Colisão traseira','Falta de atenção',Cruzamento,Caminhão-Trator,Segunda-feira,191,1106,Tarde
BR428,Seca,Inexistente,'Colisão Transversal','Desobediência à sinalização',Reta,Automóvel,Terça-feira,191,1106,Manhã
BR428,Seca,Inexistente,'Colisão Transversal','Desobediência à sinalização',Reta,Motoneta,Sábado,191,1106,Tarde
BR428,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,Domingo,191,1106,Noite
BR428,Seca,Inexistente,'Colisão Transversal','Desobediência à sinalização',Reta,Motocicletas,Segunda-feira,191,1106,Tarde
BR428,Seca,Outros,'Colisão traseira','Falta de atenção',Reta,Automóvel,Quinta-feira,192,1106,Manhã
BR428,Seca,Inexistente,'Colisão traseira','Ingestão de álcool',Reta,Automóvel,Terça-feira,192,1106,Noite
BR428,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motoneta,Quinta-feira,192,1106,Noite
BR428,Seca,Inexistente,'Colisão Transversal','Não guardar distância segura',Cruzamento,Motocicletas,Quinta-feira,192,1106,Tarde
BR101,Seca,Inexistente,'Colisão com objeto fixo',Outras,Curva,Caminhão,Terça-feira,2,1101,Manhã
BR101,Molhada,Inexistente,'Saída de Pista','Defeito na via',Reta,Automóvel,Quinta-feira,3,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão-Trator,Sábado,3,1101,Tarde
BR101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Curva,Caminhão,Segunda-feira,4,1101,Manhã
BR101,Molhada,Inexistente,'Saída de Pista','Velocidade incompatível',Curva,Caminhão,Sábado,4,1101,Noite
BR101,Escorregadia,Inexistente,Tombamento,'Defeito na via',Reta,Automóvel,Domingo,4,1101,Madrugada
BR101,Molhada,Inexistente,'Colisão traseira',Outras,Curva,'Não identificado',Quarta-feira,4,1101,Tarde
BR101,'Em obra',Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,Sexta-feira,6,1101,Tarde
BR101,Seca,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',Sexta-feira,7,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,Sexta-feira,7,1101,Noite
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Sexta-feira,7,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,Caminhão-Trator,Quinta-feira,8,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,Caminhão-Trator,Quinta-feira,8,1101,Tarde
BR101,'Em obra',Inexistente,'Colisão lateral','Não guardar distância segura',Curva,Caminhão-Trator,Terça-feira,8,1101,Manhã
BR101,Seca,Inexistente,Capotamento,Outras,Reta,Automóvel,Sábado,8,1101,Noite
