%
% ARFF data file, generated by KNIME
%
% Date: Sun Feb 05 11:28:54 BRT 2017
% User: otluiz
%

@RELATION DataTable
@ATTRIBUTE BR	INTEGER
@ATTRIBUTE CondPista	INTEGER
@ATTRIBUTE RestrVisibili	INTEGER
@ATTRIBUTE TipoAcident	INTEGER
@ATTRIBUTE CausaAcident	INTEGER
@ATTRIBUTE TracadoVia	INTEGER
@ATTRIBUTE TipoAuto	INTEGER
@ATTRIBUTE Gravidade	INTEGER
@ATTRIBUTE DiaDaSemana	INTEGER
@ATTRIBUTE Hour	INTEGER
@ATTRIBUTE KMArredondado	INTEGER
@ATTRIBUTE Delegacia	INTEGER
@ATTRIBUTE tx_RestVisibi	REAL
@ATTRIBUTE tx_CondPista	REAL
@ATTRIBUTE tx_TipoAcident	REAL
@ATTRIBUTE tx_DiaSemana	REAL
@ATTRIBUTE tx_CausaAcident	REAL
@ATTRIBUTE tx_TracadoVia	REAL
@ATTRIBUTE tx_BR	REAL
@ATTRIBUTE tx_Km	REAL

@DATA
316,1,10,14,6,4,21,0,1,21,228,1105,0.923,0.802,0.026,0.155,0.255,0.812,0.028,0.0
316,1,10,20,3,4,1,1,1,3,248,1105,0.923,0.802,0.104,0.155,0.048,0.812,0.028,0.0
316,1,10,6,6,4,5,1,6,17,264,1105,0.923,0.802,0.032,0.14,0.255,0.812,0.028,0.0
316,1,10,1,30,4,55,1,5,7,272,1105,0.923,0.802,0.218,0.158,0.045,0.812,0.028,0.0
316,1,10,16,3,4,21,1,7,18,278,1105,0.923,0.802,0.043,0.132,0.375,0.812,0.028,0.0
316,1,10,1,3,4,55,0,3,11,311,1104,0.923,0.802,0.218,0.136,0.375,0.812,0.028,0.0
316,1,10,8,6,4,34,0,2,14,312,1104,0.923,0.802,0.012,0.137,0.255,0.812,0.028,0.0
316,1,10,12,3,4,1,1,3,12,331,1104,0.923,0.802,0.036,0.136,0.048,0.812,0.028,0.0
316,1,10,12,3,4,21,0,1,23,347,1104,0.923,0.802,0.036,0.155,0.048,0.812,0.028,0.0
407,1,10,20,15,12,8,1,7,22,28,1106,0.923,0.802,0.104,0.132,0.037,0.152,0.036,0.003
407,1,10,8,3,4,21,1,1,9,38,1106,0.923,0.802,0.012,0.155,0.375,0.812,0.036,0.004
407,1,10,20,24,4,21,1,1,11,66,1106,0.923,0.802,0.104,0.155,0.022,0.812,0.036,0.016
407,1,50,10,6,12,1,1,7,8,76,1106,0.026,0.802,0.034,0.132,0.255,0.152,0.036,0.008
407,1,10,24,6,12,17711,1,2,20,78,1106,0.923,0.802,0.056,0.137,0.255,0.152,0.036,0.014
407,1,10,16,18,4,55,1,3,8,85,1106,0.923,0.802,0.043,0.136,0.039,0.812,0.036,0.007
407,1,10,20,3,4,21,1,2,14,102,1106,0.923,0.802,0.104,0.137,0.375,0.812,0.036,0.006
407,1,10,1,33,4,1,1,4,19,123,1106,0.923,0.802,0.218,0.141,0.038,0.812,0.036,0.002
407,1,10,1,3,4,1,1,1,23,123,1106,0.923,0.802,0.218,0.155,0.375,0.812,0.036,0.002
407,1,10,1,3,12,8,1,2,15,124,1106,0.923,0.802,0.218,0.137,0.375,0.152,0.036,0.005
407,1,10,1,30,4,6765,1,6,18,124,1106,0.923,0.802,0.218,0.14,0.045,0.812,0.036,0.005
407,1,10,1,3,4,5,1,3,14,124,1106,0.923,0.802,0.218,0.136,0.375,0.812,0.036,0.005
407,2,10,16,3,4,1,1,6,10,126,1106,0.923,0.135,0.043,0.14,0.375,0.812,0.036,0.006
407,1,10,8,21,4,377,1,4,20,126,1106,0.923,0.802,0.012,0.141,0.089,0.812,0.036,0.006
407,1,10,4,21,4,610,1,5,18,126,1106,0.923,0.802,0.301,0.158,0.089,0.812,0.036,0.006
407,1,10,4,21,8,55,1,2,12,126,1106,0.923,0.802,0.301,0.137,0.089,0.037,0.036,0.006
407,2,10,4,21,12,5,1,6,11,126,1106,0.923,0.135,0.301,0.14,0.089,0.152,0.036,0.006
407,1,10,2,3,8,5,1,2,10,126,1106,0.923,0.802,0.091,0.137,0.375,0.037,0.036,0.006
407,1,10,4,21,4,4181,0,1,14,127,1106,0.923,0.802,0.301,0.155,0.089,0.812,0.036,0.008
407,1,10,2,33,8,610,1,5,9,127,1106,0.923,0.802,0.091,0.158,0.038,0.037,0.036,0.008
407,1,10,4,21,4,89,1,4,20,127,1106,0.923,0.802,0.301,0.141,0.089,0.812,0.036,0.008
407,1,10,16,33,4,5,0,3,20,128,1106,0.923,0.802,0.043,0.136,0.038,0.812,0.036,0.006
407,1,30,1,21,12,8,1,4,9,129,1106,0.031,0.802,0.218,0.141,0.089,0.152,0.036,0.005
407,1,10,1,30,12,55,0,2,17,129,1106,0.923,0.802,0.218,0.137,0.045,0.152,0.036,0.005
407,1,10,20,30,12,1,0,6,4,129,1106,0.923,0.802,0.104,0.14,0.045,0.152,0.036,0.005
407,2,30,1,21,12,8,1,5,18,129,1106,0.031,0.135,0.218,0.158,0.089,0.152,0.036,0.005
407,1,10,10,18,12,5,0,5,5,130,1106,0.923,0.802,0.034,0.158,0.039,0.152,0.036,0.007
407,1,10,1,6,4,5,0,3,9,130,1106,0.923,0.802,0.218,0.136,0.255,0.812,0.036,0.007
407,1,10,6,15,4,5,0,6,1,130,1106,0.923,0.802,0.032,0.14,0.037,0.812,0.036,0.007
408,1,10,20,24,12,1,0,6,9,39,1101,0.923,0.802,0.104,0.14,0.022,0.152,0.04,0.003
408,1,10,2,9,12,21,1,4,14,42,1101,0.923,0.802,0.091,0.141,0.024,0.152,0.04,0.006
408,1,10,4,6,4,13,0,1,11,75,1101,0.923,0.802,0.301,0.155,0.255,0.812,0.04,0.008
408,1,10,16,33,4,5,1,7,18,78,1101,0.923,0.802,0.043,0.132,0.038,0.812,0.04,0.014
408,1,30,4,21,4,1,0,7,18,83,1101,0.031,0.802,0.301,0.132,0.089,0.812,0.04,0.017
408,1,50,20,3,12,1,0,4,13,89,1101,0.026,0.802,0.104,0.141,0.375,0.152,0.04,0.005
408,1,10,24,24,12,1,0,3,15,94,1101,0.923,0.802,0.056,0.136,0.022,0.152,0.04,0.01
408,1,50,1,6,12,8,1,7,20,96,1101,0.026,0.802,0.218,0.132,0.255,0.152,0.04,0.007
408,1,10,20,24,4,55,1,6,3,99,1101,0.923,0.802,0.104,0.14,0.022,0.812,0.04,0.005
408,1,50,1,3,4,55,0,2,17,100,1101,0.026,0.802,0.218,0.137,0.375,0.812,0.04,0.007
408,1,10,1,3,4,1,0,6,12,100,1101,0.923,0.802,0.218,0.14,0.375,0.812,0.04,0.007
408,1,10,20,3,4,1,1,6,17,101,1101,0.923,0.802,0.104,0.14,0.375,0.812,0.04,0.005
408,1,10,20,6,4,1,1,1,15,101,1101,0.923,0.802,0.104,0.155,0.255,0.812,0.04,0.005
408,1,10,24,6,4,1,0,1,10,102,1101,0.923,0.802,0.056,0.155,0.255,0.812,0.04,0.006
408,1,10,22,6,4,55,0,4,10,104,1101,0.923,0.802,0.006,0.141,0.255,0.812,0.04,0.005
408,1,10,18,15,4,233,0,1,22,105,1101,0.923,0.802,0.034,0.155,0.037,0.812,0.04,0.005
423,1,10,20,6,4,5,1,7,17,23,1102,0.923,0.802,0.104,0.132,0.255,0.812,0.038,0.003
423,1,10,1,30,4,21,1,1,1,38,1103,0.923,0.802,0.218,0.155,0.045,0.812,0.038,0.004
423,1,10,22,6,4,6765,1,4,11,38,1103,0.923,0.802,0.006,0.141,0.255,0.812,0.038,0.004
423,1,10,4,21,4,89,1,1,13,38,1103,0.923,0.802,0.301,0.155,0.089,0.812,0.038,0.004
423,1,10,16,9,4,8,1,6,9,47,1103,0.923,0.802,0.043,0.14,0.024,0.812,0.038,0.008
423,1,10,4,21,4,55,1,4,12,62,1103,0.923,0.802,0.301,0.141,0.089,0.812,0.038,0.008
423,1,10,1,3,12,21,0,5,6,72,1103,0.923,0.802,0.218,0.158,0.375,0.152,0.038,0.01
423,1,10,16,9,4,1,1,3,21,73,1103,0.923,0.802,0.043,0.136,0.024,0.812,0.038,0.008
423,1,50,6,6,12,5,1,7,14,78,1103,0.026,0.802,0.032,0.132,0.255,0.152,0.038,0.014
423,1,50,4,30,4,21,1,6,18,79,1103,0.026,0.802,0.301,0.14,0.045,0.812,0.038,0.008
423,1,10,4,18,4,8,1,3,14,81,1103,0.923,0.802,0.301,0.136,0.039,0.812,0.038,0.009
423,1,10,4,3,4,55,1,3,14,84,1103,0.923,0.802,0.301,0.136,0.375,0.812,0.038,0.007
423,1,10,12,3,4,55,0,3,22,85,1103,0.923,0.802,0.036,0.136,0.048,0.812,0.038,0.007
423,1,10,24,3,4,1,0,6,22,86,1103,0.923,0.802,0.056,0.14,0.048,0.812,0.038,0.008
423,1,40,2,6,4,610,1,7,21,91,1103,0.001,0.802,0.091,0.132,0.255,0.812,0.038,0.006
423,1,10,1,24,12,144,1,4,7,92,1103,0.923,0.802,0.218,0.141,0.022,0.152,0.038,0.006
423,1,10,6,3,12,5,1,5,18,92,1103,0.923,0.802,0.032,0.158,0.375,0.152,0.038,0.006
423,1,10,4,3,4,55,1,1,17,92,1103,0.923,0.802,0.301,0.155,0.375,0.812,0.038,0.006
423,1,10,2,33,8,1,0,6,12,94,1103,0.923,0.802,0.091,0.14,0.038,0.037,0.038,0.01
423,1,10,16,9,12,21,0,7,20,95,1103,0.923,0.802,0.043,0.132,0.024,0.152,0.038,0.008
423,1,10,4,21,4,377,1,2,20,175,1103,0.923,0.802,0.301,0.137,0.089,0.812,0.038,0.001
424,1,50,24,30,12,1,0,3,6,50,1103,0.026,0.802,0.056,0.136,0.045,0.152,0.02,0.023
424,1,10,24,6,4,1,1,6,4,17,1103,0.923,0.802,0.056,0.14,0.255,0.812,0.02,0.003
424,1,10,24,3,4,21,1,7,11,24,1103,0.923,0.802,0.056,0.132,0.375,0.812,0.02,0.004
424,1,10,10,15,12,987,1,5,19,33,1103,0.923,0.802,0.034,0.158,0.037,0.152,0.02,0.004
424,1,10,20,18,4,1,1,7,16,86,1103,0.923,0.802,0.104,0.132,0.039,0.812,0.02,0.008
424,1,10,16,33,4,5,0,1,11,93,1103,0.923,0.802,0.043,0.155,0.038,0.812,0.02,0.006
424,1,10,2,3,4,1,0,3,9,93,1103,0.923,0.802,0.091,0.136,0.375,0.812,0.02,0.006
424,1,10,16,30,4,5,1,6,23,130,1103,0.923,0.802,0.043,0.14,0.045,0.812,0.02,0.007
428,1,10,20,9,4,377,0,1,13,3,1105,0.923,0.802,0.104,0.155,0.024,0.812,0.05,0.002
428,1,10,20,24,4,1,1,7,12,6,1105,0.923,0.802,0.104,0.132,0.022,0.812,0.05,0.006
428,1,10,4,21,4,377,1,5,12,26,1105,0.923,0.802,0.301,0.158,0.089,0.812,0.05,0.006
428,1,10,4,6,4,377,1,4,1,85,1106,0.923,0.802,0.301,0.141,0.255,0.812,0.05,0.007
428,1,10,12,3,4,55,1,4,10,98,1106,0.923,0.802,0.036,0.141,0.048,0.812,0.05,0.006
428,1,10,1,3,4,5,1,1,15,127,1106,0.923,0.802,0.218,0.155,0.375,0.812,0.05,0.008
428,1,10,16,3,4,5,0,3,10,141,1106,0.923,0.802,0.043,0.136,0.375,0.812,0.05,0.002
428,1,10,1,30,4,6765,1,7,22,141,1106,0.923,0.802,0.218,0.132,0.045,0.812,0.05,0.002
428,1,10,20,3,4,21,1,3,3,144,1106,0.923,0.802,0.104,0.136,0.048,0.812,0.05,0.001
428,1,10,16,9,4,55,1,1,18,145,1106,0.923,0.802,0.043,0.155,0.024,0.812,0.05,0.002
428,1,10,1,6,4,377,1,1,18,148,1106,0.923,0.802,0.218,0.155,0.255,0.812,0.05,0.001
428,1,10,24,6,4,1,0,6,6,152,1106,0.923,0.802,0.056,0.14,0.255,0.812,0.05,0.001
428,1,10,1,3,4,55,0,4,12,153,1106,0.923,0.802,0.218,0.141,0.375,0.812,0.05,0.001
428,1,10,1,6,4,89,1,7,1,155,1106,0.923,0.802,0.218,0.132,0.255,0.812,0.05,0.001
428,1,10,12,3,4,1,1,6,7,156,1106,0.923,0.802,0.036,0.14,0.048,0.812,0.05,0.001
428,1,10,12,3,4,144,1,7,18,156,1106,0.923,0.802,0.036,0.132,0.048,0.812,0.05,0.001
428,1,10,12,3,4,5,0,4,19,172,1106,0.923,0.802,0.036,0.141,0.048,0.812,0.05,0.001
428,1,10,20,21,4,1,1,7,8,178,1106,0.923,0.802,0.104,0.132,0.089,0.812,0.05,0.002
428,1,10,4,30,4,1,1,3,22,179,1106,0.923,0.802,0.301,0.136,0.045,0.812,0.05,0.001
428,1,10,1,9,4,1,0,6,14,183,1106,0.923,0.802,0.218,0.14,0.024,0.812,0.05,0.001
428,2,10,1,3,4,144,1,5,16,184,1106,0.923,0.135,0.218,0.158,0.375,0.812,0.05,0.001
428,1,10,4,21,4,89,1,1,13,186,1106,0.923,0.802,0.301,0.155,0.089,0.812,0.05,0.002
428,1,10,1,3,12,21,0,3,15,188,1106,0.923,0.802,0.218,0.136,0.375,0.152,0.05,0.005
428,2,10,4,30,4,13,1,5,21,188,1106,0.923,0.135,0.301,0.158,0.045,0.812,0.05,0.005
428,1,10,24,15,4,8,1,6,13,188,1106,0.923,0.802,0.056,0.14,0.037,0.812,0.05,0.005
428,1,10,4,33,12,377,1,3,16,188,1106,0.923,0.802,0.301,0.136,0.038,0.152,0.05,0.005
428,1,10,4,3,4,5,1,2,10,188,1106,0.923,0.802,0.301,0.137,0.375,0.812,0.05,0.005
428,1,10,4,21,12,55,1,1,18,188,1106,0.923,0.802,0.301,0.155,0.089,0.152,0.05,0.005
428,1,10,1,9,12,55,0,5,8,188,1106,0.923,0.802,0.218,0.158,0.024,0.152,0.05,0.005
428,1,10,4,21,8,55,1,1,11,190,1106,0.923,0.802,0.301,0.155,0.089,0.037,0.05,0.006
428,1,10,10,27,4,610,1,1,18,190,1106,0.923,0.802,0.034,0.155,0.028,0.812,0.05,0.006
428,1,10,1,21,8,21,1,4,8,191,1106,0.923,0.802,0.218,0.141,0.089,0.037,0.05,0.006
428,1,10,2,33,4,610,1,1,13,191,1106,0.923,0.802,0.091,0.155,0.038,0.812,0.05,0.006
428,1,10,4,21,4,55,1,4,15,191,1106,0.923,0.802,0.301,0.141,0.089,0.812,0.05,0.006
428,1,10,1,3,4,5,0,7,23,191,1106,0.923,0.802,0.218,0.132,0.375,0.812,0.05,0.006
428,1,10,4,21,4,55,1,5,16,191,1106,0.923,0.802,0.301,0.158,0.089,0.812,0.05,0.006
428,1,10,1,3,4,1,0,3,16,192,1106,0.923,0.802,0.218,0.136,0.375,0.812,0.05,0.005
101,1,10,4,15,12,8,0,2,19,1,1101,0.923,0.802,0.301,0.137,0.037,0.152,0.434,0.002
101,1,10,18,15,4,233,1,6,22,8,1101,0.923,0.802,0.034,0.14,0.037,0.812,0.434,0.011
101,1,10,20,30,4,1,0,4,14,9,1101,0.923,0.802,0.104,0.141,0.045,0.812,0.434,0.011
101,1,10,24,6,4,1,1,7,0,23,1101,0.923,0.802,0.056,0.132,0.255,0.812,0.434,0.003
101,1,10,20,24,4,1,1,4,14,25,1101,0.923,0.802,0.104,0.141,0.022,0.812,0.434,0.004
101,1,10,28,6,4,8,1,4,10,27,1101,0.923,0.802,0.004,0.141,0.255,0.812,0.434,0.004
101,1,30,10,18,4,8,0,3,21,30,1101,0.031,0.802,0.034,0.136,0.039,0.812,0.434,0.004
101,1,10,20,6,4,21,1,4,13,33,1101,0.923,0.802,0.104,0.141,0.255,0.812,0.434,0.004
101,1,10,24,3,4,1,1,6,5,36,1101,0.923,0.802,0.056,0.14,0.375,0.812,0.434,0.003
101,1,10,20,3,12,144,1,2,4,37,1101,0.923,0.802,0.104,0.137,0.375,0.152,0.434,0.003
101,1,10,1,3,4,55,1,1,15,40,1101,0.923,0.802,0.218,0.155,0.375,0.812,0.434,0.004
101,2,10,20,3,12,1,1,6,3,40,1101,0.923,0.135,0.104,0.14,0.375,0.152,0.434,0.004
101,1,10,18,6,4,233,1,5,16,40,1101,0.923,0.802,0.034,0.158,0.255,0.812,0.434,0.004
101,1,10,18,6,4,233,1,4,21,41,1101,0.923,0.802,0.034,0.141,0.255,0.812,0.434,0.005
101,2,10,4,3,4,1,1,6,18,41,1101,0.923,0.135,0.301,0.14,0.375,0.812,0.434,0.005
101,1,10,1,6,4,1,1,7,19,42,1101,0.923,0.802,0.218,0.132,0.255,0.812,0.434,0.006
101,1,10,1,3,4,5,0,3,7,42,1101,0.923,0.802,0.218,0.136,0.375,0.812,0.434,0.006
101,1,10,2,3,8,1,1,4,17,43,1101,0.923,0.802,0.091,0.141,0.375,0.037,0.434,0.008
101,1,10,10,6,4,21,0,5,20,43,1101,0.923,0.802,0.034,0.158,0.255,0.812,0.434,0.008
101,1,10,1,3,4,89,0,5,12,43,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.434,0.008
101,1,10,2,3,4,1,0,6,9,43,1101,0.923,0.802,0.091,0.14,0.375,0.812,0.434,0.008
101,1,10,8,6,4,89,1,5,7,43,1101,0.923,0.802,0.012,0.158,0.255,0.812,0.434,0.008
101,1,10,2,3,4,5,0,5,15,44,1101,0.923,0.802,0.091,0.158,0.375,0.812,0.434,0.006
101,1,10,2,3,4,89,0,1,17,44,1101,0.923,0.802,0.091,0.155,0.375,0.812,0.434,0.006
101,1,10,2,6,4,5,0,1,9,44,1101,0.923,0.802,0.091,0.155,0.255,0.812,0.434,0.006
101,1,10,4,3,4,89,0,5,8,44,1101,0.923,0.802,0.301,0.158,0.375,0.812,0.434,0.006
101,1,10,1,3,4,21,0,1,9,46,1101,0.923,0.802,0.218,0.155,0.375,0.812,0.434,0.009
101,1,10,1,3,4,21,0,2,9,46,1101,0.923,0.802,0.218,0.137,0.375,0.812,0.434,0.009
101,1,10,4,33,4,610,0,3,17,46,1101,0.923,0.802,0.301,0.136,0.038,0.812,0.434,0.009
101,1,10,4,3,4,1,0,4,15,46,1101,0.923,0.802,0.301,0.141,0.375,0.812,0.434,0.009
101,16,10,4,3,4,55,1,5,12,46,1101,0.923,0.025,0.301,0.158,0.375,0.812,0.434,0.009
101,1,10,4,3,4,21,1,4,13,46,1101,0.923,0.802,0.301,0.141,0.375,0.812,0.434,0.009
101,1,10,16,33,4,89,0,6,4,47,1101,0.923,0.802,0.043,0.14,0.038,0.812,0.434,0.008
101,1,30,10,6,4,1,1,6,10,47,1101,0.031,0.802,0.034,0.14,0.255,0.812,0.434,0.008
101,1,10,4,33,4,21,1,4,17,47,1101,0.923,0.802,0.301,0.141,0.038,0.812,0.434,0.008
101,1,10,4,21,4,89,1,6,21,47,1101,0.923,0.802,0.301,0.14,0.089,0.812,0.434,0.008
101,1,10,1,3,4,8,0,5,15,48,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.434,0.006
101,1,10,8,6,4,89,0,5,17,48,1101,0.923,0.802,0.012,0.158,0.255,0.812,0.434,0.006
101,1,10,1,6,4,610,1,5,14,48,1101,0.923,0.802,0.218,0.158,0.255,0.812,0.434,0.006
101,1,10,1,6,4,21,0,1,11,49,1101,0.923,0.802,0.218,0.155,0.255,0.812,0.434,0.007
101,1,10,4,3,4,55,0,4,17,49,1101,0.923,0.802,0.301,0.141,0.375,0.812,0.434,0.007
101,1,10,4,3,4,89,0,2,17,49,1101,0.923,0.802,0.301,0.137,0.375,0.812,0.434,0.007
101,1,10,18,3,12,233,1,2,9,49,1101,0.923,0.802,0.034,0.137,0.375,0.152,0.434,0.007
101,1,10,4,3,4,55,0,2,7,50,1101,0.923,0.802,0.301,0.137,0.375,0.812,0.434,0.023
101,1,10,1,27,4,21,0,2,17,50,1101,0.923,0.802,0.218,0.137,0.028,0.812,0.434,0.023
101,1,10,1,3,4,89,0,5,10,50,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.434,0.023
101,16,10,4,27,4,8,1,1,17,50,1101,0.923,0.025,0.301,0.155,0.028,0.812,0.434,0.023
101,1,70,1,6,4,55,1,1,19,50,1101,0.003,0.802,0.218,0.155,0.255,0.812,0.434,0.023
101,1,30,1,3,4,8,1,7,16,50,1101,0.031,0.802,0.218,0.132,0.375,0.812,0.434,0.023
101,1,10,1,18,4,55,1,6,9,50,1101,0.923,0.802,0.218,0.14,0.039,0.812,0.434,0.023
101,1,10,1,27,4,8,1,4,10,50,1101,0.923,0.802,0.218,0.141,0.028,0.812,0.434,0.023
101,1,10,1,33,4,21,1,6,10,50,1101,0.923,0.802,0.218,0.14,0.038,0.812,0.434,0.023
101,1,10,1,3,4,8,1,3,17,50,1101,0.923,0.802,0.218,0.136,0.375,0.812,0.434,0.023
101,1,10,1,3,4,8,1,5,10,50,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.434,0.023
101,1,10,1,3,4,55,1,4,12,50,1101,0.923,0.802,0.218,0.141,0.375,0.812,0.434,0.023
101,1,10,1,3,4,13,1,5,7,50,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.434,0.023
101,1,10,1,3,4,1,1,1,12,50,1101,0.923,0.802,0.218,0.155,0.375,0.812,0.434,0.023
101,1,10,1,3,4,8,1,2,10,50,1101,0.923,0.802,0.218,0.137,0.375,0.812,0.434,0.023
101,1,10,1,3,4,8,1,2,18,50,1101,0.923,0.802,0.218,0.137,0.375,0.812,0.434,0.023
101,1,10,1,3,4,8,1,5,13,50,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.434,0.023
101,1,10,1,6,4,8,1,2,15,50,1101,0.923,0.802,0.218,0.137,0.255,0.812,0.434,0.023
101,1,10,1,6,12,8,1,1,12,50,1101,0.923,0.802,0.218,0.155,0.255,0.152,0.434,0.023
101,1,10,1,6,4,8,1,6,13,50,1101,0.923,0.802,0.218,0.14,0.255,0.812,0.434,0.023
101,1,10,1,6,4,8,1,3,15,50,1101,0.923,0.802,0.218,0.136,0.255,0.812,0.434,0.023
101,1,10,2,33,8,13,1,7,14,50,1101,0.923,0.802,0.091,0.132,0.038,0.037,0.434,0.023
101,1,10,2,3,8,6765,1,6,9,50,1101,0.923,0.802,0.091,0.14,0.375,0.037,0.434,0.023
101,1,10,2,3,4,5,1,6,15,50,1101,0.923,0.802,0.091,0.14,0.375,0.812,0.434,0.023
101,1,10,4,3,4,55,1,2,14,50,1101,0.923,0.802,0.301,0.137,0.375,0.812,0.434,0.023
101,1,10,4,3,4,89,1,6,18,50,1101,0.923,0.802,0.301,0.14,0.375,0.812,0.434,0.023
101,1,10,4,30,4,1,1,4,5,50,1101,0.923,0.802,0.301,0.141,0.045,0.812,0.434,0.023
101,1,10,18,3,4,89,1,3,8,50,1101,0.923,0.802,0.034,0.136,0.375,0.812,0.434,0.023
101,1,10,2,3,4,8,1,1,16,50,1101,0.923,0.802,0.091,0.155,0.375,0.812,0.434,0.023
101,1,10,1,3,4,8,1,5,19,50,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.434,0.023
101,1,10,10,6,4,55,1,5,9,51,1101,0.923,0.802,0.034,0.158,0.255,0.812,0.434,0.012
101,1,10,4,21,4,55,1,5,16,51,1101,0.923,0.802,0.301,0.158,0.089,0.812,0.434,0.012
101,2,10,14,18,4,21,1,6,2,51,1101,0.923,0.135,0.026,0.14,0.039,0.812,0.434,0.012
101,1,10,1,3,8,21,1,1,12,51,1101,0.923,0.802,0.218,0.155,0.375,0.037,0.434,0.012
101,1,10,4,3,4,6765,1,2,18,51,1101,0.923,0.802,0.301,0.137,0.375,0.812,0.434,0.012
101,1,10,4,21,12,377,1,7,13,51,1101,0.923,0.802,0.301,0.132,0.089,0.152,0.434,0.012
101,1,10,4,3,4,8,1,3,10,52,1101,0.923,0.802,0.301,0.136,0.375,0.812,0.434,0.007
101,1,10,1,3,4,5,1,5,10,52,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.434,0.007
101,1,10,1,3,4,8,1,5,11,52,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.434,0.007
101,1,10,2,3,4,377,1,5,12,52,1101,0.923,0.802,0.091,0.158,0.375,0.812,0.434,0.007
101,1,10,10,3,4,377,0,3,6,54,1101,0.923,0.802,0.034,0.136,0.375,0.812,0.434,0.005
101,1,10,4,21,4,8,0,4,7,55,1101,0.923,0.802,0.301,0.141,0.089,0.812,0.434,0.005
101,1,10,4,3,4,1,1,3,7,55,1101,0.923,0.802,0.301,0.136,0.375,0.812,0.434,0.005
101,1,10,30,6,4,13,0,5,16,56,1101,0.923,0.802,0.003,0.158,0.255,0.812,0.434,0.004
101,1,10,4,21,4,8,0,1,8,56,1101,0.923,0.802,0.301,0.155,0.089,0.812,0.434,0.004
101,1,10,4,21,4,13,1,4,22,57,1101,0.923,0.802,0.301,0.141,0.089,0.812,0.434,0.007
101,2,10,14,18,4,21,1,4,5,57,1101,0.923,0.135,0.026,0.141,0.039,0.812,0.434,0.007
101,16,10,24,27,12,1,1,5,12,58,1101,0.923,0.025,0.056,0.158,0.028,0.152,0.434,0.007
101,1,10,16,6,12,21,1,1,21,58,1101,0.923,0.802,0.043,0.155,0.255,0.152,0.434,0.007
101,1,10,4,33,4,5,1,3,11,59,1101,0.923,0.802,0.301,0.136,0.038,0.812,0.434,0.009
101,1,10,4,21,4,21,1,3,6,59,1101,0.923,0.802,0.301,0.136,0.089,0.812,0.434,0.009
101,16,10,4,6,4,8,1,1,17,59,1101,0.923,0.025,0.301,0.155,0.255,0.812,0.434,0.009
101,32,30,20,6,4,8,0,4,5,60,1101,0.031,0.009,0.104,0.141,0.255,0.812,0.434,0.009
101,1,10,24,3,12,1,1,7,16,60,1101,0.923,0.802,0.056,0.132,0.375,0.152,0.434,0.009
101,1,10,1,3,12,8,1,4,10,60,1101,0.923,0.802,0.218,0.141,0.375,0.152,0.434,0.009
101,1,10,1,3,4,8,0,3,14,60,1101,0.923,0.802,0.218,0.136,0.375,0.812,0.434,0.009
101,16,10,1,9,12,5,0,5,8,60,1101,0.923,0.025,0.218,0.158,0.024,0.152,0.434,0.009
101,1,10,4,33,4,21,0,5,17,60,1101,0.923,0.802,0.301,0.158,0.038,0.812,0.434,0.009
101,1,10,1,6,4,55,1,1,14,61,1101,0.923,0.802,0.218,0.155,0.255,0.812,0.434,0.007
101,1,10,4,21,4,8,1,1,8,61,1101,0.923,0.802,0.301,0.155,0.089,0.812,0.434,0.007
101,1,10,1,3,4,8,0,3,20,62,1101,0.923,0.802,0.218,0.136,0.375,0.812,0.434,0.008
101,16,10,4,21,4,8,1,2,10,63,1101,0.923,0.025,0.301,0.137,0.089,0.812,0.434,0.009
101,1,50,1,6,4,21,1,3,7,63,1101,0.026,0.802,0.218,0.136,0.255,0.812,0.434,0.009
101,1,30,1,6,4,8,1,3,7,63,1101,0.031,0.802,0.218,0.136,0.255,0.812,0.434,0.009
101,1,10,4,6,4,5,1,6,14,63,1101,0.923,0.802,0.301,0.14,0.255,0.812,0.434,0.009
101,1,10,4,3,4,8,1,7,20,64,1101,0.923,0.802,0.301,0.132,0.375,0.812,0.434,0.013
101,1,10,4,21,4,89,0,6,9,64,1101,0.923,0.802,0.301,0.14,0.089,0.812,0.434,0.013
101,1,50,1,3,4,8,1,2,10,64,1101,0.026,0.802,0.218,0.137,0.375,0.812,0.434,0.013
101,1,10,1,3,4,8,1,3,9,64,1101,0.923,0.802,0.218,0.136,0.375,0.812,0.434,0.013
101,1,10,4,21,4,55,1,1,7,65,1101,0.923,0.802,0.301,0.155,0.089,0.812,0.434,0.013
101,1,10,4,18,4,13,1,1,6,65,1101,0.923,0.802,0.301,0.155,0.039,0.812,0.434,0.013
101,1,10,4,3,4,377,1,2,13,65,1101,0.923,0.802,0.301,0.137,0.375,0.812,0.434,0.013
101,1,10,4,21,4,21,1,4,10,66,1101,0.923,0.802,0.301,0.141,0.089,0.812,0.434,0.016
