%
% ARFF data file, generated by KNIME
%
% Date: Sun Feb 05 11:28:54 BRT 2017
% User: otluiz
%

@RELATION DataTable
@ATTRIBUTE BR	INTEGER
@ATTRIBUTE CondPista	INTEGER
@ATTRIBUTE RestrVisibili	INTEGER
@ATTRIBUTE TipoAcident	INTEGER
@ATTRIBUTE CausaAcident	INTEGER
@ATTRIBUTE TracadoVia	INTEGER
@ATTRIBUTE TipoAuto	INTEGER
@ATTRIBUTE Gravidade	INTEGER
@ATTRIBUTE DiaDaSemana	INTEGER
@ATTRIBUTE Hour	INTEGER
@ATTRIBUTE KMArredondado	INTEGER
@ATTRIBUTE Delegacia	INTEGER
@ATTRIBUTE tx_RestVisibi	REAL
@ATTRIBUTE tx_CondPista	REAL
@ATTRIBUTE tx_TipoAcident	REAL
@ATTRIBUTE tx_DiaSemana	REAL
@ATTRIBUTE tx_CausaAcident	REAL
@ATTRIBUTE tx_TracadoVia	REAL
@ATTRIBUTE tx_BR	REAL
@ATTRIBUTE tx_Km	REAL

@DATA
101,1,10,16,3,4,6765,0,3,9,101,1101,0.923,0.802,0.043,0.136,0.375,0.812,0.434,0.005
101,1,10,1,3,4,5,0,4,15,102,1101,0.923,0.802,0.218,0.141,0.375,0.812,0.434,0.006
101,1,10,16,6,4,89,1,5,10,103,1101,0.923,0.802,0.043,0.158,0.255,0.812,0.434,0.004
101,1,10,4,3,4,233,0,3,8,104,1101,0.923,0.802,0.301,0.136,0.375,0.812,0.434,0.005
101,1,10,20,6,4,1,0,7,18,106,1101,0.923,0.802,0.104,0.132,0.255,0.812,0.434,0.002
101,1,30,16,9,12,8,0,4,18,106,1101,0.031,0.802,0.043,0.141,0.024,0.152,0.434,0.002
101,16,10,6,3,12,5,0,3,13,110,1101,0.923,0.025,0.032,0.136,0.375,0.152,0.434,0.002
101,1,10,4,3,4,1,0,1,16,124,1101,0.923,0.802,0.301,0.155,0.375,0.812,0.434,0.005
101,1,30,4,3,4,55,0,3,8,131,1101,0.031,0.802,0.301,0.136,0.375,0.812,0.434,0.003
101,2,10,20,6,4,1,0,4,21,133,1101,0.923,0.135,0.104,0.141,0.255,0.812,0.434,0.003
101,4,10,4,3,4,144,0,7,8,133,1101,0.923,0.018,0.301,0.132,0.375,0.812,0.434,0.003
101,1,30,1,21,4,21,1,4,18,136,1101,0.031,0.802,0.218,0.141,0.089,0.812,0.434,0.002
101,4,60,16,6,4,5,0,6,18,138,1101,0.011,0.018,0.043,0.14,0.255,0.812,0.434,0.001
101,1,10,22,18,4,13,0,4,16,147,1101,0.923,0.802,0.006,0.141,0.039,0.812,0.434,0.002
101,1,10,4,3,4,55,1,3,14,148,1101,0.923,0.802,0.301,0.136,0.375,0.812,0.434,0.001
101,16,10,20,27,4,5,0,6,0,152,1101,0.923,0.025,0.104,0.14,0.028,0.812,0.434,0.001
101,1,10,1,3,12,21,1,7,17,153,1101,0.923,0.802,0.218,0.132,0.375,0.152,0.434,0.001
101,4,10,20,15,12,377,1,5,11,158,1101,0.923,0.018,0.104,0.158,0.037,0.152,0.434,0.001
101,2,10,20,6,12,1,1,7,13,163,1101,0.923,0.135,0.104,0.132,0.255,0.152,0.434,0.001
101,4,50,4,6,12,55,0,4,6,164,1101,0.026,0.018,0.301,0.141,0.255,0.152,0.434,0.001
101,1,10,18,6,12,233,1,3,22,166,1101,0.923,0.802,0.034,0.136,0.255,0.152,0.434,0.001
101,4,10,10,6,4,21,1,6,12,171,1101,0.923,0.018,0.034,0.14,0.255,0.812,0.434,0.001
101,1,10,1,33,4,55,0,4,15,173,1101,0.923,0.802,0.218,0.141,0.038,0.812,0.434,0.001
101,1,10,4,3,4,1,0,1,12,173,1101,0.923,0.802,0.301,0.155,0.375,0.812,0.434,0.001
101,1,10,1,24,4,8,0,5,6,176,1101,0.923,0.802,0.218,0.158,0.022,0.812,0.434,0.001
101,1,10,1,6,4,21,0,1,18,180,1101,0.923,0.802,0.218,0.155,0.255,0.812,0.434,0.001
101,1,10,1,6,4,13,0,6,10,180,1101,0.923,0.802,0.218,0.14,0.255,0.812,0.434,0.001
101,4,10,1,33,4,8,0,5,8,183,1101,0.923,0.018,0.218,0.158,0.038,0.812,0.434,0.001
101,1,10,24,9,4,13,1,7,18,184,1101,0.923,0.802,0.056,0.132,0.024,0.812,0.434,0.001
101,1,10,16,30,4,8,0,7,19,187,1101,0.923,0.802,0.043,0.132,0.045,0.812,0.434,0.002
101,1,10,1,6,4,8,0,2,22,188,1101,0.923,0.802,0.218,0.137,0.255,0.812,0.434,0.005
101,4,10,20,3,4,8,0,5,12,193,1101,0.923,0.018,0.104,0.158,0.375,0.812,0.434,0.001
101,1,10,20,6,4,1,0,3,11,200,1101,0.923,0.802,0.104,0.136,0.255,0.812,0.434,0.0
101,1,60,16,3,4,4181,0,5,18,203,1101,0.011,0.802,0.043,0.158,0.375,0.812,0.434,0.0
104,2,50,1,6,12,8,1,2,10,15,1102,0.026,0.135,0.218,0.137,0.255,0.152,0.066,0.002
104,1,10,24,6,12,1,1,2,22,18,1102,0.923,0.802,0.056,0.137,0.255,0.152,0.066,0.002
104,1,10,20,6,12,55,0,5,15,21,1102,0.923,0.802,0.104,0.158,0.255,0.152,0.066,0.005
104,1,10,14,6,12,8,0,5,18,21,1102,0.923,0.802,0.026,0.158,0.255,0.152,0.066,0.005
104,1,10,30,18,4,21,0,5,11,27,1102,0.923,0.802,0.003,0.158,0.039,0.812,0.066,0.004
104,1,10,1,6,12,144,1,2,20,31,1102,0.923,0.802,0.218,0.137,0.255,0.152,0.066,0.003
104,1,10,1,3,12,144,1,1,19,38,1102,0.923,0.802,0.218,0.155,0.375,0.152,0.066,0.004
104,2,10,2,6,12,13,1,2,12,44,1102,0.923,0.135,0.091,0.137,0.255,0.152,0.066,0.006
104,1,10,24,6,4,1,1,6,21,49,1102,0.923,0.802,0.056,0.14,0.255,0.812,0.066,0.007
104,1,10,4,6,4,8,1,3,14,52,1102,0.923,0.802,0.301,0.136,0.255,0.812,0.066,0.007
104,1,10,4,6,4,13,0,5,8,55,1102,0.923,0.802,0.301,0.158,0.255,0.812,0.066,0.005
104,1,10,4,3,4,144,0,2,7,58,1102,0.923,0.802,0.301,0.137,0.375,0.812,0.066,0.007
104,1,10,24,3,12,1,1,4,15,59,1102,0.923,0.802,0.056,0.141,0.375,0.152,0.066,0.009
104,1,10,12,3,4,1,0,7,21,61,1102,0.923,0.802,0.036,0.132,0.048,0.812,0.066,0.007
104,1,10,4,18,4,13,0,1,8,61,1102,0.923,0.802,0.301,0.155,0.039,0.812,0.066,0.007
104,1,10,4,21,4,144,1,5,12,63,1102,0.923,0.802,0.301,0.158,0.089,0.812,0.066,0.009
104,1,10,1,30,4,144,0,1,20,64,1102,0.923,0.802,0.218,0.155,0.045,0.812,0.066,0.013
104,1,10,4,18,4,4181,1,6,20,64,1102,0.923,0.802,0.301,0.14,0.039,0.812,0.066,0.013
104,1,10,1,3,12,5,1,4,12,65,1102,0.923,0.802,0.218,0.141,0.375,0.152,0.066,0.013
104,1,10,4,6,8,13,1,4,8,65,1102,0.923,0.802,0.301,0.141,0.255,0.037,0.066,0.013
104,1,10,2,3,8,144,0,5,18,65,1102,0.923,0.802,0.091,0.158,0.375,0.037,0.066,0.013
104,2,10,2,33,4,13,0,7,11,66,1102,0.923,0.135,0.091,0.132,0.038,0.812,0.066,0.016
104,1,10,2,33,4,5,1,4,18,66,1102,0.923,0.802,0.091,0.141,0.038,0.812,0.066,0.016
104,1,10,4,3,12,1,1,3,15,66,1102,0.923,0.802,0.301,0.136,0.375,0.152,0.066,0.016
104,1,10,4,3,4,21,1,6,7,67,1102,0.923,0.802,0.301,0.14,0.375,0.812,0.066,0.019
104,1,10,8,6,4,13,0,1,18,67,1102,0.923,0.802,0.012,0.155,0.255,0.812,0.066,0.019
104,1,10,16,3,8,1,1,2,12,71,1102,0.923,0.802,0.043,0.137,0.375,0.037,0.066,0.015
104,1,10,12,6,4,1,0,1,23,81,1102,0.923,0.802,0.036,0.155,0.255,0.812,0.066,0.009
104,1,10,16,30,4,144,1,7,19,82,1102,0.923,0.802,0.043,0.132,0.045,0.812,0.066,0.012
104,1,50,2,3,4,5,1,4,10,86,1102,0.026,0.802,0.091,0.141,0.375,0.812,0.066,0.008
104,1,10,2,6,4,5,1,7,22,87,1102,0.923,0.802,0.091,0.132,0.255,0.812,0.066,0.007
104,1,10,18,6,4,233,1,2,0,101,1102,0.923,0.802,0.034,0.137,0.255,0.812,0.066,0.005
104,1,10,1,6,4,144,1,4,15,110,1102,0.923,0.802,0.218,0.141,0.255,0.812,0.066,0.002
104,2,30,20,3,4,21,0,1,2,128,1102,0.031,0.135,0.104,0.155,0.375,0.812,0.066,0.006
110,2,10,24,3,12,1,0,1,15,56,1103,0.923,0.135,0.056,0.155,0.375,0.152,0.003,0.004
116,2,20,20,15,12,13,0,1,15,17,1105,0.004,0.135,0.104,0.155,0.037,0.152,0.012,0.003
116,2,20,20,15,12,1,0,1,16,18,1105,0.004,0.135,0.104,0.155,0.037,0.152,0.012,0.002
116,1,10,2,3,4,13,0,2,7,26,1105,0.923,0.802,0.091,0.137,0.375,0.812,0.012,0.006
116,1,30,18,6,4,233,0,6,20,26,1105,0.031,0.802,0.034,0.14,0.255,0.812,0.012,0.006
116,1,10,26,3,4,21,0,3,19,36,1105,0.923,0.802,0.002,0.136,0.375,0.812,0.012,0.003
116,1,10,14,3,4,21,0,7,17,58,1105,0.923,0.802,0.026,0.132,0.048,0.812,0.012,0.007
116,1,10,20,6,4,1,0,3,14,62,1105,0.923,0.802,0.104,0.136,0.255,0.812,0.012,0.008
116,1,10,24,3,4,55,0,4,17,71,1105,0.923,0.802,0.056,0.141,0.375,0.812,0.012,0.015
116,1,10,12,3,4,55,1,4,16,90,1105,0.923,0.802,0.036,0.141,0.048,0.812,0.012,0.007
232,1,10,8,3,12,5,0,3,6,5,1101,0.923,0.802,0.012,0.136,0.375,0.152,0.271,0.007
232,1,10,4,6,4,89,1,4,9,6,1101,0.923,0.802,0.301,0.141,0.255,0.812,0.271,0.006
232,1,10,4,21,4,1,0,5,22,7,1101,0.923,0.802,0.301,0.158,0.089,0.812,0.271,0.007
232,2,10,14,6,4,610,0,3,18,8,1101,0.923,0.135,0.026,0.136,0.255,0.812,0.271,0.011
232,1,10,1,3,8,89,1,5,13,8,1101,0.923,0.802,0.218,0.158,0.375,0.037,0.271,0.011
232,1,10,4,3,4,8,1,6,9,8,1101,0.923,0.802,0.301,0.14,0.375,0.812,0.271,0.011
232,1,10,14,6,4,1,1,2,5,8,1101,0.923,0.802,0.026,0.137,0.255,0.812,0.271,0.011
232,1,10,1,6,4,5,1,6,16,9,1101,0.923,0.802,0.218,0.14,0.255,0.812,0.271,0.011
232,1,10,4,3,4,1,1,6,13,9,1101,0.923,0.802,0.301,0.14,0.375,0.812,0.271,0.011
232,1,10,4,6,4,21,1,6,13,9,1101,0.923,0.802,0.301,0.14,0.255,0.812,0.271,0.011
232,1,10,20,15,4,1,1,3,15,9,1101,0.923,0.802,0.104,0.136,0.037,0.812,0.271,0.011
232,1,10,4,3,4,5,0,3,9,10,1101,0.923,0.802,0.301,0.136,0.375,0.812,0.271,0.006
232,1,10,20,6,4,55,0,7,6,11,1101,0.923,0.802,0.104,0.132,0.255,0.812,0.271,0.004
232,1,10,2,6,4,21,1,3,20,11,1101,0.923,0.802,0.091,0.136,0.255,0.812,0.271,0.004
232,1,10,18,15,4,233,1,6,16,12,1101,0.923,0.802,0.034,0.14,0.037,0.812,0.271,0.003
232,1,10,20,6,12,1,1,7,3,16,1101,0.923,0.802,0.104,0.132,0.255,0.152,0.271,0.003
232,2,10,20,27,4,13,0,2,11,23,1101,0.923,0.135,0.104,0.137,0.028,0.812,0.271,0.003
232,2,10,8,30,4,34,1,7,17,24,1101,0.923,0.135,0.012,0.132,0.045,0.812,0.271,0.004
232,2,10,20,30,12,55,0,1,7,24,1101,0.923,0.135,0.104,0.155,0.045,0.152,0.271,0.004
232,1,10,4,6,4,1,0,5,8,24,1101,0.923,0.802,0.301,0.158,0.255,0.812,0.271,0.004
232,1,30,12,3,4,1,0,5,23,28,1101,0.031,0.802,0.036,0.158,0.048,0.812,0.271,0.003
232,1,10,4,6,4,1,0,1,16,29,1101,0.923,0.802,0.301,0.155,0.255,0.812,0.271,0.004
232,2,10,20,6,12,1,0,5,7,32,1101,0.923,0.135,0.104,0.158,0.255,0.152,0.271,0.004
232,2,10,4,6,4,13,1,6,20,34,1101,0.923,0.135,0.301,0.14,0.255,0.812,0.271,0.003
232,1,10,4,3,4,5,1,5,14,37,1101,0.923,0.802,0.301,0.158,0.375,0.812,0.271,0.003
232,1,10,10,15,12,1,1,1,18,43,1101,0.923,0.802,0.034,0.155,0.037,0.152,0.271,0.008
232,1,10,4,3,4,1,1,7,18,46,1101,0.923,0.802,0.301,0.132,0.375,0.812,0.271,0.009
232,1,10,4,6,4,89,1,4,5,46,1101,0.923,0.802,0.301,0.141,0.255,0.812,0.271,0.009
232,1,10,18,6,4,233,0,6,23,47,1101,0.923,0.802,0.034,0.14,0.255,0.812,0.271,0.008
232,1,10,1,3,4,5,0,4,17,47,1101,0.923,0.802,0.218,0.141,0.375,0.812,0.271,0.008
232,1,10,2,3,4,5,0,3,14,47,1101,0.923,0.802,0.091,0.136,0.375,0.812,0.271,0.008
232,2,10,4,6,4,1,0,2,8,50,1101,0.923,0.135,0.301,0.137,0.255,0.812,0.271,0.023
232,16,10,4,27,4,1,0,2,9,51,1101,0.923,0.025,0.301,0.137,0.028,0.812,0.271,0.012
232,2,10,4,6,12,377,0,7,11,51,1101,0.923,0.135,0.301,0.132,0.255,0.152,0.271,0.012
232,1,10,4,18,4,55,1,5,8,52,1101,0.923,0.802,0.301,0.158,0.039,0.812,0.271,0.007
232,1,10,1,6,4,5,0,1,6,54,1101,0.923,0.802,0.218,0.155,0.255,0.812,0.271,0.005
232,1,10,10,6,12,1,0,5,12,55,1101,0.923,0.802,0.034,0.158,0.255,0.152,0.271,0.005
232,1,10,4,3,4,8,0,1,20,55,1101,0.923,0.802,0.301,0.155,0.375,0.812,0.271,0.005
232,1,10,14,18,4,21,0,3,19,66,1101,0.923,0.802,0.026,0.136,0.039,0.812,0.271,0.016
232,32,10,10,27,4,1,0,2,14,75,1101,0.923,0.009,0.034,0.137,0.028,0.812,0.271,0.008
232,32,10,20,6,12,1,1,5,17,77,1101,0.923,0.009,0.104,0.158,0.255,0.152,0.271,0.009
232,2,10,1,15,4,1,0,5,15,80,1101,0.923,0.135,0.218,0.158,0.037,0.812,0.271,0.018
232,32,10,1,6,4,13,0,5,17,82,1101,0.923,0.009,0.218,0.158,0.255,0.812,0.271,0.012
232,1,10,10,18,12,89,0,1,4,86,1101,0.923,0.802,0.034,0.155,0.039,0.152,0.271,0.008
232,2,30,20,6,12,1,0,4,2,90,1101,0.031,0.135,0.104,0.141,0.255,0.152,0.271,0.007
232,1,10,20,6,4,1,0,6,23,90,1101,0.923,0.802,0.104,0.14,0.255,0.812,0.271,0.007
232,32,10,20,6,4,1,0,7,13,90,1101,0.923,0.009,0.104,0.132,0.255,0.812,0.271,0.007
232,1,10,20,6,12,1,0,4,9,91,1101,0.923,0.802,0.104,0.141,0.255,0.152,0.271,0.006
232,2,20,4,3,4,1,0,5,6,93,1101,0.004,0.135,0.301,0.158,0.375,0.812,0.271,0.006
232,32,10,24,6,4,1,0,7,15,97,1102,0.923,0.009,0.056,0.132,0.255,0.812,0.271,0.007
232,32,30,24,6,4,1,0,7,10,98,1102,0.031,0.009,0.056,0.132,0.255,0.812,0.271,0.006
232,32,30,4,6,4,1,0,7,10,98,1102,0.031,0.009,0.301,0.132,0.255,0.812,0.271,0.006
232,2,10,10,27,4,1,0,7,14,99,1102,0.923,0.135,0.034,0.132,0.028,0.812,0.271,0.005
232,1,10,1,3,8,5,0,4,7,100,1102,0.923,0.802,0.218,0.141,0.375,0.037,0.271,0.007
232,1,10,4,6,4,8,1,2,11,101,1102,0.923,0.802,0.301,0.137,0.255,0.812,0.271,0.005
232,32,10,10,27,4,1,0,2,11,101,1102,0.923,0.009,0.034,0.137,0.028,0.812,0.271,0.005
232,1,10,24,6,12,21,0,4,11,102,1102,0.923,0.802,0.056,0.141,0.255,0.152,0.271,0.006
232,1,10,1,6,4,13,0,4,3,107,1102,0.923,0.802,0.218,0.141,0.255,0.812,0.271,0.002
232,2,50,4,6,4,55,1,1,12,109,1102,0.026,0.135,0.301,0.155,0.255,0.812,0.271,0.002
232,2,50,10,6,12,1,0,6,4,109,1102,0.026,0.135,0.034,0.14,0.255,0.152,0.271,0.002
232,2,10,24,18,12,55,1,4,15,115,1102,0.923,0.135,0.056,0.141,0.039,0.152,0.271,0.002
232,1,10,24,6,4,1,0,1,19,118,1102,0.923,0.802,0.056,0.155,0.255,0.812,0.271,0.002
232,32,30,20,27,12,55,0,1,12,118,1102,0.031,0.009,0.104,0.155,0.028,0.152,0.271,0.002
232,2,30,20,6,12,55,1,1,11,119,1102,0.031,0.135,0.104,0.155,0.255,0.152,0.271,0.002
232,1,10,10,6,4,1,1,6,9,119,1102,0.923,0.802,0.034,0.14,0.255,0.812,0.271,0.002
232,1,10,2,33,4,5,1,5,8,120,1102,0.923,0.802,0.091,0.158,0.038,0.812,0.271,0.002
232,1,10,20,24,4,1,0,7,5,127,1102,0.923,0.802,0.104,0.132,0.022,0.812,0.271,0.008
232,1,10,14,15,8,8,0,3,0,127,1102,0.923,0.802,0.026,0.136,0.037,0.037,0.271,0.008
232,1,10,16,6,4,5,1,7,15,128,1102,0.923,0.802,0.043,0.132,0.255,0.812,0.271,0.006
232,2,10,10,6,4,21,1,4,17,130,1102,0.923,0.135,0.034,0.141,0.255,0.812,0.271,0.007
232,2,10,24,6,12,13,1,7,10,130,1102,0.923,0.135,0.056,0.132,0.255,0.152,0.271,0.007
232,1,10,6,6,8,610,0,7,1,130,1102,0.923,0.802,0.032,0.132,0.255,0.037,0.271,0.007
232,2,10,24,15,4,1,1,5,17,131,1102,0.923,0.135,0.056,0.158,0.037,0.812,0.271,0.003
232,2,10,14,6,4,55,1,3,14,131,1102,0.923,0.135,0.026,0.136,0.255,0.812,0.271,0.003
232,1,10,20,18,4,1,0,5,18,136,1102,0.923,0.802,0.104,0.158,0.039,0.812,0.271,0.002
232,1,10,12,3,4,1,1,6,20,138,1102,0.923,0.802,0.036,0.14,0.048,0.812,0.271,0.001
232,1,10,12,3,4,1,0,3,4,145,1102,0.923,0.802,0.036,0.136,0.048,0.812,0.271,0.002
232,1,10,18,3,4,233,0,6,23,147,1102,0.923,0.802,0.034,0.14,0.375,0.812,0.271,0.002
232,1,10,12,3,4,5,1,1,22,158,1102,0.923,0.802,0.036,0.155,0.048,0.812,0.271,0.001
232,1,50,24,6,4,1,1,3,8,170,1102,0.026,0.802,0.056,0.136,0.255,0.812,0.271,0.001
232,1,10,20,24,4,1,1,1,0,178,1102,0.923,0.802,0.104,0.155,0.022,0.812,0.271,0.002
232,1,10,18,3,4,233,1,4,22,190,1102,0.923,0.802,0.034,0.141,0.375,0.812,0.271,0.006
232,1,10,1,6,4,21,1,6,21,197,1102,0.923,0.802,0.218,0.14,0.255,0.812,0.271,0.0
232,1,10,1,3,4,21,1,4,13,198,1102,0.923,0.802,0.218,0.141,0.375,0.812,0.271,0.0
232,1,10,24,18,4,21,0,5,23,205,1103,0.923,0.802,0.056,0.158,0.039,0.812,0.271,0.001
232,1,10,1,6,4,5,1,5,17,212,1103,0.923,0.802,0.218,0.158,0.255,0.812,0.271,0.0
232,1,10,24,18,12,1,1,4,7,229,1103,0.923,0.802,0.056,0.141,0.039,0.152,0.271,0.0
232,1,10,24,6,12,1,0,7,12,236,1103,0.923,0.802,0.056,0.132,0.255,0.152,0.271,0.0
232,1,10,2,33,8,5,0,5,17,253,1103,0.923,0.802,0.091,0.158,0.038,0.037,0.271,0.002
232,1,10,2,3,12,5,1,3,7,256,1103,0.923,0.802,0.091,0.136,0.375,0.152,0.271,0.001
232,1,10,2,3,4,1,1,6,10,256,1103,0.923,0.802,0.091,0.14,0.375,0.812,0.271,0.001
232,1,10,2,3,12,13,1,3,11,256,1103,0.923,0.802,0.091,0.136,0.375,0.152,0.271,0.001
232,1,10,24,30,12,1,1,6,1,257,1103,0.923,0.802,0.056,0.14,0.045,0.152,0.271,0.001
232,1,10,1,18,4,55,1,1,10,258,1103,0.923,0.802,0.218,0.155,0.039,0.812,0.271,0.0
232,1,10,24,6,4,1,0,7,14,269,1103,0.923,0.802,0.056,0.132,0.255,0.812,0.271,0.0
232,1,10,24,24,12,1,1,4,7,299,1103,0.923,0.802,0.056,0.141,0.022,0.152,0.271,0.0
232,1,10,2,9,4,13,1,5,13,307,1103,0.923,0.802,0.091,0.158,0.024,0.812,0.271,0.0
232,1,10,4,15,4,13,1,3,18,317,1103,0.923,0.802,0.301,0.136,0.037,0.812,0.271,0.0
232,1,10,2,3,8,55,1,3,12,327,1103,0.923,0.802,0.091,0.136,0.375,0.037,0.271,0.0
232,1,10,12,3,4,5,0,7,20,328,1103,0.923,0.802,0.036,0.132,0.048,0.812,0.271,0.0
232,1,10,4,30,4,1,1,7,15,330,1103,0.923,0.802,0.301,0.132,0.045,0.812,0.271,0.0
232,1,10,2,3,4,5,1,7,15,334,1103,0.923,0.802,0.091,0.132,0.375,0.812,0.271,0.0
232,1,10,20,21,4,1,0,5,7,340,1103,0.923,0.802,0.104,0.158,0.089,0.812,0.271,0.0
232,1,10,20,24,4,1,1,6,16,379,1104,0.923,0.802,0.104,0.14,0.022,0.812,0.271,0.0
232,1,10,1,6,4,5,1,4,14,411,1104,0.923,0.802,0.218,0.141,0.255,0.812,0.271,0.002
232,1,10,2,3,4,8,0,5,16,412,1104,0.923,0.802,0.091,0.158,0.375,0.812,0.271,0.003
232,1,10,18,6,4,233,0,6,0,413,1104,0.923,0.802,0.034,0.14,0.255,0.812,0.271,0.002
232,2,10,18,30,4,233,0,7,20,414,1104,0.923,0.135,0.034,0.132,0.045,0.812,0.271,0.001
232,1,10,16,30,4,21,0,7,19,414,1104,0.923,0.802,0.043,0.132,0.045,0.812,0.271,0.001
232,1,10,2,30,4,5,0,3,18,414,1104,0.923,0.802,0.091,0.136,0.045,0.812,0.271,0.001
232,1,10,4,3,4,8,0,3,3,422,1104,0.923,0.802,0.301,0.136,0.375,0.812,0.271,0.0
232,1,10,20,18,4,13,0,7,5,434,1104,0.923,0.802,0.104,0.132,0.039,0.812,0.271,0.0
232,1,10,4,6,4,8,0,3,15,435,1104,0.923,0.802,0.301,0.136,0.255,0.812,0.271,0.0
232,1,10,20,6,4,21,0,2,1,446,1104,0.923,0.802,0.104,0.137,0.255,0.812,0.271,0.0
232,1,10,20,18,4,144,0,6,16,482,1105,0.923,0.802,0.104,0.14,0.039,0.812,0.271,0.0
232,1,10,18,6,4,233,0,7,12,510,1105,0.923,0.802,0.034,0.132,0.255,0.812,0.271,0.001
232,1,10,12,3,4,5,0,4,19,516,1105,0.923,0.802,0.036,0.141,0.048,0.812,0.271,0.0
232,1,10,4,21,4,1,0,7,19,528,1105,0.923,0.802,0.301,0.132,0.089,0.812,0.271,0.0
232,1,10,1,3,4,5,0,4,14,544,1105,0.923,0.802,0.218,0.141,0.375,0.812,0.271,0.0
316,1,10,12,3,4,21,0,6,7,40,1105,0.923,0.802,0.036,0.14,0.048,0.812,0.028,0.004
316,1,10,1,6,4,5,1,5,22,21,1105,0.923,0.802,0.218,0.158,0.255,0.812,0.028,0.005
316,1,10,2,3,4,5,0,1,15,57,1105,0.923,0.802,0.091,0.155,0.375,0.812,0.028,0.007
316,1,10,12,3,4,1,0,3,18,76,1105,0.923,0.802,0.036,0.136,0.048,0.812,0.028,0.008
316,1,10,20,3,4,1,0,2,21,82,1105,0.923,0.802,0.104,0.137,0.048,0.812,0.028,0.012
316,1,10,2,3,8,13,0,2,15,83,1105,0.923,0.802,0.091,0.137,0.375,0.037,0.028,0.017
316,1,10,16,3,4,55,0,5,5,85,1105,0.923,0.802,0.043,0.158,0.048,0.812,0.028,0.007
316,8,10,12,3,4,89,0,3,23,117,1105,0.923,0.004,0.036,0.136,0.048,0.812,0.028,0.001
316,1,10,4,3,4,21,0,5,5,148,1105,0.923,0.802,0.301,0.158,0.048,0.812,0.028,0.001
316,1,10,10,6,4,1,0,7,23,326,1104,0.923,0.802,0.034,0.132,0.255,0.812,0.028,0.0
407,1,10,12,3,4,89,0,4,21,31,1106,0.923,0.802,0.036,0.141,0.048,0.812,0.036,0.003
407,1,10,20,30,4,8,0,7,4,59,1106,0.923,0.802,0.104,0.132,0.045,0.812,0.036,0.009
407,1,50,12,3,4,1,0,4,4,90,1106,0.026,0.802,0.036,0.141,0.048,0.812,0.036,0.007
407,1,10,20,3,4,1,0,7,23,116,1106,0.923,0.802,0.104,0.132,0.375,0.812,0.036,0.002
407,1,10,8,33,8,5,1,7,15,125,1106,0.923,0.802,0.012,0.132,0.038,0.037,0.036,0.005
407,1,10,4,3,4,1,0,5,7,127,1106,0.923,0.802,0.301,0.158,0.048,0.812,0.036,0.008
407,1,10,1,3,4,5,1,5,17,128,1106,0.923,0.802,0.218,0.158,0.375,0.812,0.036,0.006
407,1,10,4,3,4,5,1,3,11,128,1106,0.923,0.802,0.301,0.136,0.375,0.812,0.036,0.006
407,1,10,2,33,12,5,0,2,16,128,1106,0.923,0.802,0.091,0.137,0.038,0.152,0.036,0.006
407,1,10,4,3,8,5,1,4,9,129,1106,0.923,0.802,0.301,0.141,0.375,0.037,0.036,0.005
407,2,10,10,18,12,55,1,7,18,130,1106,0.923,0.135,0.034,0.132,0.039,0.152,0.036,0.007
408,2,10,1,6,4,1,1,7,1,48,1101,0.923,0.135,0.218,0.132,0.255,0.812,0.04,0.006
408,1,10,18,6,4,233,0,1,2,56,1101,0.923,0.802,0.034,0.155,0.255,0.812,0.04,0.004
408,1,10,1,3,12,55,0,2,10,64,1101,0.923,0.802,0.218,0.137,0.375,0.152,0.04,0.013
408,1,10,4,3,4,1,1,6,16,64,1101,0.923,0.802,0.301,0.14,0.375,0.812,0.04,0.013
408,1,10,4,3,4,4181,0,6,10,65,1101,0.923,0.802,0.301,0.14,0.375,0.812,0.04,0.013
408,1,10,1,24,12,1,0,5,6,75,1101,0.923,0.802,0.218,0.158,0.022,0.152,0.04,0.008
408,1,10,10,18,4,1,0,6,6,85,1101,0.923,0.802,0.034,0.14,0.039,0.812,0.04,0.007
408,2,10,16,33,4,21,0,4,13,87,1101,0.923,0.135,0.043,0.141,0.038,0.812,0.04,0.007
408,2,10,1,33,4,1,0,4,22,93,1101,0.923,0.135,0.218,0.141,0.038,0.812,0.04,0.006
408,1,10,16,9,12,1,0,3,21,102,1101,0.923,0.802,0.043,0.136,0.024,0.152,0.04,0.006
408,1,10,16,9,4,1,0,7,23,102,1101,0.923,0.802,0.043,0.132,0.024,0.812,0.04,0.006
408,1,10,1,9,4,13,0,7,15,103,1101,0.923,0.802,0.218,0.132,0.024,0.812,0.04,0.004
408,1,10,4,18,12,21,0,1,7,103,1101,0.923,0.802,0.301,0.155,0.039,0.152,0.04,0.004
408,2,10,1,3,4,89,0,7,20,104,1101,0.923,0.135,0.218,0.132,0.375,0.812,0.04,0.005
408,1,10,2,3,4,5,0,6,13,105,1101,0.923,0.802,0.091,0.14,0.375,0.812,0.04,0.005
423,2,10,20,6,12,1,1,5,17,51,1103,0.923,0.135,0.104,0.158,0.255,0.152,0.038,0.012
423,2,60,4,33,4,1,1,5,18,61,1103,0.011,0.135,0.301,0.158,0.038,0.812,0.038,0.007
423,1,10,24,18,4,5,0,6,16,63,1103,0.923,0.802,0.056,0.14,0.039,0.812,0.038,0.009
