@relation R_data_frame-weka.filters.unsupervised.instance.RemovePercentage-P50.0

@attribute BR {BR101,BR104,BR110,BR116,BR232,BR316,BR407,BR408,BR423,BR424,BR428}
@attribute CondPista {'Com buraco','Com Gelo','Com material granulado','Em obra',Enlameada,Escorregadia,Molhada,Oleosa,Outra,Seca}
@attribute RestrVisibili {Cartazes/faixas,'Configuração do terreno',Inexistente,Ofuscamento,Outros,Placas,Poeira/fumaça/neblina,Vegetação,'Veículo estacionado'}
@attribute TipoAcident {'Atropelamento de animal','Atropelamento de pessoa',Capotamento,'Colisão com bicicleta','Colisão com objeto fixo','Colisão com objeto móvel','Colisão frontal','Colisão lateral','Colisão Transversal','Colisão traseira','Danos Eventuais','Derramamento de Carga',Incêndio,QuedaMoto/bicla,'Saída de Pista',Tombamento}
@attribute CausaAcident {'Animais na Pista','Defeito mecânico','Defeito na via','Desobediência à sinalização',Dormindo,'Falta de atenção','Ingestão de álcool','Não guardar distância segura',Outras,'Ultrapassagem indevida','Velocidade incompatível'}
@attribute TracadoVia {Cruzamento,Curva,Reta}
@attribute TipoAuto {Automóvel,Bicicleta,Caminhão,Caminhão-Tanque,Caminhão-Trator,Caminhonete,Camioneta,Carroça,Carro-de-mao,Charrete,Ciclomotor,Microônibus,Motocicletas,Motoneta,'Não identificado','Não Informado','Não se Aplica',Ônibus,Quadriciclo,Reboque,Semi-Reboque,'Trator de esteiras','Trator de rodas','Trator misto',Triciclo,Utilitário}
@attribute DiaDaSemana {Domingo,Quarta-feira,Quinta-feira,Sábado,Segunda-feira,Sexta-feira,Terça-feira}
@attribute KMArredondado numeric
@attribute Delegacia numeric
@attribute Periodo {Madrugada,Manhã,Noite,Tarde}

@data
BR407,Seca,Inexistente,'Colisão Transversal','Desobediência à sinalização',Cruzamento,Utilitário,Sexta-feira,124,1106,Tarde
BR407,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Cruzamento,Caminhão,Terça-feira,124,1106,Tarde
BR407,Seca,Inexistente,'Colisão Transversal','Desobediência à sinalização',Curva,Motocicletas,Quinta-feira,124,1106,Tarde
BR407,Seca,Inexistente,'Colisão Transversal',Outras,Reta,Motoneta,Domingo,124,1106,Manhã
BR407,Seca,Inexistente,'Colisão frontal','Desobediência à sinalização',Reta,Motocicletas,Sábado,125,1106,Madrugada
BR407,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão,Quinta-feira,125,1106,Manhã
BR407,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,'Não identificado',Segunda-feira,125,1106,Manhã
BR407,Seca,Inexistente,'Colisão lateral','Desobediência à sinalização',Reta,Motocicletas,Sábado,125,1106,Tarde
BR407,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,Terça-feira,126,1106,Tarde
BR407,Seca,Inexistente,'Colisão lateral','Não guardar distância segura',Curva,Motocicletas,Sábado,126,1106,Manhã
BR407,Seca,Ofuscamento,'Colisão Transversal',Outras,Reta,Automóvel,Quinta-feira,128,1106,Tarde
BR407,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Motoneta,Terça-feira,128,1106,Manhã
BR407,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhonete,Quarta-feira,130,1106,Tarde
BR407,Seca,Inexistente,'Colisão traseira','Velocidade incompatível',Curva,Caminhonete,Segunda-feira,130,1106,Tarde
BR408,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Utilitário,Domingo,30,1101,Manhã
BR408,Seca,Inexistente,Capotamento,Outras,Curva,Automóvel,Domingo,45,1101,Noite
BR408,Molhada,Outros,'Saída de Pista','Velocidade incompatível',Reta,Caminhonete,Segunda-feira,60,1101,Tarde
BR408,Molhada,Inexistente,'Colisão traseira','Animais na Pista',Reta,Automóvel,Segunda-feira,65,1101,Tarde
BR408,Seca,Inexistente,'Colisão lateral','Ultrapassagem indevida',Reta,Caminhonete,Terça-feira,67,1101,Manhã
BR408,Seca,Inexistente,'Colisão frontal','Ultrapassagem indevida',Curva,Motocicletas,Domingo,75,1101,Madrugada
BR408,Seca,Inexistente,'Colisão frontal','Falta de atenção',Reta,Ônibus,Domingo,76,1101,Manhã
BR408,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Caminhonete,Segunda-feira,81,1101,Tarde
BR408,Seca,'Configuração do terreno','Colisão traseira','Animais na Pista',Reta,Camioneta,Segunda-feira,90,1101,Manhã
BR408,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,Sábado,91,1101,Noite
BR408,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,Sábado,91,1101,Noite
BR408,Seca,Inexistente,'Colisão Transversal','Ultrapassagem indevida',Reta,Bicicleta,Domingo,95,1101,Manhã
BR408,Molhada,Inexistente,QuedaMoto/bicla,Outras,Reta,Motocicletas,Domingo,100,1101,Noite
BR408,Molhada,Inexistente,'Colisão com objeto fixo',Outras,Reta,Caminhonete,Sexta-feira,100,1101,Noite
BR408,Molhada,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,Domingo,102,1101,Noite
BR408,Molhada,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,Domingo,102,1101,Noite
BR408,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,Segunda-feira,103,1101,Manhã
BR408,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Ônibus,Segunda-feira,105,1101,Manhã
BR408,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Camioneta,Terça-feira,105,1101,Manhã
BR423,Molhada,Poeira/fumaça/neblina,'Atropelamento de pessoa','Falta de atenção',Reta,'Não se Aplica',Segunda-feira,38,1103,Noite
BR423,Molhada,Inexistente,Tombamento,Outras,Reta,Caminhão,Segunda-feira,40,1103,Manhã
BR423,Seca,Inexistente,'Colisão traseira',Outras,Reta,Motocicletas,Domingo,47,1103,Noite
BR423,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,Terça-feira,68,1103,Manhã
BR423,Molhada,Poeira/fumaça/neblina,'Colisão lateral','Ingestão de álcool',Reta,Caminhão-Trator,Sábado,89,1103,Madrugada
BR423,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Camioneta,Sábado,91,1103,Noite
BR423,Molhada,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,Sábado,92,1103,Manhã
BR423,Molhada,Inexistente,'Colisão com objeto fixo','Falta de atenção',Reta,Caminhão-Trator,Quarta-feira,92,1103,Tarde
BR423,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Automóvel,Terça-feira,95,1103,Manhã
BR423,Molhada,Inexistente,'Colisão frontal',Outras,Curva,Motocicletas,Terça-feira,96,1103,Manhã
BR423,Molhada,Outros,'Colisão lateral','Defeito mecânico',Curva,Caminhão-Trator,Domingo,96,1103,Noite
BR423,Molhada,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Automóvel,Terça-feira,96,1103,Manhã
BR423,Seca,Inexistente,'Colisão frontal','Desobediência à sinalização',Reta,Motocicletas,Segunda-feira,97,1103,Noite
BR423,Seca,Ofuscamento,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,Quinta-feira,98,1103,Noite
BR423,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,Sábado,98,1103,Manhã
BR423,Seca,Inexistente,'Danos Eventuais','Defeito mecânico',Reta,Caminhão,Quinta-feira,101,1103,Tarde
BR423,Seca,Inexistente,'Colisão frontal',Dormindo,Reta,Automóvel,Domingo,111,1103,Noite
BR423,Seca,'Configuração do terreno',Tombamento,'Defeito mecânico',Curva,Caminhão,Domingo,132,1103,Noite
BR423,Seca,Inexistente,'Colisão frontal','Ingestão de álcool',Reta,'Não identificado',Domingo,180,1103,Madrugada
BR423,Seca,Inexistente,'Saída de Pista',Outras,Reta,Automóvel,Domingo,190,1103,Manhã
BR424,Molhada,Inexistente,Capotamento,'Falta de atenção',Reta,Automóvel,Sexta-feira,20,1103,Noite
BR424,Seca,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',Sexta-feira,21,1103,Noite
BR424,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhonete,Terça-feira,22,1103,Tarde
BR424,Seca,Inexistente,'Colisão frontal','Falta de atenção',Reta,Motocicletas,Quarta-feira,29,1103,Manhã
BR424,Seca,Inexistente,'Atropelamento de pessoa','Falta de atenção',Reta,'Não se Aplica',Segunda-feira,29,1103,Noite
BR424,Molhada,Inexistente,'Colisão lateral','Ultrapassagem indevida',Reta,Camioneta,Quarta-feira,69,1103,Noite
BR424,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Segunda-feira,71,1103,Tarde
BR424,Seca,Inexistente,Capotamento,Outras,Reta,Automóvel,Domingo,72,1103,Noite
BR424,Seca,Inexistente,'Colisão traseira','Ingestão de álcool',Reta,Automóvel,Sexta-feira,77,1103,Madrugada
BR424,Molhada,'Configuração do terreno','Atropelamento de animal','Animais na Pista',Reta,Motocicletas,Sábado,80,1103,Noite
BR424,Seca,Inexistente,'Saída de Pista','Defeito mecânico',Reta,Caminhão,Sábado,82,1103,Manhã
BR424,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,Terça-feira,87,1103,Manhã
BR424,Molhada,Inexistente,'Saída de Pista',Outras,Curva,Caminhão-Trator,Terça-feira,88,1103,Tarde
BR424,Molhada,Inexistente,Capotamento,'Velocidade incompatível',Reta,Automóvel,Sábado,91,1103,Tarde
BR424,Seca,Inexistente,'Colisão lateral',Outras,Curva,Automóvel,Domingo,91,1103,Noite
BR424,Seca,Inexistente,'Colisão lateral','Ingestão de álcool',Reta,Microônibus,Domingo,93,1103,Noite
BR424,Molhada,Inexistente,'Colisão traseira','Defeito mecânico',Curva,Caminhonete,Quinta-feira,94,1103,Noite
BR424,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,Sábado,95,1103,Madrugada
BR424,Seca,Inexistente,'Colisão frontal','Ingestão de álcool',Curva,Caminhão,Domingo,98,1103,Tarde
BR424,Escorregadia,Inexistente,'Colisão Transversal','Falta de atenção',Cruzamento,Caminhonete,Quarta-feira,102,1103,Tarde
BR428,Seca,Inexistente,QuedaMoto/bicla,'Falta de atenção',Reta,Motocicletas,Terça-feira,9,1105,Tarde
BR428,Seca,Inexistente,Tombamento,Outras,Reta,Caminhão,Quarta-feira,57,1106,Noite
BR428,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,Quarta-feira,59,1106,Noite
BR428,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão,Sábado,113,1106,Manhã
BR428,Seca,Inexistente,'Colisão traseira','Ingestão de álcool',Reta,Motocicletas,Sábado,155,1106,Noite
BR428,Seca,Inexistente,'Colisão frontal','Ingestão de álcool',Reta,Motocicletas,Sábado,155,1106,Noite
BR428,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,Domingo,156,1106,Noite
BR428,Seca,Inexistente,QuedaMoto/bicla,Outras,Reta,Motocicletas,Domingo,172,1106,Manhã
BR428,Seca,Inexistente,'Colisão frontal','Falta de atenção',Reta,Motocicletas,Quinta-feira,176,1106,Tarde
BR428,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Motocicletas,Sábado,181,1106,Noite
BR428,Seca,Inexistente,'Colisão com bicicleta','Ingestão de álcool',Reta,Motocicletas,Sábado,182,1106,Noite
BR428,Seca,Inexistente,'Colisão com bicicleta',Outras,Reta,Motocicletas,Segunda-feira,184,1106,Tarde
BR428,Seca,Inexistente,'Colisão Transversal','Desobediência à sinalização',Reta,Motocicletas,Domingo,184,1106,Tarde
BR428,Seca,Inexistente,'Colisão traseira','Ingestão de álcool',Reta,Motocicletas,Domingo,185,1106,Noite
BR428,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Motocicletas,Sexta-feira,187,1106,Manhã
BR428,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,'Não identificado',Segunda-feira,187,1106,Noite
BR428,Seca,Inexistente,'Colisão lateral','Não guardar distância segura',Cruzamento,Ônibus,Sexta-feira,188,1106,Manhã
BR428,Seca,Inexistente,'Colisão Transversal','Ingestão de álcool',Reta,Automóvel,Domingo,188,1106,Manhã
BR428,Seca,Inexistente,Tombamento,Outras,Cruzamento,Caminhão,Segunda-feira,188,1106,Noite
BR428,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,Sexta-feira,189,1106,Manhã
BR428,Seca,Inexistente,'Colisão frontal',Outras,Reta,Motocicletas,Terça-feira,190,1106,Manhã
BR428,Seca,Inexistente,'Colisão Transversal',Outras,Reta,Automóvel,Quarta-feira,190,1106,Noite
BR428,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,Segunda-feira,190,1106,Tarde
BR428,Seca,Inexistente,'Colisão Transversal','Desobediência à sinalização',Cruzamento,Caminhão,Sexta-feira,191,1106,Manhã
BR428,Seca,Inexistente,'Colisão lateral','Desobediência à sinalização',Reta,Motocicletas,Sexta-feira,191,1106,Noite
BR428,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhonete,Sexta-feira,191,1106,Manhã
BR428,Seca,Inexistente,'Colisão lateral',Outras,Reta,Ônibus,Terça-feira,192,1106,Tarde
BR428,Seca,'Veículo estacionado','Colisão com bicicleta','Falta de atenção',Reta,Bicicleta,Segunda-feira,192,1106,Manhã
BR428,Seca,Inexistente,'Colisão frontal','Falta de atenção',Reta,Motocicletas,Sábado,192,1106,Noite
BR428,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Segunda-feira,192,1106,Tarde
BR428,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,Sábado,192,1106,Manhã
BR428,Seca,Inexistente,'Colisão lateral','Não guardar distância segura',Curva,Caminhão,Terça-feira,192,1106,Noite
BR101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Curva,Caminhão-Trator,Quarta-feira,2,1101,Tarde
BR101,Molhada,Outros,'Colisão traseira',Outras,Curva,Caminhão,Quarta-feira,3,1101,Noite
BR101,Molhada,Inexistente,'Colisão traseira',Outras,Curva,Caminhão-Trator,Quarta-feira,4,1101,Tarde
BR101,Molhada,Inexistente,'Saída de Pista',Outras,Reta,Automóvel,Domingo,4,1101,Tarde
BR101,Molhada,Inexistente,'Saída de Pista','Velocidade incompatível',Curva,Caminhão,Quinta-feira,4,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral',Outras,Curva,Caminhão-Trator,Sexta-feira,40,1101,Manhã
BR101,Seca,Inexistente,'Saída de Pista','Velocidade incompatível',Curva,Caminhão,Quinta-feira,4,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Sexta-feira,7,1101,Manhã
BR101,'Em obra',Inexistente,Tombamento,Outras,Curva,Caminhão-Trator,Sexta-feira,9,1101,Tarde
BR101,Molhada,Inexistente,'Saída de Pista',Outras,Reta,Caminhão,Sexta-feira,12,1101,Madrugada
BR101,Seca,Inexistente,'Colisão traseira',Outras,Reta,Caminhonete,Quinta-feira,21,1101,Noite
BR101,Seca,Inexistente,'Colisão lateral','Desobediência à sinalização',Reta,Caminhão-Trator,Quinta-feira,22,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,Segunda-feira,23,1101,Noite
BR101,Molhada,Inexistente,'Colisão lateral','Ultrapassagem indevida',Reta,Caminhão,Quinta-feira,24,1101,Manhã
BR101,'Em obra',Inexistente,'Colisão com objeto fixo','Falta de atenção',Reta,Utilitário,Terça-feira,25,1101,Madrugada
BR101,Seca,Inexistente,QuedaMoto/bicla,'Ingestão de álcool',Reta,Motocicletas,Domingo,33,1101,Madrugada
BR101,Seca,Inexistente,'Colisão com objeto fixo',Outras,Reta,Motocicletas,Domingo,34,1101,Noite
BR101,Molhada,Inexistente,'Colisão traseira',Outras,Reta,'Não identificado',Segunda-feira,38,1101,Tarde
BR101,Seca,Inexistente,Tombamento,'Falta de atenção',Reta,Automóvel,Sexta-feira,39,1101,Tarde
BR101,Seca,Inexistente,'Atropelamento de pessoa','Falta de atenção',Reta,'Não se Aplica',Segunda-feira,41,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira',Outras,Curva,Motocicletas,Segunda-feira,42,1101,Tarde
BR101,Molhada,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',Domingo,42,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira',Dormindo,Reta,Camioneta,Quarta-feira,43,1101,Manhã
BR101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,Segunda-feira,44,1101,Tarde
BR101,Escorregadia,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,Sexta-feira,44,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Automóvel,Sábado,45,1101,Noite
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Camioneta,Quarta-feira,46,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Camioneta,Quarta-feira,46,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Velocidade incompatível',Reta,Camioneta,Quarta-feira,46,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,Sexta-feira,46,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,Domingo,46,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Ônibus,Sábado,46,1101,Noite
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,Terça-feira,47,1101,Tarde
BR101,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Sexta-feira,50,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Camioneta,Sábado,50,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,Quinta-feira,50,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Terça-feira,50,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Não guardar distância segura',Reta,Caminhão-Trator,Quarta-feira,50,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Ônibus,Sexta-feira,50,1101,Tarde
BR101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Caminhão,Segunda-feira,50,1101,Tarde
BR101,Seca,Inexistente,'Colisão Transversal',Outras,Cruzamento,Caminhão-Trator,Quarta-feira,50,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira',Dormindo,Curva,Camioneta,Segunda-feira,50,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Sexta-feira,51,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,'Não identificado',Quinta-feira,51,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Automóvel,Domingo,51,1101,Noite
BR101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão,Segunda-feira,51,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,Sexta-feira,51,1101,Manhã
BR101,Seca,Inexistente,QuedaMoto/bicla,'Defeito mecânico',Reta,Motocicletas,Quarta-feira,52,1101,Tarde
BR101,Seca,Inexistente,'Colisão frontal','Desobediência à sinalização',Curva,'Não identificado',Segunda-feira,52,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,Quarta-feira,52,1101,Tarde
BR101,Seca,Inexistente,'Colisão com objeto móvel',Outras,Curva,Caminhão-Trator,Sexta-feira,54,1101,Noite
BR101,Seca,Inexistente,'Colisão lateral','Desobediência à sinalização',Curva,Caminhonete,Quarta-feira,54,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral','Ultrapassagem indevida',Reta,Automóvel,Sábado,55,1101,Manhã
BR101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,'Não identificado',Sábado,55,1101,Madrugada
BR101,Seca,Inexistente,'Colisão frontal',Outras,Curva,Motocicletas,Segunda-feira,57,1101,Madrugada
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,Terça-feira,57,1101,Noite
BR101,Molhada,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Camioneta,Quinta-feira,57,1101,Manhã
BR101,Molhada,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,'Não identificado',Sexta-feira,59,1101,Manhã
BR101,Seca,Inexistente,'Colisão frontal','Ingestão de álcool',Reta,Automóvel,Segunda-feira,59,1101,Manhã
BR101,Molhada,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhão,Terça-feira,59,1101,Manhã
BR101,Molhada,Outros,QuedaMoto/bicla,'Defeito na via',Reta,Motocicletas,Sexta-feira,60,1101,Manhã
BR101,'Com buraco',Inexistente,'Colisão lateral','Falta de atenção',Reta,Automóvel,Sábado,60,1101,Manhã
BR101,Molhada,Outros,'Saída de Pista','Não guardar distância segura',Reta,Automóvel,Sexta-feira,61,1101,Manhã
BR101,'Com buraco',Inexistente,'Colisão lateral','Não guardar distância segura',Reta,Motocicletas,Terça-feira,61,1101,Manhã
BR101,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,Sexta-feira,63,1101,Noite
BR101,Seca,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',Sexta-feira,64,1101,Manhã
BR101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,Quinta-feira,64,1101,Tarde
BR101,Escorregadia,Inexistente,'Atropelamento de animal','Falta de atenção',Reta,Automóvel,Quinta-feira,65,1101,Noite
BR101,Molhada,Inexistente,'Colisão lateral','Não guardar distância segura',Curva,Caminhonete,Segunda-feira,66,1101,Manhã
BR101,Molhada,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Automóvel,Sexta-feira,66,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Sexta-feira,67,1101,Noite
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,Quinta-feira,67,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,Segunda-feira,67,1101,Manhã
BR101,Seca,Inexistente,'Colisão com objeto fixo','Ingestão de álcool',Reta,Motocicletas,Sábado,67,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,Sexta-feira,67,1101,Manhã
BR101,'Com buraco',Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,Quarta-feira,68,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,Automóvel,Sábado,68,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Defeito na via',Reta,Motocicletas,Sexta-feira,68,1101,Noite
BR101,Seca,Outros,'Colisão lateral','Falta de atenção',Curva,Ônibus,Sexta-feira,68,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Curva,Motocicletas,Quinta-feira,68,1101,Manhã
BR101,Molhada,Inexistente,'Colisão lateral','Defeito na via',Reta,Motocicletas,Domingo,68,1101,Manhã
BR101,Outra,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,Quarta-feira,68,1101,Tarde
BR101,Seca,Inexistente,'Atropelamento de pessoa','Falta de atenção',Reta,'Não se Aplica',Domingo,69,1101,Noite
BR101,'Com buraco',Inexistente,'Colisão lateral','Não guardar distância segura',Reta,Motocicletas,Segunda-feira,69,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Cruzamento,Automóvel,Terça-feira,69,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhão,Quinta-feira,69,1101,Tarde
BR101,'Com buraco',Inexistente,'Saída de Pista','Falta de atenção',Reta,Automóvel,Sexta-feira,69,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Desobediência à sinalização',Reta,Motocicletas,Quinta-feira,70,1101,Tarde
BR101,'Com buraco',Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Motocicletas,Terça-feira,70,1101,Manhã
BR101,Escorregadia,Inexistente,QuedaMoto/bicla,'Falta de atenção',Reta,Motocicletas,Quarta-feira,70,1101,Manhã
BR101,'Com buraco',Outros,QuedaMoto/bicla,'Defeito na via',Reta,Motocicletas,Sexta-feira,70,1101,Noite
BR101,Molhada,Inexistente,'Colisão traseira','Defeito na via',Reta,Automóvel,Sexta-feira,70,1101,Tarde
BR101,Seca,Inexistente,'Danos Eventuais','Defeito na via',Reta,Automóvel,Terça-feira,70,1101,Manhã
BR101,Seca,Inexistente,QuedaMoto/bicla,'Falta de atenção',Reta,Motocicletas,Terça-feira,70,1101,Manhã
BR101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Motocicletas,Terça-feira,70,1101,Tarde
BR101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão,Sexta-feira,71,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,'Não identificado',Segunda-feira,71,1101,Noite
BR101,'Com buraco',Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Camioneta,Quarta-feira,71,1101,Tarde
BR101,Seca,Inexistente,'Danos Eventuais','Defeito mecânico',Reta,Caminhão-Trator,Quarta-feira,72,1101,Tarde
BR101,Seca,'Configuração do terreno','Colisão traseira','Não guardar distância segura',Reta,Caminhão-Trator,Segunda-feira,72,1101,Manhã
BR101,Seca,Outros,'Colisão traseira','Não guardar distância segura',Reta,Automóvel,Quarta-feira,72,1101,Manhã
BR101,Seca,Inexistente,'Colisão traseira',Outras,Reta,Caminhonete,Sexta-feira,72,1101,Manhã
BR101,Seca,Inexistente,QuedaMoto/bicla,'Ingestão de álcool',Reta,Motocicletas,Domingo,72,1101,Noite
BR101,Seca,Inexistente,QuedaMoto/bicla,'Defeito na via',Reta,Motocicletas,Sexta-feira,73,1101,Tarde
BR101,'Com buraco',Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,Quinta-feira,73,1101,Manhã
BR101,'Com buraco',Inexistente,'Colisão traseira','Defeito na via',Reta,Caminhonete,Quinta-feira,74,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Camioneta,Terça-feira,74,1101,Manhã
BR101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,Segunda-feira,74,1101,Noite
BR101,'Com buraco',Inexistente,'Colisão traseira','Defeito na via',Reta,Motocicletas,Domingo,74,1101,Tarde
BR101,Seca,Inexistente,'Colisão lateral','Não guardar distância segura',Reta,Automóvel,Sexta-feira,75,1101,Tarde
BR101,Seca,Inexistente,'Colisão traseira','Ingestão de álcool',Reta,Ônibus,Sexta-feira,75,1101,Tarde
BR101,'Com buraco',Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,Quinta-feira,75,1101,Manhã
BR101,Seca,Inexistente,QuedaMoto/bicla,Outras,Reta,Motocicletas,Domingo,75,1101,Noite
BR101,'Com buraco','Configuração do terreno',QuedaMoto/bicla,Outras,Reta,Motocicletas,Segunda-feira,76,1101,Noite
