@relation prfPeriodoTx-weka.filters.unsupervised.instance.RemovePercentage-P66.7-V

@attribute BR numeric
@attribute CondPista {Seca,'Com buraco',Molhada,'Em obra',Outra,Escorregadia,Oleosa,Enlameada,'Com material granulado','Com Gelo'}
@attribute RestrVisibili {Inexistente,Outros,'Veículo estacionado','Configuração do terreno',Poeira/fumaça/neblina,Vegetação,Ofuscamento,Cartazes/faixas,Placas}
@attribute TipoAcident {'Colisão Transversal','Colisão com objeto fixo','Atropelamento de pessoa','Colisão lateral','Colisão traseira',QuedaMoto/bicla,'Colisão com bicicleta',Capotamento,'Atropelamento de animal','Colisão frontal','Saída de Pista','Colisão com objeto móvel',Tombamento,'Derramamento de Carga','Danos Eventuais',Incêndio}
@attribute CausaAcident {Outras,'Falta de atenção','Velocidade incompatível','Ultrapassagem indevida','Desobediência à sinalização','Defeito mecânico','Animais na Pista','Não guardar distância segura',Dormindo,'Defeito na via','Ingestão de álcool'}
@attribute TracadoVia {Reta,Curva,Cruzamento}
@attribute TipoAuto {Automóvel,'Não Informado','Não se Aplica',Motocicletas,Caminhão-Trator,Camioneta,Caminhão,Bicicleta,Caminhonete,Ônibus,Microônibus,'Não identificado',Motoneta,'Trator de rodas',Triciclo,Carroça,Caminhão-Tanque,Semi-Reboque,Utilitário,Ciclomotor,Charrete,Carro-de-mao,Quadriciclo,'Trator misto',Reboque,'Trator de esteiras'}
@attribute Gravidade numeric
@attribute DiaDaSemana {Terça-feira,Domingo,Quarta-feira,Sábado,Segunda-feira,Sexta-feira,Quinta-feira}
@attribute KMArredondado numeric
@attribute Delegacia {1101.0,1102.0,1105.0,1103.0,1106.0,1104.0,NA}
@attribute probAcident numeric
@attribute Periodo {Noite,Manhã,Madrugada,Tarde}

@data
104,'Em obra',Inexistente,'Colisão lateral',Outras,Curva,Caminhão-Trator,0,Domingo,66,1102.0,0,Manhã
104,Molhada,Inexistente,'Colisão Transversal','Ingestão de álcool',Reta,Caminhonete,0,Domingo,67,1102.0,0.007,Noite
104,Molhada,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Automóvel,1,Quinta-feira,67,1102.0,0.007,Manhã
104,Seca,Inexistente,'Colisão Transversal','Desobediência à sinalização',Curva,Ônibus,0,Sexta-feira,67,1102.0,0.007,Madrugada
104,Seca,Inexistente,'Colisão lateral','Defeito mecânico',Reta,Caminhão,1,Quarta-feira,68,1102.0,0.04,Manhã
104,Seca,Inexistente,'Colisão traseira','Falta de atenção',Cruzamento,'Não identificado',1,Quinta-feira,68,1102.0,0.002,Manhã
104,Seca,Inexistente,'Colisão lateral',Outras,Curva,Motocicletas,1,Domingo,74,1102.0,0.007,Manhã
104,Seca,Inexistente,'Colisão frontal','Velocidade incompatível',Curva,Ônibus,1,Sábado,78,1102.0,0.007,Manhã
104,Seca,Inexistente,'Colisão frontal',Outras,Reta,Motoneta,1,Segunda-feira,79,1102.0,0.04,Noite
104,Seca,Inexistente,'Saída de Pista','Falta de atenção',Reta,Camioneta,1,Sábado,79,1102.0,0.04,Tarde
104,'Em obra',Inexistente,'Colisão lateral','Falta de atenção',Reta,Automóvel,1,Quarta-feira,86,1102.0,0.001,Noite
104,Seca,Inexistente,'Colisão Transversal','Velocidade incompatível',Reta,Motocicletas,1,Terça-feira,86,1102.0,0.04,Manhã
104,'Em obra',Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Segunda-feira,92,1102.0,0.001,Tarde
104,Seca,Outros,QuedaMoto/bicla,Outras,Curva,Motocicletas,1,Domingo,94,1102.0,0,Noite
104,Molhada,Outros,Capotamento,'Falta de atenção',Curva,Caminhão-Trator,0,Sábado,119,1102.0,0,Noite
104,Seca,Inexistente,'Saída de Pista','Falta de atenção',Curva,Caminhão-Trator,1,Domingo,120,1102.0,0.007,Manhã
104,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Ônibus,1,Segunda-feira,121,1102.0,0.04,Noite
104,Seca,Outros,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,1,Sexta-feira,123,1102.0,0.001,Noite
104,Outra,Outros,Capotamento,Outras,Curva,Automóvel,1,Segunda-feira,123,1102.0,0,Tarde
104,Molhada,Ofuscamento,Capotamento,Outras,Curva,Automóvel,1,Quinta-feira,126,1102.0,0,Madrugada
104,Molhada,Outros,'Colisão lateral',Outras,Curva,Caminhão,1,Segunda-feira,126,1102.0,0,Tarde
104,Molhada,Outros,'Saída de Pista',Outras,Curva,Automóvel,0,Terça-feira,128,1102.0,0,Manhã
104,Seca,Outros,'Colisão frontal','Falta de atenção',Reta,Microônibus,0,Quinta-feira,136,1102.0,0.001,Tarde
104,Molhada,Inexistente,'Colisão Transversal',Outras,Curva,Caminhão,1,Domingo,139,1102.0,0.001,Manhã
104,Seca,Outros,Capotamento,Outras,Reta,Automóvel,1,Quinta-feira,144,1102.0,0.001,Tarde
104,Molhada,Outros,'Colisão lateral','Falta de atenção',Curva,Caminhão-Trator,0,Terça-feira,144,1102.0,0,Noite
110,Molhada,Inexistente,Capotamento,Outras,Curva,Automóvel,1,Sábado,102,1103.0,0,Manhã
110,Molhada,Inexistente,'Saída de Pista',Outras,Curva,Automóvel,1,Quinta-feira,104,1103.0,0,Tarde
116,Molhada,Inexistente,'Saída de Pista',Outras,Reta,Caminhão,1,Domingo,3,1105.0,0.001,Noite
116,Seca,Inexistente,'Colisão com objeto fixo','Falta de atenção',Reta,Motocicletas,1,Quarta-feira,9,1105.0,0.007,Noite
116,Seca,Inexistente,QuedaMoto/bicla,'Ingestão de álcool',Reta,Motocicletas,1,Quinta-feira,9,1105.0,0.007,Manhã
116,Seca,Inexistente,'Colisão traseira','Falta de atenção',Cruzamento,Motocicletas,1,Quinta-feira,25,1105.0,0,Manhã
116,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,1,Quarta-feira,25,1105.0,0.007,Manhã
116,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Cruzamento,Motoneta,0,Quinta-feira,26,1105.0,0,Noite
116,Seca,Inexistente,'Colisão Transversal','Ingestão de álcool',Reta,Camioneta,1,Terça-feira,26,1105.0,0.007,Tarde
116,Seca,Outros,'Atropelamento de pessoa','Falta de atenção',Reta,'Não se Aplica',0,Domingo,27,1105.0,0,Noite
116,Seca,Inexistente,'Atropelamento de pessoa','Falta de atenção',Reta,'Não se Aplica',1,Terça-feira,52,1105.0,0.007,Manhã
116,Seca,Outros,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,1,Sexta-feira,79,1105.0,0,Noite
116,Seca,Inexistente,'Saída de Pista',Dormindo,Reta,Automóvel,1,Segunda-feira,83,1105.0,0.007,Madrugada
116,Seca,Inexistente,'Saída de Pista',Outras,Reta,Caminhão-Trator,1,Terça-feira,84,1105.0,0.007,Manhã
232,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Camioneta,1,Sexta-feira,5,1101.0,0.027,Manhã
232,Molhada,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',1,Domingo,5,1101.0,0.027,Madrugada
232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,1,Quarta-feira,5,1101.0,0.163,Manhã
232,Seca,Inexistente,'Saída de Pista','Falta de atenção',Curva,Motocicletas,0,Domingo,6,1101.0,0.03,Tarde
232,Seca,Inexistente,'Colisão lateral','Falta de atenção',Cruzamento,'Não identificado',0,Quarta-feira,7,1101.0,0.007,Tarde
232,Seca,Inexistente,'Colisão com objeto fixo','Falta de atenção',Reta,Automóvel,0,Quinta-feira,8,1101.0,0.163,Manhã
232,Molhada,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Motocicletas,1,Segunda-feira,8,1101.0,0.027,Manhã
232,Seca,Inexistente,'Colisão com bicicleta',Outras,Reta,Caminhão,1,Quinta-feira,8,1101.0,0.163,Noite
232,Seca,Inexistente,'Colisão traseira',Outras,Curva,Automóvel,1,Sexta-feira,8,1101.0,0.03,Manhã
232,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Caminhão-Trator,0,Quarta-feira,8,1101.0,0.163,Manhã
232,Seca,Inexistente,'Colisão frontal',Outras,Reta,Motocicletas,1,Terça-feira,8,1101.0,0.163,Manhã
232,Seca,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',1,Sexta-feira,9,1101.0,0.163,Noite
232,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Segunda-feira,9,1101.0,0.027,Manhã
232,Molhada,Inexistente,'Colisão traseira',Outras,Reta,Automóvel,1,Domingo,9,1101.0,0.027,Tarde
232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Quarta-feira,9,1101.0,0.163,Tarde
232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,0,Segunda-feira,10,1101.0,0.163,Manhã
232,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,Camioneta,1,Segunda-feira,11,1101.0,0.03,Manhã
232,Molhada,Outros,'Saída de Pista','Falta de atenção',Reta,Automóvel,1,Terça-feira,12,1101.0,0.001,Noite
232,Seca,Inexistente,QuedaMoto/bicla,Outras,Reta,Motocicletas,0,Sábado,12,1101.0,0.163,Noite
232,Molhada,Inexistente,'Saída de Pista',Outras,Reta,Automóvel,1,Sexta-feira,13,1101.0,0.027,Manhã
232,Molhada,Inexistente,'Saída de Pista','Defeito mecânico',Reta,Automóvel,1,Quarta-feira,13,1101.0,0.027,Tarde
232,Seca,Inexistente,'Colisão traseira',Outras,Reta,Caminhonete,1,Quinta-feira,14,1101.0,0.163,Manhã
232,Molhada,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,1,Quarta-feira,15,1101.0,0.027,Madrugada
232,Seca,Inexistente,'Saída de Pista','Defeito mecânico',Curva,Automóvel,0,Quarta-feira,16,1101.0,0.03,Tarde
232,Molhada,Inexistente,'Colisão frontal',Outras,Curva,Motocicletas,0,Terça-feira,23,1101.0,0.005,Tarde
232,Seca,Inexistente,'Saída de Pista',Dormindo,Reta,Automóvel,1,Quinta-feira,24,1101.0,0.163,Tarde
232,Seca,Inexistente,'Saída de Pista','Falta de atenção',Reta,Automóvel,1,Domingo,24,1101.0,0.163,Tarde
232,Seca,Inexistente,Capotamento,'Falta de atenção',Reta,Caminhonete,1,Terça-feira,24,1101.0,0.163,Tarde
232,Seca,Inexistente,'Colisão traseira',Outras,Curva,Caminhonete,1,Sexta-feira,25,1101.0,0.03,Manhã
232,Seca,Inexistente,'Colisão com bicicleta','Falta de atenção',Reta,Bicicleta,1,Sexta-feira,27,1101.0,0.163,Noite
232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,0,Quarta-feira,27,1101.0,0.163,Tarde
232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,1,Segunda-feira,28,1101.0,0.163,Manhã
232,Seca,Inexistente,QuedaMoto/bicla,'Ultrapassagem indevida',Reta,Motocicletas,0,Quinta-feira,29,1101.0,0.163,Tarde
232,Seca,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',1,Segunda-feira,29,1101.0,0.163,Tarde
232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,0,Quarta-feira,30,1101.0,0.163,Tarde
232,Seca,Inexistente,'Saída de Pista',Dormindo,Reta,Automóvel,1,Domingo,32,1101.0,0.163,Manhã
232,Seca,Inexistente,'Colisão com objeto fixo',Outras,Reta,Automóvel,1,Segunda-feira,32,1101.0,0.163,Noite
232,Seca,Inexistente,Capotamento,Outras,Reta,Caminhonete,1,Segunda-feira,33,1101.0,0.163,Noite
232,Seca,Inexistente,'Saída de Pista',Outras,Reta,Camioneta,1,Domingo,33,1101.0,0.163,Manhã
232,Seca,Outros,QuedaMoto/bicla,'Falta de atenção',Reta,Motocicletas,0,Sábado,42,1101.0,0.005,Noite
232,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Automóvel,1,Domingo,43,1101.0,0.163,Manhã
232,Seca,Inexistente,'Saída de Pista','Defeito mecânico',Curva,Caminhonete,0,Quarta-feira,44,1101.0,0.03,Tarde
232,Molhada,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,0,Domingo,45,1101.0,0.027,Noite
232,Molhada,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,1,Domingo,45,1101.0,0.027,Noite
232,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Microônibus,1,Segunda-feira,45,1101.0,0.027,Manhã
232,Seca,Inexistente,'Saída de Pista','Animais na Pista',Reta,Automóvel,1,Domingo,46,1101.0,0.163,Noite
232,Molhada,Inexistente,'Saída de Pista',Outras,Reta,Automóvel,1,Segunda-feira,46,1101.0,0.027,Manhã
232,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,0,Sexta-feira,47,1101.0,0.163,Manhã
232,Seca,Inexistente,'Colisão lateral',Outras,Reta,Motoneta,1,Quinta-feira,49,1101.0,0.163,Manhã
232,Molhada,Inexistente,Tombamento,Outras,Reta,Microônibus,1,Segunda-feira,51,1101.0,0.027,Noite
232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,1,Domingo,52,1101.0,0.163,Tarde
232,Molhada,Inexistente,'Saída de Pista',Outras,Reta,Automóvel,0,Segunda-feira,54,1101.0,0.027,Manhã
232,Molhada,Outros,'Saída de Pista',Outras,Curva,Automóvel,1,Terça-feira,54,1101.0,0,Tarde
232,Escorregadia,Inexistente,'Saída de Pista',Outras,Reta,Caminhão-Trator,0,Segunda-feira,56,1101.0,0.002,Madrugada
232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,1,Sexta-feira,58,1101.0,0.163,Manhã
232,Seca,Inexistente,Tombamento,'Defeito mecânico',Reta,Caminhonete,1,Sexta-feira,58,1101.0,0.163,Manhã
232,Seca,Inexistente,'Saída de Pista','Defeito mecânico',Curva,Caminhão,0,Sábado,63,1101.0,0.03,Manhã
232,Molhada,Poeira/fumaça/neblina,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,1,Quarta-feira,68,1101.0,0,Manhã
232,Seca,'Configuração do terreno','Colisão lateral',Outras,Reta,Ônibus,0,Domingo,69,1101.0,0.005,Manhã
232,Seca,Inexistente,'Saída de Pista',Outras,Reta,Microônibus,0,Segunda-feira,69,1101.0,0.163,Tarde
232,Seca,Inexistente,'Saída de Pista',Outras,Curva,Automóvel,1,Sexta-feira,70,1101.0,0.03,Tarde
232,Seca,Inexistente,'Colisão traseira',Outras,Cruzamento,Automóvel,1,Quarta-feira,71,1101.0,0.007,Tarde
232,Molhada,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',0,Domingo,71,1101.0,0.027,Noite
232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão,1,Quarta-feira,72,1101.0,0.163,Tarde
232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Ônibus,1,Quarta-feira,72,1101.0,0.163,Noite
232,Seca,Inexistente,'Colisão com bicicleta',Outras,Reta,'Não identificado',1,Terça-feira,73,1101.0,0.163,Madrugada
232,Molhada,Inexistente,'Saída de Pista',Outras,Reta,Automóvel,0,Domingo,75,1101.0,0.027,Manhã
232,Seca,Inexistente,Capotamento,'Defeito mecânico',Reta,Caminhonete,1,Segunda-feira,76,1101.0,0.163,Tarde
232,Escorregadia,Inexistente,Capotamento,'Defeito na via',Curva,Automóvel,1,Sexta-feira,76,1101.0,0,Tarde
232,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,'Não identificado',1,Segunda-feira,76,1101.0,0.03,Tarde
232,Escorregadia,Inexistente,'Colisão traseira',Outras,Reta,Caminhonete,1,Domingo,76,1101.0,0.002,Manhã
232,Molhada,Inexistente,QuedaMoto/bicla,Outras,Reta,Motocicletas,1,Quinta-feira,77,1101.0,0.027,Tarde
232,Molhada,Inexistente,'Colisão traseira',Outras,Reta,Automóvel,1,Domingo,79,1101.0,0.027,Noite
232,Escorregadia,Inexistente,'Colisão com objeto fixo','Defeito na via',Reta,Automóvel,1,Sexta-feira,79,1101.0,0.002,Noite
232,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,1,Terça-feira,79,1101.0,0.163,Noite
232,Seca,Inexistente,'Colisão frontal','Ingestão de álcool',Reta,Motocicletas,1,Domingo,79,1101.0,0.163,Noite
232,Molhada,Inexistente,'Colisão frontal','Falta de atenção',Curva,Automóvel,1,Terça-feira,80,1101.0,0.005,Tarde
232,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Caminhonete,0,Terça-feira,80,1101.0,0.163,Tarde
232,Seca,Inexistente,'Colisão lateral','Defeito mecânico',Reta,Automóvel,0,Sábado,81,1101.0,0.163,Tarde
232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,0,Sábado,83,1101.0,0.163,Manhã
232,Escorregadia,Inexistente,Capotamento,'Defeito na via',Curva,Automóvel,1,Sexta-feira,83,1101.0,0,Tarde
232,Seca,Inexistente,'Saída de Pista',Dormindo,Cruzamento,Automóvel,0,Segunda-feira,84,1101.0,0.007,Manhã
232,Seca,Inexistente,'Colisão traseira','Animais na Pista',Reta,Caminhão,0,Terça-feira,86,1101.0,0.163,Manhã
232,Seca,Inexistente,'Saída de Pista',Outras,Curva,Motocicletas,0,Terça-feira,90,1101.0,0.03,Noite
232,Seca,Inexistente,'Saída de Pista',Outras,Reta,Camioneta,1,Quarta-feira,95,1102.0,0.163,Manhã
232,Seca,Inexistente,'Saída de Pista','Velocidade incompatível',Reta,Caminhonete,1,Terça-feira,95,1102.0,0.163,Tarde
232,Molhada,Inexistente,'Saída de Pista','Velocidade incompatível',Curva,Automóvel,1,Sexta-feira,96,1102.0,0.005,Manhã
232,Molhada,Inexistente,'Colisão com objeto fixo','Defeito na via',Reta,Caminhonete,0,Sexta-feira,99,1102.0,0.027,Madrugada
232,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,1,Terça-feira,101,1102.0,0.163,Tarde
232,Molhada,Outros,'Colisão traseira',Outras,Reta,Caminhão,0,Quinta-feira,102,1102.0,0.001,Noite
232,Seca,Inexistente,Tombamento,'Velocidade incompatível',Curva,Caminhão-Trator,0,Sábado,102,1102.0,0.03,Noite
232,Seca,Inexistente,Capotamento,Dormindo,Reta,Caminhão,1,Sábado,105,1102.0,0.163,Manhã
232,Molhada,Inexistente,Capotamento,Outras,Curva,Automóvel,0,Sábado,109,1102.0,0.005,Noite
232,Seca,Inexistente,'Saída de Pista',Outras,Curva,Automóvel,0,Sexta-feira,109,1102.0,0.03,Noite
232,Molhada,Inexistente,'Colisão com objeto fixo','Falta de atenção',Curva,Automóvel,0,Terça-feira,110,1102.0,0.005,Noite
232,Seca,Inexistente,Capotamento,Outras,Curva,Automóvel,0,Quinta-feira,110,1102.0,0.03,Madrugada
232,Seca,Inexistente,'Saída de Pista',Outras,Curva,Automóvel,1,Segunda-feira,111,1102.0,0.03,Manhã
232,Seca,Inexistente,'Colisão Transversal','Desobediência à sinalização',Reta,Motocicletas,1,Segunda-feira,114,1102.0,0.163,Manhã
232,Seca,Inexistente,'Colisão traseira','Velocidade incompatível',Reta,Caminhonete,1,Quarta-feira,114,1102.0,0.163,Tarde
232,Seca,Inexistente,'Colisão traseira','Ingestão de álcool',Reta,Automóvel,1,Domingo,115,1102.0,0.163,Tarde
232,Molhada,Inexistente,'Saída de Pista',Outras,Reta,Automóvel,1,Domingo,115,1102.0,0.027,Tarde
232,Molhada,Inexistente,'Saída de Pista','Defeito na via',Curva,Automóvel,0,Sexta-feira,118,1102.0,0.005,Manhã
232,Molhada,Inexistente,Tombamento,'Velocidade incompatível',Curva,Caminhonete,1,Quinta-feira,118,1102.0,0.005,Manhã
232,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Domingo,118,1102.0,0.027,Tarde
232,Enlameada,'Configuração do terreno',Capotamento,Outras,Curva,Caminhonete,1,Sexta-feira,119,1102.0,0,Tarde
232,Seca,Outros,'Colisão com objeto fixo',Outras,Reta,'Não identificado',1,Sábado,122,1102.0,0.005,Manhã
232,Seca,Inexistente,'Colisão com objeto fixo','Falta de atenção',Reta,Caminhão,1,Terça-feira,123,1102.0,0.163,Tarde
232,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Cruzamento,Motocicletas,1,Sábado,128,1102.0,0.007,Manhã
232,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Caminhão,0,Quarta-feira,129,1102.0,0.163,Manhã
232,Molhada,Inexistente,'Colisão frontal','Ultrapassagem indevida',Reta,Motocicletas,1,Domingo,129,1102.0,0.027,Tarde
232,Seca,Inexistente,Capotamento,Outras,Reta,Motocicletas,1,Sexta-feira,132,1102.0,0.163,Tarde
232,Molhada,Poeira/fumaça/neblina,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,0,Sexta-feira,137,1102.0,0,Madrugada
232,Seca,'Configuração do terreno',QuedaMoto/bicla,'Falta de atenção',Reta,Motocicletas,1,Sábado,137,1102.0,0.005,Noite
232,Seca,Inexistente,Capotamento,Outras,Reta,Automóvel,1,Sexta-feira,140,1102.0,0.163,Noite
232,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,1,Quarta-feira,140,1102.0,0.163,Noite
232,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,1,Quarta-feira,141,1102.0,0.027,Manhã
232,Molhada,Inexistente,'Saída de Pista','Defeito na via',Reta,Automóvel,1,Sexta-feira,141,1102.0,0.027,Manhã
232,Molhada,Poeira/fumaça/neblina,Capotamento,'Defeito na via',Reta,Automóvel,1,Sexta-feira,142,1102.0,0,Manhã
232,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Ônibus,0,Sábado,145,1102.0,0.163,Manhã
232,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Caminhão-Trator,1,Segunda-feira,147,1102.0,0.163,Noite
232,Molhada,Inexistente,Capotamento,'Velocidade incompatível',Curva,Camioneta,1,Sexta-feira,149,1102.0,0.005,Manhã
232,Seca,Inexistente,Tombamento,'Defeito mecânico',Reta,Caminhão,1,Sexta-feira,163,1102.0,0.163,Manhã
232,Seca,Inexistente,'Colisão Transversal','Ingestão de álcool',Reta,Camioneta,0,Sábado,164,1102.0,0.163,Noite
232,Molhada,Outros,Capotamento,Outras,Reta,Automóvel,1,Sexta-feira,166,1102.0,0.001,Noite
232,Seca,Inexistente,Tombamento,'Ultrapassagem indevida',Reta,Caminhão-Trator,1,Terça-feira,174,1102.0,0.163,Tarde
232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,'Não identificado',1,Sábado,174,1102.0,0.163,Tarde
232,Seca,Inexistente,Capotamento,'Velocidade incompatível',Curva,Automóvel,1,Quarta-feira,175,1102.0,0.03,Noite
232,Seca,Poeira/fumaça/neblina,QuedaMoto/bicla,Outras,Reta,Motocicletas,1,Sexta-feira,177,1102.0,0.001,Madrugada
232,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,1,Sexta-feira,180,1102.0,0.027,Madrugada
232,Seca,Inexistente,'Colisão frontal','Ingestão de álcool',Reta,Motocicletas,1,Sexta-feira,181,1102.0,0.163,Tarde
232,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,1,Terça-feira,181,1102.0,0.027,Noite
232,Seca,Inexistente,'Colisão frontal',Outras,Reta,Caminhonete,1,Sábado,183,1102.0,0.163,Manhã
232,Molhada,Inexistente,'Saída de Pista',Outras,Reta,Camioneta,1,Domingo,193,1102.0,0.027,Madrugada
232,Molhada,Inexistente,Capotamento,Outras,Reta,Caminhão,1,Quinta-feira,206,1103.0,0.027,Madrugada
232,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,0,Sexta-feira,208,1103.0,0.027,Tarde
232,Molhada,Inexistente,'Colisão com objeto fixo',Outras,Curva,Automóvel,1,Sexta-feira,219,1103.0,0.005,Manhã
232,'Em obra',Inexistente,'Colisão com objeto fixo','Velocidade incompatível',Reta,Automóvel,1,Terça-feira,250,1103.0,0.004,Manhã
232,Molhada,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,1,Quinta-feira,252,1103.0,0.027,Noite
232,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Caminhão,1,Quarta-feira,253,1103.0,0.163,Noite
232,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Cruzamento,Camioneta,0,Quinta-feira,253,1103.0,0.001,Tarde
232,Seca,Inexistente,'Atropelamento de pessoa','Falta de atenção',Reta,'Não se Aplica',1,Terça-feira,254,1103.0,0.163,Tarde
232,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,1,Quarta-feira,254,1103.0,0.163,Tarde
232,Molhada,Inexistente,'Colisão lateral','Ingestão de álcool',Reta,Automóvel,1,Domingo,256,1103.0,0.027,Noite
232,Molhada,Outros,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',1,Quarta-feira,256,1103.0,0.001,Manhã
232,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,1,Quarta-feira,275,1103.0,0.163,Manhã
232,Seca,Inexistente,'Saída de Pista','Desobediência à sinalização',Reta,Automóvel,1,Segunda-feira,276,1103.0,0.163,Manhã
232,Molhada,Inexistente,'Saída de Pista',Outras,Reta,Automóvel,1,Quinta-feira,316,1103.0,0.027,Madrugada
232,Molhada,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,1,Quinta-feira,322,1103.0,0.027,Madrugada
232,Seca,Inexistente,Tombamento,'Defeito mecânico',Reta,Automóvel,1,Domingo,344,1103.0,0.163,Tarde
232,Seca,Inexistente,'Colisão lateral','Ingestão de álcool',Reta,Ônibus,1,Quinta-feira,347,1103.0,0.163,Madrugada
232,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,1,Segunda-feira,348,1104.0,0.163,Noite
232,Seca,'Configuração do terreno','Saída de Pista','Velocidade incompatível',Curva,Automóvel,1,Sexta-feira,352,1104.0,0.001,Manhã
232,Seca,Inexistente,'Colisão com objeto fixo','Defeito mecânico',Reta,Caminhão,1,Domingo,382,1104.0,0.163,Madrugada
232,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Motocicletas,1,Sexta-feira,411,1104.0,0.163,Madrugada
232,Seca,Outros,'Colisão com bicicleta','Falta de atenção',Reta,Motocicletas,1,Segunda-feira,412,1104.0,0.005,Noite
232,Seca,'Configuração do terreno','Colisão traseira','Falta de atenção',Reta,Motocicletas,1,Sábado,412,1104.0,0.005,Tarde
232,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,1,Sábado,412,1104.0,0.163,Noite
232,Seca,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',1,Segunda-feira,412,1104.0,0.163,Manhã
232,Molhada,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Microônibus,0,Domingo,412,1104.0,0.027,Tarde
232,Molhada,Inexistente,'Colisão traseira',Outras,Cruzamento,Automóvel,0,Quinta-feira,412,1104.0,0.001,Madrugada
232,Escorregadia,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,0,Quarta-feira,412,1104.0,0.002,Noite
232,Seca,Ofuscamento,'Colisão com bicicleta','Falta de atenção',Reta,Caminhão-Trator,0,Terça-feira,414,1104.0,0.002,Tarde
