@relation prfPeriodoTx-weka.filters.unsupervised.instance.RemovePercentage-P66.7-V

@attribute BR numeric
@attribute CondPista {Seca,'Com buraco',Molhada,'Em obra',Outra,Escorregadia,Oleosa,Enlameada,'Com material granulado','Com Gelo'}
@attribute RestrVisibili {Inexistente,Outros,'Veículo estacionado','Configuração do terreno',Poeira/fumaça/neblina,Vegetação,Ofuscamento,Cartazes/faixas,Placas}
@attribute TipoAcident {'Colisão Transversal','Colisão com objeto fixo','Atropelamento de pessoa','Colisão lateral','Colisão traseira',QuedaMoto/bicla,'Colisão com bicicleta',Capotamento,'Atropelamento de animal','Colisão frontal','Saída de Pista','Colisão com objeto móvel',Tombamento,'Derramamento de Carga','Danos Eventuais',Incêndio}
@attribute CausaAcident {Outras,'Falta de atenção','Velocidade incompatível','Ultrapassagem indevida','Desobediência à sinalização','Defeito mecânico','Animais na Pista','Não guardar distância segura',Dormindo,'Defeito na via','Ingestão de álcool'}
@attribute TracadoVia {Reta,Curva,Cruzamento}
@attribute TipoAuto {Automóvel,'Não Informado','Não se Aplica',Motocicletas,Caminhão-Trator,Camioneta,Caminhão,Bicicleta,Caminhonete,Ônibus,Microônibus,'Não identificado',Motoneta,'Trator de rodas',Triciclo,Carroça,Caminhão-Tanque,Semi-Reboque,Utilitário,Ciclomotor,Charrete,Carro-de-mao,Quadriciclo,'Trator misto',Reboque,'Trator de esteiras'}
@attribute Gravidade numeric
@attribute DiaDaSemana {Terça-feira,Domingo,Quarta-feira,Sábado,Segunda-feira,Sexta-feira,Quinta-feira}
@attribute KMArredondado numeric
@attribute Delegacia {1101.0,1102.0,1105.0,1103.0,1106.0,1104.0,NA}
@attribute probAcident numeric
@attribute Periodo {Noite,Manhã,Madrugada,Tarde}

@data
316,Molhada,Inexistente,Capotamento,'Animais na Pista',Reta,Automóvel,1,Sábado,59,1105.0,0.003,Noite
316,Seca,Inexistente,Capotamento,Outras,Reta,Automóvel,1,Sábado,63,1105.0,0.017,Tarde
316,Seca,Inexistente,'Colisão frontal','Falta de atenção',Reta,Motocicletas,1,Sábado,64,1105.0,0.017,Noite
316,Molhada,Inexistente,'Colisão traseira',Outras,Reta,Caminhonete,1,Domingo,76,1105.0,0.003,Noite
316,Molhada,Inexistente,'Colisão traseira',Outras,Reta,'Trator de rodas',1,Domingo,76,1105.0,0.003,Tarde
316,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão-Trator,0,Quarta-feira,81,1105.0,0.017,Noite
316,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Motocicletas,1,Domingo,84,1105.0,0.017,Noite
316,Molhada,Inexistente,Capotamento,Outras,Reta,Caminhão,1,Terça-feira,110,1105.0,0.003,Madrugada
316,Seca,Inexistente,Capotamento,Outras,Reta,Automóvel,1,Sábado,268,1105.0,0.017,Tarde
316,Molhada,Inexistente,'Colisão com objeto fixo','Animais na Pista',Reta,Camioneta,1,Sábado,306,1104.0,0.003,Tarde
316,Seca,Inexistente,'Saída de Pista',Dormindo,Reta,Automóvel,1,Quinta-feira,319,1104.0,0.017,Madrugada
316,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Automóvel,1,Sexta-feira,320,1104.0,0.017,Tarde
316,Seca,Outros,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,1,Terça-feira,344,1104.0,0.001,Manhã
407,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,'Não identificado',1,Quinta-feira,52,1106.0,0.022,Manhã
407,Seca,Inexistente,Tombamento,'Defeito mecânico',Curva,Caminhão-Trator,1,Quarta-feira,76,1106.0,0.004,Manhã
407,Seca,Inexistente,'Saída de Pista','Animais na Pista',Reta,Caminhão-Trator,1,Quarta-feira,102,1106.0,0.022,Manhã
407,Seca,Inexistente,Capotamento,Dormindo,Reta,Automóvel,1,Terça-feira,108,1106.0,0.022,Madrugada
407,Seca,Inexistente,'Colisão frontal','Ultrapassagem indevida',Reta,Automóvel,1,Domingo,119,1106.0,0.022,Tarde
407,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhonete,1,Quarta-feira,123,1106.0,0.022,Tarde
407,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,1,Sexta-feira,123,1106.0,0.022,Manhã
407,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão,1,Sábado,124,1106.0,0.022,Noite
407,Seca,Inexistente,'Colisão Transversal','Desobediência à sinalização',Cruzamento,Motocicletas,1,Terça-feira,124,1106.0,0.001,Manhã
407,Seca,Ofuscamento,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Quarta-feira,126,1106.0,0,Manhã
407,Seca,Inexistente,'Colisão traseira','Desobediência à sinalização',Reta,Caminhonete,1,Quinta-feira,126,1106.0,0.022,Manhã
407,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Automóvel,0,Sexta-feira,127,1106.0,0.022,Tarde
407,Seca,Inexistente,'Colisão traseira','Ingestão de álcool',Cruzamento,Caminhonete,1,Segunda-feira,127,1106.0,0.001,Tarde
407,Seca,Inexistente,'Colisão traseira','Falta de atenção',Cruzamento,Camioneta,1,Sábado,127,1106.0,0.001,Tarde
407,Seca,Inexistente,'Colisão Transversal','Desobediência à sinalização',Reta,Motocicletas,1,Quinta-feira,128,1106.0,0.022,Manhã
407,Seca,Inexistente,'Colisão com bicicleta','Falta de atenção',Reta,Bicicleta,0,Segunda-feira,129,1106.0,0.022,Tarde
407,Seca,Inexistente,'Colisão frontal','Ingestão de álcool',Reta,Caminhonete,1,Segunda-feira,130,1106.0,0.022,Noite
407,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhonete,0,Domingo,130,1106.0,0.022,Madrugada
408,Seca,Inexistente,'Saída de Pista',Outras,Curva,Automóvel,1,Quarta-feira,34,1101.0,0.005,Manhã
408,Seca,Inexistente,'Colisão lateral','Ingestão de álcool',Curva,Ônibus,0,Quarta-feira,50,1101.0,0.005,Noite
408,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Terça-feira,53,1101.0,0.024,Manhã
408,Seca,Inexistente,'Colisão frontal','Falta de atenção',Reta,Ônibus,0,Domingo,64,1101.0,0.024,Tarde
408,Seca,Inexistente,QuedaMoto/bicla,'Falta de atenção',Reta,Motocicletas,1,Quarta-feira,64,1101.0,0.024,Noite
408,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,0,Domingo,64,1101.0,0.024,Tarde
408,Seca,Inexistente,'Colisão traseira',Outras,Cruzamento,Caminhão-Tanque,1,Sexta-feira,65,1101.0,0.001,Tarde
408,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,0,Quarta-feira,66,1101.0,0.024,Manhã
408,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,1,Sábado,67,1101.0,0.024,Noite
408,Seca,Inexistente,'Colisão lateral','Defeito mecânico',Reta,Camioneta,1,Quarta-feira,70,1101.0,0.024,Manhã
408,Seca,Inexistente,'Colisão traseira','Velocidade incompatível',Reta,Caminhonete,1,Segunda-feira,73,1101.0,0.024,Tarde
408,Seca,Outros,'Colisão frontal','Ultrapassagem indevida',Reta,Ônibus,1,Segunda-feira,79,1101.0,0.001,Manhã
408,Seca,Inexistente,'Colisão frontal','Falta de atenção',Reta,Automóvel,0,Domingo,89,1101.0,0.024,Noite
408,Seca,Inexistente,'Saída de Pista','Ingestão de álcool',Reta,Automóvel,0,Quinta-feira,91,1101.0,0.024,Tarde
408,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Motocicletas,1,Quinta-feira,92,1101.0,0.024,Manhã
408,Seca,Inexistente,'Colisão frontal',Dormindo,Reta,Caminhonete,0,Quarta-feira,93,1101.0,0.024,Noite
408,Molhada,Outros,'Colisão traseira','Falta de atenção',Reta,Caminhonete,0,Sexta-feira,94,1101.0,0,Manhã
408,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Motocicletas,0,Quinta-feira,94,1101.0,0.024,Tarde
408,Seca,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',0,Sexta-feira,95,1101.0,0.024,Noite
408,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhão,1,Terça-feira,96,1101.0,0.024,Manhã
408,Molhada,Inexistente,'Colisão traseira',Outras,Reta,Automóvel,1,Sexta-feira,101,1101.0,0.004,Manhã
408,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,1,Sexta-feira,102,1101.0,0.024,Tarde
408,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão,0,Quinta-feira,102,1101.0,0.024,Manhã
408,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,0,Domingo,104,1101.0,0.024,Manhã
408,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,0,Domingo,104,1101.0,0.024,Tarde
408,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,0,Terça-feira,104,1101.0,0.024,Manhã
408,Seca,Inexistente,'Colisão lateral','Não guardar distância segura',Reta,Caminhão,0,Quarta-feira,105,1101.0,0.024,Manhã
408,Molhada,Inexistente,'Colisão lateral','Desobediência à sinalização',Reta,Motocicletas,0,Sábado,105,1101.0,0.004,Manhã
408,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,0,Sexta-feira,105,1101.0,0.024,Manhã
408,Seca,'Configuração do terreno','Colisão lateral','Defeito na via',Curva,Automóvel,1,Quinta-feira,105,1101.0,0,Madrugada
423,Seca,Inexistente,'Atropelamento de pessoa','Ingestão de álcool',Reta,'Não se Aplica',1,Terça-feira,35,1102.0,0.023,Tarde
423,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,1,Terça-feira,60,1103.0,0.023,Madrugada
423,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,1,Quarta-feira,61,1103.0,0.023,Tarde
423,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,'Não se Aplica',0,Terça-feira,65,1103.0,0.023,Tarde
423,Seca,Ofuscamento,QuedaMoto/bicla,Outras,Reta,Motocicletas,1,Domingo,66,1103.0,0,Noite
423,Seca,Inexistente,'Colisão frontal','Ingestão de álcool',Reta,Motocicletas,1,Domingo,69,1103.0,0.023,Madrugada
423,Seca,Inexistente,'Colisão traseira',Outras,Reta,Automóvel,1,Sábado,70,1103.0,0.023,Noite
423,Seca,Ofuscamento,QuedaMoto/bicla,Dormindo,Reta,Motocicletas,1,Terça-feira,71,1103.0,0,Noite
423,Seca,Inexistente,'Colisão com objeto fixo','Falta de atenção',Reta,Automóvel,1,Quarta-feira,76,1103.0,0.023,Noite
423,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Automóvel,1,Sexta-feira,83,1103.0,0.023,Manhã
423,Seca,Inexistente,'Atropelamento de pessoa','Ingestão de álcool',Reta,'Não se Aplica',1,Terça-feira,91,1103.0,0.023,Noite
423,Seca,Ofuscamento,'Atropelamento de animal','Animais na Pista',Reta,Motocicletas,0,Quarta-feira,93,1103.0,0,Noite
423,Molhada,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Caminhonete,1,Segunda-feira,95,1103.0,0.004,Noite
423,Seca,'Configuração do terreno','Colisão Transversal','Desobediência à sinalização',Curva,Automóvel,1,Quarta-feira,96,1103.0,0,Tarde
423,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Automóvel,1,Terça-feira,96,1103.0,0.023,Tarde
423,Molhada,Inexistente,'Colisão Transversal',Outras,Reta,Motocicletas,0,Segunda-feira,97,1103.0,0.004,Noite
423,Seca,Inexistente,QuedaMoto/bicla,'Ingestão de álcool',Reta,Motocicletas,1,Domingo,97,1103.0,0.023,Noite
423,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Curva,Automóvel,1,Quinta-feira,100,1103.0,0.004,Noite
423,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Curva,Ônibus,0,Terça-feira,102,1103.0,0.004,Manhã
423,Seca,'Configuração do terreno','Colisão frontal',Outras,Curva,Motocicletas,0,Sábado,130,1103.0,0,Madrugada
423,Seca,Inexistente,Capotamento,'Ultrapassagem indevida',Reta,Caminhão-Trator,1,Quarta-feira,138,1103.0,0.023,Manhã
423,Seca,Inexistente,'Colisão frontal',Outras,Reta,Motoneta,1,Domingo,173,1103.0,0.023,Tarde
423,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,0,Terça-feira,177,1103.0,0.023,Tarde
424,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,1,Domingo,88,1103.0,0.012,Manhã
424,Seca,Inexistente,'Saída de Pista',Outras,Reta,Microônibus,1,Domingo,88,1103.0,0.012,Madrugada
424,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Motocicletas,1,Terça-feira,18,1103.0,0.012,Manhã
424,Seca,Inexistente,QuedaMoto/bicla,'Animais na Pista',Reta,Motoneta,1,Segunda-feira,21,1103.0,0.012,Madrugada
424,Molhada,Inexistente,'Saída de Pista',Outras,Reta,Caminhonete,1,Sábado,23,1103.0,0.002,Tarde
424,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,1,Domingo,79,1103.0,0.012,Madrugada
424,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,Caminhão,1,Quinta-feira,84,1103.0,0.002,Noite
424,Seca,Inexistente,'Colisão lateral','Ingestão de álcool',Reta,Caminhão-Trator,1,Sexta-feira,88,1103.0,0.012,Noite
424,Seca,Inexistente,'Colisão com bicicleta','Falta de atenção',Reta,Bicicleta,0,Domingo,89,1103.0,0.012,Manhã
424,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,Caminhão,1,Quarta-feira,89,1103.0,0.002,Manhã
424,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Motocicletas,1,Sábado,93,1103.0,0.012,Noite
424,Seca,'Configuração do terreno','Colisão frontal','Ingestão de álcool',Curva,Caminhonete,0,Quarta-feira,95,1103.0,0,Noite
428,Seca,Inexistente,QuedaMoto/bicla,'Defeito mecânico',Reta,Motocicletas,0,Sexta-feira,5,1105.0,0.03,Tarde
428,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,1,Domingo,26,1105.0,0.03,Tarde
428,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,1,Terça-feira,33,1106.0,0.03,Tarde
428,Seca,Inexistente,'Saída de Pista',Outras,Reta,Motocicletas,1,Sexta-feira,34,1105.0,0.03,Tarde
428,Seca,Inexistente,'Saída de Pista',Dormindo,Reta,Automóvel,1,Domingo,52,1106.0,0.03,Tarde
428,Seca,Inexistente,'Saída de Pista','Animais na Pista',Reta,Automóvel,1,Segunda-feira,54,1106.0,0.03,Manhã
428,Seca,Inexistente,Capotamento,'Animais na Pista',Reta,Automóvel,1,Quarta-feira,57,1106.0,0.03,Tarde
428,Seca,Inexistente,'Saída de Pista',Dormindo,Reta,Automóvel,1,Quinta-feira,75,1106.0,0.03,Manhã
428,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Caminhonete,1,Quarta-feira,83,1106.0,0.03,Noite
428,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Motocicletas,1,Quinta-feira,85,1106.0,0.03,Noite
428,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Caminhonete,1,Quarta-feira,91,1106.0,0.03,Madrugada
428,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Motocicletas,0,Quinta-feira,162,1106.0,0.03,Madrugada
428,Molhada,Inexistente,Incêndio,'Defeito mecânico',Reta,Ônibus,0,Quinta-feira,176,1106.0,0.005,Noite
428,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhonete,1,Quarta-feira,181,1106.0,0.03,Tarde
428,Seca,Inexistente,'Colisão com bicicleta','Falta de atenção',Reta,'Não identificado',1,Terça-feira,184,1106.0,0.03,Manhã
428,Seca,Inexistente,QuedaMoto/bicla,Outras,Reta,Motocicletas,1,Terça-feira,184,1106.0,0.03,Noite
428,Molhada,Inexistente,Capotamento,Outras,Reta,Automóvel,0,Domingo,185,1106.0,0.005,Tarde
428,Seca,Inexistente,'Colisão traseira','Ingestão de álcool',Reta,Automóvel,1,Domingo,186,1106.0,0.03,Tarde
428,Seca,Inexistente,QuedaMoto/bicla,'Ingestão de álcool',Reta,Motocicletas,1,Domingo,188,1106.0,0.03,Madrugada
428,Seca,Inexistente,'Colisão com bicicleta',Outras,Cruzamento,Camioneta,1,Quarta-feira,188,1106.0,0.001,Noite
428,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Curva,Ciclomotor,1,Domingo,188,1106.0,0.006,Noite
428,Seca,Inexistente,'Atropelamento de pessoa','Ingestão de álcool',Reta,'Não se Aplica',0,Domingo,189,1106.0,0.03,Madrugada
428,Seca,Inexistente,'Colisão com bicicleta','Desobediência à sinalização',Reta,Motocicletas,0,Quinta-feira,190,1106.0,0.03,Manhã
428,Seca,Inexistente,'Colisão lateral',Outras,Reta,Microônibus,1,Terça-feira,191,1106.0,0.03,Manhã
428,Seca,Inexistente,'Colisão Transversal','Ingestão de álcool',Reta,Motocicletas,1,Domingo,191,1106.0,0.03,Tarde
428,Seca,Inexistente,QuedaMoto/bicla,'Falta de atenção',Reta,Motocicletas,0,Quarta-feira,191,1106.0,0.03,Tarde
428,Seca,Inexistente,'Colisão traseira','Falta de atenção',Curva,Caminhão,0,Sábado,192,1106.0,0.006,Tarde
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhonete,1,Quarta-feira,2,1101.0,0.261,Noite
101,'Em obra','Configuração do terreno','Colisão traseira','Falta de atenção',Curva,Caminhão,0,Sexta-feira,4,1101.0,0,Tarde
101,Seca,Outros,'Saída de Pista','Desobediência à sinalização',Reta,Camioneta,1,Domingo,8,1101.0,0.009,Noite
101,Seca,Inexistente,'Colisão lateral','Desobediência à sinalização',Reta,Automóvel,1,Sexta-feira,8,1101.0,0.261,Noite
101,Seca,'Configuração do terreno','Colisão lateral',Outras,Reta,Caminhão-Trator,1,Domingo,9,1101.0,0.007,Tarde
101,'Em obra',Inexistente,Capotamento,'Falta de atenção',Reta,Automóvel,1,Domingo,12,1101.0,0.006,Tarde
101,Seca,Outros,'Colisão traseira','Falta de atenção',Reta,Caminhão,0,Domingo,16,1101.0,0.009,Noite
101,Seca,Inexistente,'Colisão com objeto fixo','Falta de atenção',Reta,Automóvel,0,Terça-feira,16,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão traseira','Ingestão de álcool',Reta,Automóvel,0,Sexta-feira,17,1101.0,0.261,Tarde
101,Seca,Inexistente,Capotamento,'Defeito na via',Reta,Motocicletas,0,Segunda-feira,180,1101.0,0.261,Manhã
101,'Em obra',Ofuscamento,Capotamento,Outras,Reta,Caminhão,1,Segunda-feira,19,1101.0,0,Noite
101,Molhada,Inexistente,'Colisão com objeto fixo',Dormindo,Reta,Caminhão,1,Quarta-feira,21,1101.0,0.044,Madrugada
101,Seca,Inexistente,'Colisão traseira',Outras,Reta,'Não se Aplica',1,Sábado,21,1101.0,0.261,Tarde
101,Seca,Inexistente,'Saída de Pista',Dormindo,Reta,Automóvel,1,Quinta-feira,21,1101.0,0.261,Madrugada
101,Seca,Inexistente,'Colisão traseira','Ultrapassagem indevida',Reta,Caminhão,1,Quarta-feira,22,1101.0,0.261,Noite
101,Seca,Inexistente,'Saída de Pista',Dormindo,Reta,Automóvel,1,Domingo,22,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão traseira',Outras,Reta,'Trator de rodas',1,Quarta-feira,26,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão com objeto fixo',Outras,Reta,Automóvel,1,Quinta-feira,27,1101.0,0.261,Madrugada
101,Seca,Inexistente,Incêndio,'Defeito na via',Reta,Automóvel,1,Quarta-feira,28,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhão,1,Sábado,38,1101.0,0.261,Manhã
101,Seca,Inexistente,'Saída de Pista','Falta de atenção',Reta,Automóvel,0,Quarta-feira,39,1101.0,0.261,Noite
101,Seca,Inexistente,Tombamento,Outras,Curva,Caminhão,1,Segunda-feira,41,1101.0,0.049,Tarde
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Ônibus,1,Sexta-feira,42,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,Motocicletas,1,Domingo,42,1101.0,0.049,Manhã
101,Seca,Inexistente,'Colisão lateral',Outras,Cruzamento,Ônibus,1,Quinta-feira,42,1101.0,0.012,Manhã
101,Seca,Inexistente,'Colisão Transversal',Outras,Reta,Camioneta,1,Quinta-feira,42,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,1,Quinta-feira,42,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão lateral','Desobediência à sinalização',Reta,Caminhão-Trator,1,Terça-feira,43,1101.0,0.261,Manhã
101,Seca,'Veículo estacionado','Colisão Transversal','Falta de atenção',Reta,Caminhão-Trator,0,Quarta-feira,43,1101.0,0.001,Noite
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,0,Terça-feira,43,1101.0,0.261,Manhã
101,Seca,Inexistente,'Saída de Pista','Falta de atenção',Reta,Caminhão-Trator,0,Terça-feira,43,1101.0,0.261,Noite
101,Seca,Inexistente,'Saída de Pista',Outras,Reta,Camioneta,0,Terça-feira,44,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão-Trator,0,Quarta-feira,44,1101.0,0.261,Noite
101,Seca,'Configuração do terreno','Colisão Transversal',Outras,Reta,Utilitário,1,Sábado,45,1101.0,0.007,Manhã
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Ônibus,1,Segunda-feira,45,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Ônibus,1,Sexta-feira,45,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,1,Sexta-feira,46,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhonete,1,Sexta-feira,46,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,1,Segunda-feira,46,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Quinta-feira,46,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhão,1,Segunda-feira,46,1101.0,0.261,Tarde
101,Seca,Inexistente,QuedaMoto/bicla,'Falta de atenção',Reta,Motocicletas,1,Quarta-feira,46,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão lateral','Ultrapassagem indevida',Reta,Automóvel,1,Sábado,46,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Automóvel,1,Sábado,47,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão traseira','Velocidade incompatível',Reta,Caminhão,1,Quarta-feira,47,1101.0,0.261,Manhã
101,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Reta,Camioneta,1,Segunda-feira,48,1101.0,0.044,Tarde
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,1,Quinta-feira,48,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão-Trator,1,Sexta-feira,48,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Automóvel,1,Terça-feira,48,1101.0,0.261,Tarde
101,'Com buraco',Outros,'Colisão lateral','Falta de atenção',Reta,Caminhão,1,Terça-feira,50,1101.0,0,Manhã
101,Seca,Inexistente,'Atropelamento de pessoa','Falta de atenção',Reta,'Não se Aplica',1,Segunda-feira,50,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Automóvel,1,Quinta-feira,50,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,1,Quarta-feira,50,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Ônibus,1,Sexta-feira,50,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Automóvel,1,Segunda-feira,50,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,1,Sábado,50,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhonete,1,Sexta-feira,50,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão-Trator,1,Quinta-feira,50,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Caminhão-Trator,1,Terça-feira,50,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Camioneta,1,Terça-feira,50,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,'Não identificado',1,Sábado,50,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão traseira','Velocidade incompatível',Reta,Camioneta,1,Quinta-feira,50,1101.0,0.261,Manhã
101,Escorregadia,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Segunda-feira,50,1101.0,0.003,Tarde
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,1,Terça-feira,50,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,Caminhão-Trator,1,Sábado,51,1101.0,0.049,Manhã
101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Ônibus,1,Sábado,51,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhão-Trator,1,Quarta-feira,51,1101.0,0.261,Tarde
101,'Com buraco',Inexistente,'Colisão Transversal','Falta de atenção',Reta,Camioneta,1,Sexta-feira,51,1101.0,0.008,Manhã
101,Seca,Inexistente,'Colisão Transversal',Outras,Cruzamento,Automóvel,1,Quinta-feira,51,1101.0,0.012,Tarde
101,Seca,Inexistente,'Atropelamento de animal','Falta de atenção',Curva,Automóvel,1,Segunda-feira,52,1101.0,0.049,Manhã
101,Seca,Inexistente,'Colisão com objeto móvel',Outras,Reta,Semi-Reboque,1,Sábado,52,1101.0,0.261,Tarde
101,Seca,Inexistente,'Saída de Pista','Defeito mecânico',Reta,Caminhão-Trator,1,Segunda-feira,52,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,0,Sexta-feira,53,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão frontal','Falta de atenção',Curva,Motocicletas,1,Sábado,53,1101.0,0.049,Madrugada
101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Motoneta,0,Sábado,54,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,Caminhão,0,Segunda-feira,56,1101.0,0.049,Manhã
101,Seca,Inexistente,QuedaMoto/bicla,Outras,Reta,Ciclomotor,0,Segunda-feira,56,1101.0,0.261,Noite
101,Seca,Inexistente,Capotamento,'Defeito mecânico',Reta,Automóvel,1,Domingo,57,1101.0,0.261,Tarde
