"BR","Gravidade","Hour","KMArredondado","tx_RestVisibi","tx_CondPista","tx_TipoAcident","tx_CausaAcident","tx_TracadoVia","DiaSemana","tx_Gravidade"
407,1,13,111,0.923,0.802,0.301,0.038,0.812,6,1.601079752
407,1,13,124,0.923,0.802,0.218,0.038,0.037,3,1.027389102
407,1,9,124,0.923,0.802,0.091,0.375,0.037,3,1.027389102
407,0,9,126,0.923,0.802,0.091,0.375,0.812,2,0.601079752
407,1,21,126,0.923,0.802,0.032,0.255,0.812,5,1.601079752
407,1,21,127,0.026,0.802,0.034,0.028,0.037,4,1.000771524
407,1,19,128,0.923,0.802,0.034,0.038,0.812,3,1.601079752
407,1,10,128,0.923,0.802,0.301,0.375,0.037,6,1.027389102
407,0,16,130,0.923,0.802,0.301,0.089,0.812,5,0.601079752
408,1,23,33,0.923,0.802,0.301,0.375,0.812,7,1.601079752
408,0,18,40,0.923,0.135,0.043,0.045,0.812,5,0.10117926
408,1,6,56,0.923,0.135,0.301,0.375,0.812,5,1.10117926
408,1,22,63,0.923,0.802,0.301,0.375,0.812,3,1.601079752
408,1,22,67,0.923,0.135,0.104,0.045,0.812,7,1.10117926
408,1,14,68,0.923,0.009,0.104,0.022,0.152,7,1.001262664
408,1,6,68,0.923,0.135,0.301,0.089,0.812,5,1.10117926
408,1,2,69,0.923,0.802,0.218,0.375,0.812,7,1.601079752
408,0,15,73,0.923,0.135,0.218,0.255,0.152,1,0.01893996
408,1,23,76,0.011,0.802,0.034,0.255,0.812,6,1.007163464
408,0,20,77,0.031,0.135,0.091,0.255,0.812,7,0.00339822
408,1,21,78,0.923,0.802,0.043,0.255,0.812,7,1.601079752
408,1,11,78,0.923,0.802,0.301,0.375,0.812,6,1.601079752
408,1,5,81,0.004,0.802,0.012,0.375,0.152,7,1.000487616
408,0,17,82,0.923,0.802,0.043,0.024,0.812,4,0.601079752
408,1,3,85,0.011,0.009,0.104,0.022,0.152,7,1.000015048
408,0,19,88,0.923,0.802,0.301,0.375,0.152,7,0.112517392
408,0,22,90,0.923,0.802,0.034,0.375,0.812,7,0.601079752
408,0,18,104,0.923,0.135,0.218,0.375,0.812,1,0.10117926
408,0,14,104,0.923,0.802,0.218,0.375,0.812,6,0.601079752
408,1,12,105,0.923,0.802,0.043,0.375,0.812,5,1.601079752
423,0,10,22,0.031,0.135,0.056,0.024,0.812,5,0.00339822
423,1,0,32,0.923,0.135,0.026,0.028,0.812,6,1.10117926
423,1,22,33,0.923,0.802,0.104,0.048,0.812,6,1.601079752
423,0,18,59,0.923,0.135,0.218,0.375,0.812,3,0.10117926
423,1,15,67,0.923,0.802,0.301,0.028,0.812,5,1.601079752
423,1,19,67,0.031,0.009,0.301,0.028,0.812,5,1.000226548
423,1,18,68,0.923,0.802,0.091,0.375,0.812,7,1.601079752
423,0,21,69,0.004,0.135,0.104,0.255,0.152,5,8.208e-05
423,1,12,71,0.923,0.802,0.056,0.375,0.812,6,1.601079752
423,1,6,80,0.923,0.802,0.104,0.039,0.812,6,1.601079752
423,1,12,90,0.031,0.135,0.056,0.255,0.812,5,1.00339822
423,1,10,92,0.923,0.802,0.034,0.375,0.812,5,1.601079752
423,1,17,94,0.923,0.802,0.034,0.375,0.812,6,1.601079752
423,1,19,94,0.923,0.802,0.301,0.375,0.812,2,1.601079752
423,1,17,96,0.923,0.135,0.091,0.375,0.152,5,1.01893996
423,0,17,96,0.923,0.135,0.218,0.375,0.812,3,0.10117926
423,1,19,97,0.923,0.802,0.043,0.375,0.812,6,1.601079752
423,1,19,97,0.923,0.802,0.091,0.375,0.812,6,1.601079752
423,1,20,100,0.004,0.802,0.301,0.255,0.812,6,1.002604896
423,1,18,106,0.923,0.802,0.056,0.024,0.812,4,1.601079752
423,1,6,107,0.923,0.802,0.043,0.024,0.812,4,1.601079752
423,1,19,114,0.923,0.802,0.034,0.255,0.812,6,1.601079752
423,1,10,117,0.923,0.802,0.091,0.375,0.812,2,1.601079752
423,1,10,117,0.923,0.135,0.218,0.255,0.812,2,1.10117926
423,1,12,173,0.923,0.135,0.043,0.022,0.812,4,1.10117926
423,1,18,178,0.923,0.135,0.301,0.089,0.812,2,1.10117926
423,1,22,193,0.923,0.802,0.104,0.028,0.812,1,1.601079752
424,1,9,34,0.923,0.018,0.104,0.089,0.152,1,1.002525328
424,1,18,35,0.923,0.135,0.032,0.375,0.812,7,1.10117926
424,1,18,17,0.923,0.802,0.036,0.048,0.812,3,1.601079752
424,1,18,22,0.923,0.802,0.012,0.255,0.812,2,1.601079752
424,1,18,32,0.923,0.802,0.056,0.375,0.812,4,1.601079752
424,0,9,47,0.923,0.802,0.056,0.039,0.152,6,0.112517392
424,1,7,56,0.004,0.135,0.056,0.048,0.812,4,1.00043848
424,1,19,63,0.026,0.802,0.034,0.255,0.812,6,1.016931824
424,1,10,81,0.026,0.802,0.104,0.024,0.812,3,1.016931824
424,1,17,88,0.923,0.802,0.036,0.048,0.812,1,1.601079752
424,0,11,89,0.923,0.135,0.091,0.375,0.812,4,0.10117926
424,0,19,95,0.923,0.802,0.056,0.255,0.812,1,0.601079752
424,0,21,97,0.011,0.802,0.043,0.024,0.152,3,0.001340944
424,1,16,109,0.923,0.802,0.218,0.255,0.152,3,1.112517392
424,1,11,111,0.923,0.135,0.043,0.255,0.812,1,1.10117926
424,1,11,116,0.923,0.135,0.091,0.375,0.152,5,1.01893996
424,0,13,123,0.923,0.802,0.218,0.375,0.812,7,0.601079752
428,1,8,20,0.923,0.004,0.012,0.045,0.812,4,1.002997904
428,1,8,56,0.026,0.135,0.043,0.024,0.812,4,1.00285012
428,1,19,88,0.923,0.802,0.036,0.048,0.812,1,1.601079752
428,1,15,89,0.923,0.135,0.104,0.255,0.152,3,1.01893996
428,1,18,99,0.923,0.802,0.036,0.048,0.812,5,1.601079752
428,1,17,133,0.923,0.018,0.056,0.028,0.812,4,1.013490568
428,1,19,135,0.923,0.018,0.104,0.028,0.812,4,1.013490568
428,1,8,138,0.923,0.004,0.104,0.028,0.812,2,1.002997904
428,0,19,145,0.923,0.802,0.104,0.037,0.812,6,0.601079752
428,1,4,154,0.923,0.802,0.104,0.255,0.812,6,1.601079752
428,1,18,159,0.923,0.802,0.056,0.048,0.812,3,1.601079752
428,1,18,160,0.011,0.802,0.036,0.048,0.812,4,1.007163464
428,0,19,166,0.923,0.802,0.036,0.048,0.812,6,0.601079752
428,1,18,178,0.011,0.802,0.104,0.255,0.812,3,1.007163464
428,1,21,179,0.923,0.802,0.104,0.255,0.812,7,1.601079752
428,1,11,184,0.923,0.802,0.026,0.024,0.812,5,1.601079752
428,1,15,185,0.923,0.802,0.091,0.038,0.812,6,1.601079752
428,1,17,186,0.923,0.802,0.091,0.038,0.812,4,1.601079752
428,1,21,187,0.923,0.802,0.036,0.048,0.812,2,1.601079752
428,1,19,188,0.923,0.802,0.034,0.255,0.812,7,1.601079752
428,1,11,188,0.923,0.009,0.301,0.089,0.812,2,1.006745284
428,0,15,189,0.923,0.802,0.012,0.375,0.812,1,0.601079752
428,1,21,189,0.923,0.802,0.218,0.024,0.812,3,1.601079752
428,0,0,190,0.923,0.802,0.036,0.048,0.152,3,0.112517392
428,0,10,190,0.923,0.802,0.301,0.375,0.812,6,0.601079752
428,1,19,191,0.923,0.802,0.091,0.028,0.037,2,1.027389102
428,1,20,191,0.923,0.802,0.301,0.375,0.812,6,1.601079752
428,1,10,192,0.923,0.802,0.301,0.375,0.812,5,1.601079752
428,1,11,192,0.923,0.135,0.301,0.038,0.812,5,1.10117926
101,0,21,4,0.923,0.135,0.104,0.375,0.152,5,0.01893996
101,1,20,5,0.923,0.018,0.301,0.375,0.812,1,1.013490568
101,0,18,18,0.923,0.802,0.034,0.255,0.812,4,0.601079752
101,0,5,18,0.923,0.009,0.218,0.037,0.152,6,0.001262664
101,0,13,20,0.923,0.009,0.104,0.255,0.812,5,0.006745284
101,1,14,21,0.923,0.802,0.104,0.255,0.812,6,1.601079752
101,0,2,23,0.923,0.802,0.004,0.039,0.812,2,0.601079752
101,0,13,24,0.923,0.135,0.056,0.037,0.812,6,0.10117926
101,1,23,27,0.923,0.025,0.104,0.028,0.812,7,1.0187369
101,1,17,28,0.923,0.135,0.056,0.037,0.812,7,1.10117926
101,1,20,28,0.923,0.135,0.218,0.028,0.812,4,1.10117926
101,0,17,30,0.923,0.009,0.056,0.028,0.152,5,0.001262664
101,1,0,33,0.923,0.802,0.218,0.255,0.152,5,1.112517392
101,0,7,35,0.923,0.135,0.218,0.375,0.812,1,0.10117926
101,0,12,37,0.923,0.135,0.301,0.375,0.812,1,0.10117926
101,1,11,38,0.923,0.018,0.104,0.048,0.152,5,1.002525328
101,1,13,39,0.923,0.802,0.218,0.089,0.812,6,1.601079752
101,0,16,39,0.923,0.802,0.218,0.375,0.812,4,0.601079752
101,1,18,40,0.923,0.802,0.091,0.375,0.812,2,1.601079752
101,1,20,41,0.923,0.802,0.104,0.255,0.812,1,1.601079752
101,0,15,41,0.923,0.018,0.218,0.375,0.812,5,0.013490568
101,0,22,42,0.923,0.802,0.301,0.375,0.812,7,0.601079752
101,1,9,42,0.031,0.802,0.301,0.089,0.812,4,1.020187944
101,1,19,43,0.923,0.135,0.036,0.048,0.812,4,1.10117926
101,0,10,44,0.923,0.802,0.301,0.089,0.812,1,0.601079752
101,1,15,45,0.923,0.802,0.301,0.375,0.812,5,1.601079752
101,1,10,46,0.923,0.802,0.218,0.375,0.812,2,1.601079752
101,1,17,47,0.923,0.802,0.218,0.375,0.812,2,1.601079752
101,1,12,47,0.923,0.802,0.218,0.375,0.812,4,1.601079752
101,1,10,48,0.923,0.135,0.218,0.255,0.812,5,1.10117926
101,1,15,48,0.923,0.802,0.301,0.089,0.812,5,1.601079752
101,0,17,49,0.923,0.135,0.301,0.089,0.152,3,0.01893996
101,0,18,49,0.923,0.802,0.218,0.375,0.812,4,0.601079752
101,1,15,50,0,0.135,0.218,0.375,0.812,6,1
101,1,11,50,0.923,0.135,0.218,0.375,0.812,4,1.10117926
101,1,7,50,0.923,0.135,0.218,0.375,0.812,1,1.10117926
101,1,13,50,0.923,0.135,0.301,0.255,0.812,5,1.10117926
101,1,7,50,0.003,0.802,0.218,0.255,0.812,6,1.001953672
101,1,14,50,0.923,0.802,0.034,0.375,0.812,5,1.601079752
101,1,5,50,0.923,0.802,0.034,0.045,0.812,1,1.601079752
101,1,9,50,0.923,0.802,0.218,0.375,0.812,4,1.601079752
101,1,16,50,0.923,0.802,0.218,0.375,0.812,1,1.601079752
101,1,15,50,0.923,0.802,0.218,0.255,0.812,4,1.601079752
101,1,11,50,0.923,0.802,0.301,0.375,0.812,4,1.601079752
101,1,13,51,0.923,0.802,0.218,0.255,0.812,3,1.601079752
101,0,8,51,0.026,0.802,0.091,0.375,0.812,5,0.016931824
101,1,18,51,0.923,0.135,0.091,0.375,0.812,5,1.10117926
101,1,9,51,0.923,0.802,0.091,0.375,0.812,4,1.601079752
101,0,18,51,0.923,0.802,0.091,0.375,0.812,4,0.601079752
101,1,9,52,0.923,0.802,0.034,0.375,0.812,1,1.601079752
101,1,13,52,0.923,0.802,0.012,0.375,0.812,4,1.601079752
101,1,16,52,0.923,0.135,0.034,0.255,0.812,5,1.10117926
101,1,15,53,0.923,0.802,0.032,0.375,0.812,4,1.601079752
101,1,18,55,0.923,0.802,0.091,0.038,0.152,4,1.112517392
101,1,6,55,0.923,0.135,0.301,0.375,0.812,1,1.10117926
101,1,18,55,0.923,0.802,0.091,0.375,0.037,5,1.027389102
101,1,16,55,0.923,0.802,0.104,0.375,0.152,4,1.112517392
101,1,18,55,0.923,0.135,0.043,0.038,0.812,6,1.10117926
101,1,23,55,0.923,0.802,0.301,0.255,0.812,5,1.601079752
101,1,15,56,0.923,0.802,0.032,0.028,0.812,1,1.601079752
101,0,18,56,0.923,0.802,0.218,0.375,0.812,7,0.601079752
101,1,9,57,0.923,0.802,0.301,0.255,0.812,2,1.601079752
101,1,18,58,0.923,0.135,0.301,0.375,0.812,3,1.10117926
101,0,18,59,0.923,0.802,0.301,0.375,0.812,3,0.601079752
101,0,20,59,0.923,0.135,0.034,0.255,0.152,5,0.01893996
101,1,15,59,0.923,0.802,0.301,0.089,0.812,6,1.601079752
101,1,12,59,0.923,0.802,0.032,0.255,0.812,6,1.601079752
101,1,18,60,0.923,0.135,0.218,0.375,0.812,5,1.10117926
101,1,12,60,0.923,0.802,0.056,0.028,0.812,3,1.601079752
101,1,10,60,0.923,0.018,0.218,0.255,0.812,2,1.013490568
101,0,7,60,0.923,0.802,0.218,0.375,0.812,1,0.601079752
101,0,16,60,0.923,0.802,0.032,0.255,0.812,4,0.601079752
101,0,13,60,0.923,0.135,0.104,0.255,0.812,6,0.10117926
101,1,15,61,0.923,0.802,0.091,0.039,0.812,5,1.601079752
101,1,7,61,0.923,0.802,0.301,0.089,0.812,2,1.601079752
101,0,15,63,0.923,0.135,0.104,0.039,0.812,4,0.10117926
101,1,15,63,0.923,0.802,0.301,0.375,0.152,2,1.112517392
101,1,10,63,0.923,0.802,0.301,0.375,0.812,6,1.601079752
101,1,17,63,0.923,0.802,0.218,0.045,0.812,4,1.601079752
101,0,8,64,0.923,0.802,0.218,0.375,0.812,2,0.601079752
101,1,16,64,0.923,0.135,0.218,0.039,0.812,3,1.10117926
101,1,10,64,0.923,0.802,0.301,0.039,0.812,4,1.601079752
101,0,11,64,0.923,0.802,0.301,0.089,0.812,1,0.601079752
101,1,10,65,0.923,0.802,0.218,0.375,0.812,4,1.601079752
101,1,17,66,0.923,0.135,0.301,0.375,0.812,5,1.10117926
101,1,7,66,0.923,0.802,0.218,0.375,0.812,5,1.601079752
101,1,6,66,0.923,0.802,0.091,0.375,0.812,4,1.601079752
101,1,18,66,0.923,0.802,0.301,0.255,0.812,5,1.601079752
101,1,10,66,0.923,0.135,0.301,0.375,0.812,5,1.10117926
101,1,12,66,0.923,0.135,0.301,0.089,0.812,3,1.10117926
101,1,9,66,0.923,0.802,0.301,0.375,0.812,6,1.601079752
101,1,19,66,0.923,0.135,0.012,0.375,0.812,3,1.10117926
101,1,3,67,0.923,0.135,0.032,0.255,0.812,5,1.10117926
101,1,7,67,0.923,0.802,0.218,0.375,0.037,5,1.027389102
101,0,10,67,0.923,0.802,0.301,0.089,0.812,5,0.601079752
101,0,4,67,0.923,0.802,0.104,0.045,0.812,6,0.601079752
101,1,14,67,0.026,0.802,0.218,0.255,0.812,1,1.016931824
101,1,7,67,0.923,0.802,0.218,0.255,0.812,6,1.601079752
101,1,18,67,0.923,0.802,0.301,0.375,0.812,2,1.601079752
101,1,15,67,0.923,0.802,0.301,0.375,0.812,1,1.601079752
101,0,15,67,0.923,0.802,0.006,0.375,0.812,3,0.601079752
101,0,10,67,0.923,0.802,0.218,0.375,0.812,5,0.601079752
101,1,12,68,0.923,0.802,0.218,0.375,0.812,5,1.601079752
101,1,22,68,0.923,0.802,0.032,0.255,0.812,5,1.601079752
101,0,22,68,0.923,0.135,0.056,0.255,0.812,5,0.10117926
101,1,16,68,0.923,0.802,0.218,0.089,0.812,2,1.601079752
101,1,19,68,0.923,0.135,0.034,0.255,0.152,3,1.01893996
101,1,14,68,0.923,0.802,0.301,0.375,0.812,2,1.601079752
101,1,8,68,0.923,0.802,0.301,0.375,0.812,5,1.601079752
101,1,5,68,0.923,0.135,0.301,0.045,0.812,6,1.10117926
101,1,11,68,0.923,0.802,0.218,0.028,0.812,3,1.601079752
101,1,16,68,0.923,0.025,0.301,0.045,0.812,6,1.0187369
101,1,16,68,0.923,0.802,0.301,0.089,0.812,6,1.601079752
101,1,18,68,0.923,0.135,0.301,0.089,0.812,5,1.10117926
101,1,7,69,0.923,0.802,0.301,0.375,0.812,2,1.601079752
101,1,15,69,0.923,0.135,0.218,0.375,0.812,4,1.10117926
101,1,6,69,0.923,0.802,0.034,0.375,0.037,5,1.027389102
101,1,6,69,0.923,0.802,0.218,0.375,0.812,3,1.601079752
101,1,18,69,0.923,0.802,0.218,0.375,0.152,3,1.112517392
101,1,19,69,0.923,0.802,0.218,0.255,0.812,5,1.601079752
101,1,17,69,0.923,0.802,0.301,0.255,0.812,6,1.601079752
101,0,18,69,0.923,0.135,0.301,0.039,0.812,1,0.10117926
101,0,8,69,0.923,0.802,0.301,0.028,0.812,6,0.601079752
101,0,9,69,0.923,0.025,0.301,0.375,0.812,3,0.0187369
101,0,13,69,0.923,0.802,0.032,0.024,0.812,6,0.601079752
101,1,17,70,0.923,0.802,0.301,0.089,0.812,1,1.601079752
101,1,14,70,0.923,0.135,0.218,0.375,0.812,5,1.10117926
101,1,19,70,0.923,0.135,0.301,0.375,0.812,5,1.10117926
101,1,15,70,0.923,0.802,0.301,0.375,0.812,6,1.601079752
101,0,18,70,0.923,0.802,0.301,0.375,0.812,3,0.601079752
101,0,12,70,0.923,0.802,0.034,0.255,0.812,4,0.601079752
101,0,8,71,0.923,0.802,0.218,0.375,0.812,1,0.601079752
101,0,8,71,0.923,0.802,0.218,0.255,0.812,1,0.601079752
101,1,13,71,0.923,0.802,0.034,0.375,0.812,3,1.601079752
101,1,16,71,0.923,0.802,0.301,0.375,0.812,4,1.601079752
101,1,13,71,0.923,0.802,0.301,0.375,0.812,4,1.601079752
101,1,15,71,0.923,0.802,0.301,0.375,0.812,3,1.601079752
101,1,7,72,0.923,0.135,0.091,0.375,0.152,7,1.01893996
101,1,7,72,0.923,0.009,0.301,0.375,0.152,4,1.001262664
101,1,2,73,0.026,0.135,0.218,0.375,0.812,1,1.00285012
101,1,17,73,0.923,0.802,0.301,0.375,0.812,5,1.601079752
101,1,8,73,0.923,0.004,0.091,0.037,0.812,5,1.002997904
101,1,21,73,0.923,0.802,0.301,0.375,0.812,7,1.601079752
101,0,13,74,0.923,0.135,0.056,0.255,0.812,6,0.10117926
101,0,7,75,0.923,0.135,0.301,0.048,0.812,6,0.10117926
101,0,11,75,0.923,0.802,0.034,0.375,0.812,6,0.601079752
101,1,19,75,0.923,0.025,0.032,0.028,0.812,1,1.0187369
101,0,17,76,0.923,0.802,0.032,0.255,0.812,4,0.601079752
101,0,7,76,0.923,0.802,0.218,0.375,0.812,3,0.601079752
101,0,6,76,0.923,0.802,0.301,0.375,0.812,3,0.601079752
101,1,7,77,0.923,0.802,0.218,0.375,0.812,2,1.601079752
101,1,7,78,0.923,0.135,0.301,0.089,0.812,4,1.10117926
101,1,11,78,0.923,0.802,0.301,0.375,0.812,4,1.601079752
101,1,12,78,0.923,0.802,0.032,0.375,0.152,7,1.112517392
101,0,14,78,0.923,0.135,0.301,0.089,0.812,5,0.10117926
101,0,19,78,0.923,0.802,0.091,0.039,0.812,3,0.601079752
101,0,16,78,0.923,0.802,0.091,0.375,0.812,3,0.601079752
101,1,12,78,0.923,0.802,0.218,0.255,0.812,3,1.601079752
101,1,12,78,0.923,0.802,0.091,0.375,0.812,1,1.601079752
101,0,17,78,0.923,0.135,0.301,0.375,0.812,6,0.10117926
101,0,22,79,0.923,0.135,0.104,0.028,0.152,5,0.01893996
101,1,11,80,0.923,0.802,0.301,0.255,0.812,5,1.601079752
101,1,17,80,0.923,0.135,0.218,0.375,0.812,6,1.10117926
101,1,7,80,0.923,0.135,0.091,0.375,0.152,4,1.01893996
101,1,18,80,0.923,0.802,0.218,0.375,0.812,2,1.601079752
101,0,17,80,0.923,0.135,0.301,0.089,0.812,4,0.10117926
101,0,18,80,0.923,0.802,0.301,0.089,0.812,6,0.601079752
101,1,8,81,0.923,0.802,0.218,0.375,0.812,1,1.601079752
101,0,7,82,0.923,0.802,0.301,0.048,0.812,3,0.601079752
101,1,12,82,0.923,0.802,0.104,0.255,0.812,7,1.601079752
101,1,15,82,0.923,0.802,0.218,0.375,0.812,2,1.601079752
101,1,9,82,0.923,0.802,0.218,0.255,0.812,5,1.601079752
101,1,17,82,0.923,0.802,0.301,0.089,0.812,6,1.601079752
101,0,18,82,0.923,0.802,0.218,0.375,0.812,1,0.601079752
101,1,4,83,0.923,0.802,0.301,0.038,0.812,2,1.601079752
101,1,8,83,0.923,0.025,0.218,0.039,0.812,4,1.0187369
101,1,14,83,0.923,0.025,0.218,0.024,0.152,6,1.0035074
101,1,15,83,0.923,0.135,0.218,0.375,0.812,1,1.10117926
101,1,19,83,0.923,0.802,0.012,0.375,0.152,6,1.112517392
101,1,18,83,0.923,0.802,0.218,0.375,0.037,3,1.027389102
101,1,15,83,0.923,0.802,0.104,0.255,0.812,4,1.601079752
101,0,20,84,0.923,0.802,0.104,0.255,0.812,7,0.601079752
101,1,8,84,0.923,0.135,0.301,0.375,0.812,3,1.10117926
101,1,14,84,0.923,0.802,0.218,0.375,0.812,1,1.601079752
101,1,12,84,0.923,0.802,0.218,0.375,0.152,1,1.112517392
101,1,17,85,0.923,0.135,0.301,0.089,0.812,5,1.10117926
101,1,15,85,0.923,0.802,0.218,0.375,0.812,5,1.601079752
101,0,6,86,0.923,0.135,0.301,0.089,0.812,4,0.10117926
101,1,18,86,0.923,0.135,0.091,0.375,0.812,4,1.10117926
101,1,15,86,0.004,0.018,0.032,0.255,0.812,6,1.000058464
101,1,18,86,0.923,0.802,0.034,0.255,0.812,5,1.601079752
101,1,5,86,0.923,0.802,0.043,0.375,0.812,6,1.601079752
101,1,21,86,0.923,0.802,0.091,0.375,0.812,5,1.601079752
101,1,18,86,0.923,0.802,0.043,0.375,0.812,7,1.601079752
101,1,9,87,0.923,0.802,0.301,0.089,0.812,6,1.601079752
101,1,4,88,0.923,0.135,0.091,0.375,0.812,1,1.10117926
101,1,6,89,0.923,0.025,0.091,0.375,0.812,5,1.0187369
101,1,5,89,0.923,0.025,0.026,0.375,0.812,5,1.0187369
101,1,8,89,0.923,0.802,0.301,0.375,0.812,5,1.601079752
101,1,19,89,0.031,0.135,0.218,0.375,0.152,6,1.00063612
101,1,9,90,0.031,0.135,0.032,0.028,0.812,3,1.00339822
101,1,9,90,0.923,0.135,0.032,0.375,0.812,3,1.10117926
101,0,4,90,0.923,0.802,0.032,0.045,0.812,6,0.601079752
101,0,22,91,0.923,0.025,0.032,0.028,0.812,4,0.0187369
101,0,16,92,0.923,0.802,0.034,0.375,0.812,5,0.601079752
101,0,2,92,0.923,0.802,0.043,0.375,0.812,6,0.601079752
101,1,7,92,0.923,0.135,0.104,0.375,0.812,4,1.10117926
101,1,18,92,0.923,0.802,0.301,0.089,0.812,5,1.601079752
101,1,19,92,0.031,0.802,0.218,0.255,0.812,3,1.020187944
101,1,13,92,0.923,0.802,0.218,0.037,0.152,3,1.112517392
101,0,6,93,0.923,0.135,0.104,0.255,0.812,1,0.10117926
101,1,15,94,0.923,0.802,0.301,0.375,0.152,5,1.112517392
101,1,8,94,0.923,0.135,0.104,0.022,0.152,1,1.01893996
101,1,11,94,0.923,0.802,0.032,0.255,0.152,6,1.112517392
101,1,14,95,0.923,0.802,0.218,0.375,0.152,3,1.112517392
101,0,18,96,0.923,0.802,0.006,0.039,0.812,7,0.601079752
101,1,9,97,0.923,0.802,0.301,0.375,0.812,5,1.601079752
101,1,7,98,0.923,0.802,0.301,0.375,0.812,2,1.601079752
101,1,9,99,0.923,0.135,0.104,0.037,0.152,7,1.01893996
101,0,10,99,0.923,0.802,0.104,0.255,0.152,3,0.112517392
101,1,14,99,0.923,0.802,0.091,0.375,0.812,4,1.601079752
101,1,11,99,0.923,0.802,0.301,0.375,0.812,7,1.601079752
101,1,11,99,0.923,0.802,0.301,0.375,0.812,5,1.601079752
101,1,12,99,0.923,0.802,0.301,0.255,0.812,5,1.601079752
101,1,23,99,0.923,0.802,0.104,0.255,0.812,2,1.601079752
101,1,0,100,0.923,0.135,0.091,0.255,0.037,2,1.004610385
101,1,9,100,0.923,0.802,0.218,0.375,0.812,5,1.601079752
101,1,14,100,0.923,0.802,0.091,0.375,0.812,2,1.601079752
101,0,19,102,0.923,0.009,0.043,0.375,0.152,1,0.001262664
101,1,20,103,0.923,0.802,0.043,0.375,0.812,7,1.601079752
101,0,19,104,0.923,0.802,0.218,0.024,0.812,4,0.601079752
101,0,14,105,0.923,0.135,0.104,0.037,0.812,4,0.10117926
101,1,9,107,0.923,0.135,0.056,0.255,0.812,2,1.10117926
101,1,8,109,0.923,0.135,0.056,0.255,0.152,2,1.01893996
101,0,7,114,0.923,0.802,0.026,0.045,0.152,2,0.112517392
101,0,20,116,0.001,0.135,0.026,0.375,0.812,1,0.00010962
101,0,20,128,0.923,0.001,0.026,0.028,0.812,4,0.000749476
101,1,15,167,0.923,0.802,0.043,0.255,0.152,5,1.112517392
101,1,2,168,0.923,0.018,0.034,0.022,0.812,4,1.013490568
101,0,14,170,0.923,0.135,0.104,0.255,0.152,4,0.01893996
101,1,9,190,0.923,0.018,0.301,0.375,0.152,6,1.002525328
104,1,19,17,0.923,0.802,0.301,0.045,0.812,6,1.601079752
104,0,16,19,0.923,0.802,0.301,0.255,0.812,2,0.601079752
104,1,15,21,0.923,0.802,0.301,0.375,0.812,2,1.601079752
104,0,10,23,0.003,0.135,0.301,0.375,0.812,3,0.00032886
104,1,8,31,0.923,0.802,0.091,0.375,0.037,7,1.027389102
104,1,8,31,0.923,0.802,0.043,0.022,0.152,2,1.112517392
104,1,14,33,0.923,0.802,0.301,0.375,0.812,4,1.601079752
104,1,9,33,0.923,0.802,0.301,0.089,0.812,7,1.601079752
104,1,20,34,0.923,0.018,0.036,0.048,0.812,3,1.013490568
104,1,4,36,0.923,0.802,0.034,0.255,0.812,1,1.601079752
104,1,22,41,0.923,0.802,0.104,0.022,0.152,4,1.112517392
104,1,15,46,0.026,0.802,0.301,0.375,0.812,5,1.016931824
104,1,16,48,0.923,0.802,0.301,0.255,0.812,2,1.601079752
104,1,10,52,0.923,0.802,0.034,0.255,0.812,5,1.601079752
104,1,16,62,0.923,0.802,0.301,0.089,0.812,5,1.601079752
104,1,18,62,0.923,0.802,0.301,0.375,0.812,3,1.601079752
104,1,10,63,0.923,0.802,0.218,0.038,0.812,3,1.601079752
104,1,7,63,0.923,0.802,0.091,0.038,0.037,2,1.027389102
104,1,15,64,0.923,0.018,0.032,0.089,0.812,4,1.013490568
104,0,19,64,0.923,0.025,0.301,0.375,0.152,5,0.0035074
104,1,8,65,0.923,0.802,0.301,0.375,0.812,2,1.601079752
104,0,8,65,0.923,0.135,0.218,0.375,0.812,2,0.10117926
104,0,14,65,0.923,0.018,0.218,0.375,0.812,3,0.013490568
104,0,8,65,0.923,0.802,0.218,0.089,0.152,1,0.112517392
104,1,17,66,0.923,0.018,0.218,0.375,0.037,6,1.000614718
104,0,0,66,0.923,0.135,0.091,0.045,0.037,7,0.004610385
104,1,20,67,0.923,0.135,0.218,0.038,0.812,5,1.10117926
104,1,17,67,0.923,0.802,0.002,0.039,0.037,2,1.027389102
104,1,17,67,0.923,0.802,0.043,0.375,0.812,4,1.601079752
104,1,7,68,0.923,0.802,0.026,0.255,0.152,4,1.112517392
104,1,18,72,0.923,0.802,0.056,0.255,0.152,1,1.112517392
104,0,1,77,0.026,0.135,0.104,0.037,0.152,1,0.00053352
104,0,13,77,0.923,0.802,0.056,0.038,0.152,1,0.112517392
104,0,13,84,0.923,0.802,0.301,0.375,0.812,3,0.601079752
104,1,18,93,0.031,0.135,0.091,0.024,0.152,7,1.00063612
104,1,21,94,0.923,0.135,0.056,0.255,0.812,5,1.10117926
104,0,5,104,0.923,0.802,0.056,0.255,0.812,2,0.601079752
104,1,15,112,0.031,0.135,0.056,0.255,0.812,3,1.00339822
104,1,20,116,0.923,0.135,0.301,0.255,0.812,4,1.10117926
104,1,6,120,0.923,0.135,0.104,0.255,0.812,1,1.10117926
104,1,23,121,0.923,0.802,0.036,0.048,0.812,1,1.601079752
104,1,14,126,0.923,0.802,0.218,0.255,0.812,7,1.601079752
