"BR","Gravidade","Hour","KMArredondado","tx_RestVisibi","tx_CondPista","tx_TipoAcident","tx_CausaAcident","tx_TracadoVia","DiaSemana","tx_Gravidade"
110,1,23,97,0.923,0.802,0.032,0.255,0.812,4,1.601079752
110,1,12,123,0.923,0.802,0.056,0.045,0.812,7,1.601079752
110,1,1,135,0.923,0.802,0.036,0.048,0.812,3,1.601079752
116,1,21,7,0.923,0.802,0.056,0.255,0.152,7,1.112517392
116,0,9,26,0.923,0.802,0.218,0.089,0.812,4,0.601079752
116,0,10,26,0.923,0.802,0.091,0.375,0.812,6,0.601079752
116,1,22,27,0.923,0.802,0.036,0.045,0.152,7,1.112517392
116,1,23,27,0.923,0.802,0.026,0.255,0.812,7,1.601079752
116,1,9,32,0.026,0.802,0.218,0.255,0.152,2,1.003169504
116,1,10,32,0.923,0.802,0.026,0.255,0.812,7,1.601079752
116,1,19,49,0.923,0.802,0.036,0.048,0.812,3,1.601079752
116,1,11,66,0.923,0.802,0.056,0.022,0.812,3,1.601079752
116,1,2,72,0.923,0.802,0.104,0.022,0.812,7,1.601079752
116,1,7,80,0.923,0.135,0.056,0.028,0.812,1,1.10117926
116,1,15,83,0.923,0.802,0.301,0.375,0.152,3,1.112517392
116,1,19,87,0.011,0.802,0.032,0.045,0.812,7,1.007163464
232,1,1,5,0.026,0.135,0.032,0.022,0.152,5,1.00053352
232,1,18,5,0.923,0.802,0.301,0.375,0.812,1,1.601079752
232,1,19,5,0.923,0.802,0.301,0.089,0.812,5,1.601079752
232,0,18,6,0.923,0.802,0.218,0.375,0.152,5,0.112517392
232,1,7,6,0.031,0.135,0.301,0.375,0.812,2,1.00339822
232,0,6,6,0.923,0.802,0.218,0.255,0.812,3,0.601079752
232,0,9,6,0.923,0.802,0.301,0.089,0.812,2,0.601079752
232,1,17,7,0.923,0.802,0.301,0.089,0.812,1,1.601079752
232,1,9,7,0.923,0.802,0.301,0.089,0.812,1,1.601079752
232,1,8,8,0.923,0.135,0.218,0.089,0.812,3,1.10117926
232,1,15,8,0.923,0.802,0.218,0.255,0.812,3,1.601079752
232,1,6,8,0.923,0.135,0.301,0.375,0.812,7,1.10117926
232,1,18,8,0.923,0.802,0.301,0.375,0.812,7,1.601079752
232,1,9,8,0.923,0.802,0.301,0.089,0.812,1,1.601079752
232,1,6,9,0.923,0.135,0.301,0.089,0.812,1,1.10117926
232,0,15,9,0.923,0.802,0.012,0.375,0.812,4,0.601079752
232,0,7,9,0.923,0.802,0.301,0.089,0.812,2,0.601079752
232,1,10,9,0.923,0.802,0.301,0.089,0.812,1,1.601079752
232,1,17,9,0.923,0.802,0.301,0.089,0.812,1,1.601079752
232,1,9,9,0.026,0.009,0.301,0.255,0.812,5,1.000190008
232,1,5,9,0.011,0.802,0.034,0.375,0.812,4,1.007163464
232,1,7,9,0.923,0.802,0.218,0.375,0.812,2,1.601079752
232,1,20,9,0.923,0.802,0.034,0.255,0.812,6,1.601079752
232,0,17,10,0.923,0.135,0.301,0.375,0.812,7,0.10117926
232,0,17,10,0.923,0.135,0.301,0.375,0.812,6,0.10117926
232,0,19,10,0.923,0.802,0.034,0.024,0.812,6,0.601079752
232,0,7,10,0.923,0.802,0.301,0.024,0.812,2,0.601079752
232,0,10,10,0.923,0.802,0.301,0.089,0.812,1,0.601079752
232,1,9,10,0.923,0.802,0.218,0.375,0.812,2,1.601079752
232,1,8,10,0.923,0.802,0.301,0.375,0.812,1,1.601079752
232,0,7,10,0.923,0.802,0.301,0.089,0.812,1,0.601079752
232,0,18,10,0.923,0.802,0.301,0.089,0.812,7,0.601079752
232,1,17,1,0.923,0.135,0.104,0.255,0.812,2,1.10117926
232,1,8,11,0.923,0.802,0.218,0.255,0.152,7,1.112517392
232,0,8,12,0.923,0.802,0.301,0.089,0.812,2,0.601079752
232,1,21,17,0.923,0.135,0.104,0.048,0.812,6,1.10117926
232,1,14,22,0.923,0.135,0.104,0.255,0.152,2,1.01893996
232,0,12,276,0.923,0.802,0.104,0.024,0.152,1,0.112517392
232,0,19,30,0.923,0.802,0.104,0.037,0.812,4,0.601079752
232,1,21,38,0.923,0.135,0.301,0.375,0.812,6,1.10117926
232,1,14,40,0.923,0.802,0.218,0.375,0.152,4,1.112517392
232,1,16,40,0.923,0.802,0.104,0.255,0.152,6,1.112517392
232,1,16,43,0.923,0.802,0.104,0.037,0.152,7,1.112517392
232,1,18,43,0.923,0.135,0.036,0.048,0.812,7,1.10117926
232,0,14,45,0.923,0.802,0.034,0.255,0.812,3,0.601079752
232,1,1,46,0.923,0.802,0.034,0.255,0.812,5,1.601079752
232,0,16,50,0.923,0.802,0.301,0.375,0.812,4,0.601079752
232,0,18,50,0.923,0.802,0.301,0.089,0.152,1,0.112517392
232,1,14,51,0.923,0.802,0.218,0.375,0.812,6,1.601079752
232,1,8,54,0.923,0.025,0.218,0.255,0.812,6,1.0187369
232,0,1,55,0.923,0.802,0.034,0.255,0.812,7,0.601079752
232,1,20,55,0.031,0.004,0.043,0.375,0.812,5,1.000100688
232,1,16,57,0.923,0.135,0.034,0.375,0.812,5,1.10117926
232,0,16,57,0.923,0.009,0.104,0.028,0.812,3,0.006745284
232,1,5,63,0.923,0.135,0.104,0.022,0.152,1,1.01893996
232,0,5,71,0.923,0.135,0.301,0.375,0.812,3,0.10117926
232,0,16,71,0.923,0.802,0.301,0.255,0.812,4,0.601079752
232,1,17,72,0.923,0.802,0.032,0.375,0.812,4,1.601079752
232,1,13,73,0.923,0.025,0.034,0.028,0.812,5,1.0187369
232,1,16,73,0.923,0.802,0.104,0.255,0.152,1,1.112517392
232,1,18,74,0.923,0.802,0.026,0.255,0.812,6,1.601079752
232,0,12,75,0.923,0.135,0.104,0.255,0.812,5,0.10117926
232,0,18,75,0.923,0.802,0.301,0.045,0.812,6,0.601079752
232,1,17,76,0.923,0.135,0.218,0.375,0.152,7,1.01893996
232,1,18,76,0.923,0.802,0.034,0.255,0.812,1,1.601079752
232,1,11,76,0.923,0.802,0.301,0.375,0.812,6,1.601079752
232,1,16,77,0.923,0.802,0.301,0.375,0.152,7,1.112517392
232,1,11,77,0.923,0.802,0.301,0.375,0.812,7,1.601079752
232,0,11,80,0.923,0.802,0.043,0.255,0.812,1,0.601079752
232,0,0,80,0.923,0.802,0.034,0.039,0.812,2,0.601079752
232,0,20,80,0.923,0.802,0.034,0.255,0.812,3,0.601079752
232,1,15,80,0.923,0.802,0.043,0.045,0.812,7,1.601079752
232,0,7,81,0.923,0.802,0.301,0.037,0.812,7,0.601079752
232,0,11,82,0.923,0.802,0.104,0.255,0.812,2,0.601079752
232,0,11,83,0.923,0.135,0.091,0.375,0.812,1,0.10117926
232,1,4,83,0.923,0.135,0.036,0.048,0.812,3,1.10117926
232,1,11,85,0.923,0.135,0.056,0.022,0.812,1,1.10117926
232,1,19,100,0.923,0.802,0.034,0.255,0.812,6,1.601079752
232,1,22,112,0.923,0.135,0.104,0.037,0.152,3,1.01893996
232,1,2,113,0.923,0.135,0.034,0.375,0.812,7,1.10117926
232,1,5,113,0.026,0.802,0.301,0.089,0.812,7,1.016931824
232,1,17,115,0.923,0.135,0.026,0.039,0.812,4,1.10117926
232,1,23,119,0.923,0.802,0.034,0.039,0.812,1,1.601079752
232,1,16,119,0.923,0.802,0.301,0.089,0.812,6,1.601079752
232,1,14,128,0.923,0.802,0.091,0.375,0.037,4,1.027389102
232,1,12,129,0.923,0.135,0.104,0.255,0.812,1,1.10117926
232,1,11,129,0.923,0.802,0.301,0.375,0.812,4,1.601079752
232,0,5,130,0.923,0.135,0.034,0.037,0.152,5,0.01893996
232,1,10,130,0.923,0.802,0.301,0.375,0.812,2,1.601079752
232,1,8,133,0.923,0.135,0.301,0.375,0.812,5,1.10117926
232,1,5,133,0.923,0.802,0.104,0.037,0.812,7,1.601079752
232,1,10,134,0.923,0.802,0.301,0.375,0.812,2,1.601079752
232,1,8,141,0.923,0.135,0.301,0.255,0.812,1,1.10117926
232,0,17,145,0.923,0.802,0.218,0.255,0.812,5,0.601079752
232,0,9,145,0.923,0.802,0.301,0.255,0.812,3,0.601079752
232,0,12,146,0.923,0.802,0.043,0.375,0.812,7,0.601079752
232,1,22,148,0.923,0.802,0.034,0.022,0.812,5,1.601079752
232,1,13,149,0.923,0.135,0.104,0.255,0.152,1,1.01893996
232,1,12,149,0.923,0.135,0.104,0.028,0.152,1,1.01893996
232,0,17,150,0.923,0.802,0.301,0.255,0.812,1,0.601079752
232,0,8,151,0.026,0.802,0.056,0.255,0.812,2,0.016931824
232,0,13,156,0.923,0.802,0.218,0.255,0.812,5,0.601079752
232,0,12,169,0.923,0.802,0.056,0.255,0.812,6,0.601079752
232,1,5,173,0.923,0.802,0.104,0.255,0.812,1,1.601079752
232,1,14,174,0.923,0.135,0.218,0.024,0.812,3,1.10117926
232,1,9,178,0.923,0.135,0.036,0.048,0.812,1,1.10117926
232,1,15,178,0.923,0.802,0.301,0.375,0.812,5,1.601079752
232,1,23,179,0.923,0.802,0.091,0.375,0.152,6,1.112517392
232,1,13,180,0.923,0.802,0.091,0.255,0.812,3,1.601079752
232,1,19,181,0.923,0.802,0.036,0.048,0.812,1,1.601079752
232,1,7,182,0.923,0.135,0.301,0.375,0.812,1,1.10117926
232,0,22,187,0.026,0.802,0.043,0.024,0.812,7,0.016931824
232,1,11,192,0.923,0.135,0.301,0.375,0.812,5,1.10117926
232,1,4,192,0.923,0.802,0.034,0.255,0.812,5,1.601079752
232,1,16,196,0.923,0.802,0.301,0.255,0.812,7,1.601079752
232,1,20,197,0.923,0.135,0.043,0.255,0.812,4,1.10117926
232,1,5,198,0.923,0.135,0.301,0.375,0.812,1,1.10117926
232,1,13,206,0.923,0.135,0.104,0.022,0.812,2,1.10117926
232,1,7,209,0.923,0.135,0.301,0.375,0.812,7,1.10117926
232,1,22,212,0.923,0.802,0.043,0.255,0.812,6,1.601079752
232,0,13,213,0.923,0.135,0.043,0.045,0.812,7,0.10117926
232,0,7,217,0.923,0.802,0.104,0.045,0.152,6,0.112517392
232,1,15,234,0.923,0.802,0.301,0.375,0.812,1,1.601079752
232,1,22,238,0.923,0.802,0.026,0.255,0.812,3,1.601079752
232,1,7,252,0.026,0.135,0.056,0.024,0.152,3,1.00053352
232,1,22,254,0.923,0.802,0.036,0.048,0.812,7,1.601079752
232,0,22,263,0.923,0.802,0.034,0.045,0.812,6,0.601079752
232,1,5,265,0.923,0.802,0.104,0.037,0.812,5,1.601079752
232,1,17,273,0.923,0.802,0.301,0.375,0.812,4,1.601079752
232,1,12,276,0.923,0.802,0.056,0.255,0.152,1,1.112517392
232,1,22,279,0.923,0.802,0.026,0.375,0.812,1,1.601079752
232,0,17,281,0.923,0.802,0.218,0.375,0.812,4,0.601079752
232,0,21,298,0.923,0.802,0.091,0.375,0.812,6,0.601079752
232,1,18,302,0.923,0.802,0.036,0.048,0.812,1,1.601079752
232,1,16,305,0.923,0.135,0.301,0.255,0.812,2,1.10117926
232,1,13,306,0.923,0.802,0.056,0.039,0.812,7,1.601079752
232,1,23,339,0.923,0.135,0.218,0.255,0.812,1,1.10117926
232,1,4,350,0.923,0.802,0.026,0.048,0.812,5,1.601079752
232,1,14,376,0.923,0.802,0.091,0.375,0.037,2,1.027389102
232,1,13,377,0.923,0.802,0.104,0.255,0.812,1,1.601079752
232,1,10,382,0.923,0.802,0.104,0.024,0.812,1,1.601079752
232,1,8,384,0.923,0.802,0.104,0.039,0.812,6,1.601079752
232,1,13,386,0.026,0.004,0.043,0.024,0.812,6,1.000084448
232,1,5,410,0.031,0.802,0.036,0.048,0.812,1,1.020187944
232,1,18,411,0.026,0.802,0.043,0.038,0.152,5,1.003169504
232,1,13,413,0.923,0.802,0.032,0.024,0.812,3,1.601079752
232,1,4,414,0.923,0.802,0.104,0.255,0.152,2,1.112517392
232,1,20,414,0.923,0.802,0.218,0.375,0.812,3,1.601079752
232,1,15,416,0.923,0.802,0.104,0.255,0.812,3,1.601079752
232,1,17,445,0.923,0.802,0.104,0.039,0.812,6,1.601079752
232,1,2,461,0.923,0.802,0.043,0.045,0.812,2,1.601079752
232,1,3,473,0.923,0.802,0.104,0.022,0.152,2,1.112517392
232,1,19,512,0.923,0.802,0.301,0.375,0.812,4,1.601079752
232,1,16,514,0.026,0.802,0.043,0.045,0.037,7,1.000771524
232,0,8,542,0.923,0.802,0.301,0.255,0.812,2,0.601079752
232,1,16,550,0.923,0.802,0.218,0.024,0.812,2,1.601079752
316,1,18,22,0.923,0.802,0.043,0.038,0.812,4,1.601079752
316,1,17,34,0.923,0.802,0.043,0.375,0.812,7,1.601079752
316,1,20,35,0.923,0.802,0.104,0.255,0.812,7,1.601079752
316,1,20,49,0.923,0.802,0.026,0.048,0.812,3,1.601079752
316,1,15,58,0.923,0.802,0.091,0.375,0.812,2,1.601079752
316,1,18,87,0.923,0.802,0.032,0.255,0.812,7,1.601079752
316,1,4,95,0.923,0.802,0.003,0.255,0.812,1,1.601079752
316,0,14,99,0.923,0.802,0.104,0.255,0.812,5,0.601079752
316,1,11,113,0.923,0.802,0.036,0.048,0.812,6,1.601079752
316,1,11,127,0.923,0.802,0.056,0.048,0.812,2,1.601079752
316,1,16,315,0.923,0.802,0.032,0.039,0.812,3,1.601079752
316,1,12,345,0.923,0.802,0.104,0.039,0.812,1,1.601079752
316,1,20,351,0.923,0.802,0.301,0.375,0.812,2,1.601079752
316,1,18,351,0.923,0.802,0.301,0.037,0.812,2,1.601079752
407,1,18,11,0.003,0.802,0.091,0.375,0.812,4,1.001953672
407,0,18,54,0.923,0.802,0.036,0.048,0.812,6,0.601079752
407,1,5,62,0.923,0.802,0.301,0.089,0.812,1,1.601079752
407,1,16,62,0.923,0.802,0.104,0.255,0.152,6,1.112517392
407,1,21,89,0.923,0.802,0.026,0.039,0.812,4,1.601079752
407,1,14,90,0.923,0.802,0.301,0.022,0.812,3,1.601079752
407,1,18,122,0.923,0.802,0.301,0.089,0.812,1,1.601079752
407,1,15,124,0.923,0.802,0.091,0.038,0.037,5,1.027389102
407,1,12,124,0.923,0.802,0.301,0.089,0.037,2,1.027389102
407,1,13,124,0.923,0.802,0.091,0.038,0.152,4,1.112517392
407,1,10,124,0.923,0.802,0.091,0.255,0.812,7,1.601079752
407,1,1,125,0.923,0.802,0.043,0.038,0.812,6,1.601079752
407,1,8,125,0.923,0.802,0.301,0.375,0.812,4,1.601079752
407,1,9,125,0.923,0.802,0.301,0.375,0.812,1,1.601079752
407,1,16,125,0.923,0.802,0.218,0.038,0.812,6,1.601079752
407,1,12,126,0.923,0.802,0.301,0.375,0.812,2,1.601079752
407,1,9,126,0.923,0.802,0.218,0.089,0.152,6,1.112517392
407,0,17,128,0.011,0.802,0.091,0.255,0.812,4,0.007163464
407,0,9,128,0.923,0.802,0.301,0.089,0.812,2,0.601079752
407,0,16,130,0.923,0.802,0.301,0.089,0.812,3,0.601079752
407,0,16,130,0.923,0.802,0.301,0.037,0.152,1,0.112517392
408,1,10,30,0.923,0.802,0.091,0.375,0.812,7,1.601079752
408,1,23,45,0.923,0.802,0.056,0.255,0.152,7,1.112517392
408,0,16,60,0.031,0.135,0.104,0.037,0.812,1,0.00339822
408,0,12,65,0.923,0.135,0.301,0.048,0.812,1,0.10117926
408,1,6,67,0.923,0.802,0.218,0.024,0.812,2,1.601079752
408,0,4,75,0.923,0.802,0.043,0.024,0.152,7,0.112517392
408,1,7,76,0.923,0.802,0.043,0.375,0.812,7,1.601079752
408,1,17,81,0.923,0.802,0.091,0.375,0.812,1,1.601079752
408,1,10,90,0.026,0.802,0.301,0.048,0.812,1,1.016931824
408,0,18,91,0.923,0.802,0.036,0.048,0.812,6,0.601079752
408,0,18,91,0.923,0.802,0.036,0.048,0.812,6,0.601079752
408,0,5,95,0.923,0.802,0.091,0.024,0.812,7,0.601079752
408,1,23,100,0.923,0.135,0.032,0.255,0.812,7,1.10117926
408,1,23,100,0.923,0.135,0.034,0.255,0.812,5,1.10117926
408,0,20,102,0.923,0.135,0.036,0.048,0.812,7,0.10117926
408,0,21,102,0.923,0.135,0.036,0.048,0.812,7,0.10117926
408,1,7,103,0.923,0.802,0.218,0.375,0.812,1,1.601079752
408,0,6,105,0.923,0.802,0.091,0.375,0.812,1,0.601079752
408,1,7,105,0.923,0.802,0.218,0.375,0.812,2,1.601079752
423,1,18,38,0.004,0.135,0.034,0.375,0.812,1,1.00043848
423,1,8,40,0.923,0.135,0.026,0.255,0.812,1,1.10117926
423,1,20,47,0.923,0.802,0.301,0.255,0.812,7,1.601079752
423,1,6,68,0.923,0.135,0.301,0.375,0.812,2,1.10117926
423,1,4,89,0.004,0.135,0.218,0.045,0.812,6,1.00043848
423,1,18,91,0.923,0.802,0.301,0.375,0.812,6,1.601079752
423,1,7,92,0.923,0.135,0.091,0.375,0.812,6,1.10117926
423,1,17,92,0.923,0.135,0.034,0.375,0.812,3,1.10117926
423,0,10,95,0.923,0.802,0.091,0.375,0.812,2,0.601079752
423,1,9,96,0.923,0.135,0.043,0.255,0.152,2,1.01893996
423,1,21,96,0.031,0.135,0.218,0.039,0.152,7,1.00063612
423,1,6,96,0.923,0.135,0.091,0.375,0.812,2,1.10117926
423,1,19,97,0.923,0.802,0.043,0.038,0.812,1,1.601079752
423,1,18,98,0.011,0.802,0.091,0.375,0.812,4,1.007163464
423,1,5,98,0.923,0.802,0.036,0.048,0.812,6,1.601079752
423,1,13,101,0.923,0.802,0.004,0.039,0.812,4,1.601079752
423,1,19,111,0.923,0.802,0.043,0.022,0.812,7,1.601079752
423,1,23,132,0.026,0.802,0.026,0.039,0.152,7,1.003169504
423,1,3,180,0.923,0.802,0.043,0.045,0.812,7,1.601079752
423,1,9,190,0.923,0.802,0.104,0.255,0.812,7,1.601079752
424,1,23,20,0.923,0.135,0.056,0.375,0.812,5,1.10117926
424,1,20,21,0.923,0.802,0.034,0.255,0.812,5,1.601079752
424,1,16,22,0.923,0.802,0.218,0.375,0.812,2,1.601079752
424,1,11,29,0.923,0.802,0.043,0.375,0.812,3,1.601079752
424,1,20,29,0.923,0.802,0.034,0.375,0.812,1,1.601079752
424,1,20,69,0.923,0.135,0.218,0.024,0.812,3,1.10117926
424,1,13,71,0.923,0.802,0.218,0.375,0.812,1,1.601079752
424,1,23,72,0.923,0.802,0.056,0.255,0.812,7,1.601079752
424,1,4,77,0.923,0.802,0.301,0.045,0.812,5,1.601079752
424,1,19,80,0.026,0.135,0.036,0.048,0.812,6,1.00285012
424,1,7,82,0.923,0.802,0.104,0.039,0.812,6,1.601079752
424,0,8,87,0.923,0.135,0.301,0.375,0.812,2,0.10117926
424,1,16,88,0.923,0.135,0.104,0.255,0.152,2,1.01893996
424,1,12,91,0.923,0.135,0.056,0.037,0.812,6,1.10117926
424,1,21,91,0.923,0.802,0.218,0.255,0.152,7,1.112517392
424,0,18,93,0.923,0.802,0.218,0.045,0.812,7,0.601079752
424,1,19,94,0.923,0.135,0.301,0.039,0.152,4,1.01893996
424,0,3,95,0.923,0.802,0.036,0.048,0.812,6,0.601079752
424,1,16,98,0.923,0.802,0.043,0.045,0.152,7,1.112517392
424,0,13,102,0.923,0.009,0.091,0.375,0.037,3,0.000307359
428,0,17,9,0.923,0.802,0.032,0.375,0.812,2,0.601079752
428,1,19,57,0.923,0.802,0.026,0.255,0.812,3,1.601079752
428,1,18,59,0.923,0.802,0.036,0.048,0.812,3,1.601079752
428,1,9,113,0.923,0.802,0.218,0.255,0.812,6,1.601079752
428,1,23,155,0.923,0.802,0.301,0.045,0.812,6,1.601079752
428,1,18,155,0.923,0.802,0.043,0.045,0.812,6,1.601079752
428,1,19,156,0.923,0.802,0.036,0.048,0.812,7,1.601079752
428,1,11,172,0.923,0.802,0.032,0.255,0.812,7,1.601079752
428,1,16,176,0.923,0.802,0.043,0.375,0.812,4,1.601079752
428,0,20,181,0.923,0.802,0.036,0.048,0.812,6,0.601079752
428,0,18,182,0.923,0.802,0.012,0.045,0.812,6,0.601079752
428,1,17,184,0.923,0.802,0.012,0.255,0.812,1,1.601079752
428,1,13,184,0.923,0.802,0.091,0.038,0.812,7,1.601079752
428,0,19,185,0.923,0.802,0.301,0.045,0.812,7,0.601079752
428,0,7,187,0.923,0.802,0.301,0.089,0.812,5,0.601079752
428,0,18,187,0.923,0.802,0.301,0.089,0.812,1,0.601079752
428,1,9,188,0.923,0.802,0.218,0.089,0.037,5,1.027389102
428,1,8,188,0.923,0.802,0.091,0.045,0.812,7,1.601079752
428,1,23,188,0.923,0.802,0.026,0.255,0.037,1,1.027389102
428,0,10,189,0.923,0.802,0.218,0.375,0.812,5,0.601079752
428,0,11,190,0.923,0.802,0.043,0.255,0.812,2,0.601079752
428,0,22,190,0.923,0.802,0.091,0.255,0.812,3,0.601079752
428,0,12,190,0.923,0.802,0.218,0.375,0.812,1,0.601079752
428,1,6,191,0.923,0.802,0.091,0.038,0.037,5,1.027389102
428,1,20,191,0.923,0.802,0.218,0.038,0.812,5,1.601079752
428,0,10,191,0.923,0.802,0.218,0.375,0.812,5,0.601079752
428,0,16,192,0.923,0.802,0.218,0.255,0.812,2,0.601079752
428,1,10,192,0.003,0.802,0.012,0.375,0.812,1,1.001953672
428,1,18,192,0.923,0.802,0.043,0.375,0.812,6,1.601079752
428,0,13,192,0.923,0.802,0.218,0.375,0.812,1,0.601079752
428,1,10,192,0.923,0.802,0.301,0.375,0.812,6,1.601079752
428,1,18,192,0.923,0.802,0.218,0.089,0.152,2,1.112517392
101,1,17,2,0.923,0.135,0.301,0.375,0.152,3,1.01893996
101,0,19,3,0.031,0.135,0.301,0.255,0.152,3,0.00063612
101,0,17,4,0.923,0.135,0.301,0.255,0.152,3,0.01893996
101,0,12,4,0.923,0.135,0.104,0.255,0.812,7,0.10117926
101,0,17,4,0.923,0.135,0.104,0.037,0.152,4,0.01893996
101,0,7,40,0.923,0.802,0.218,0.255,0.152,5,0.112517392
101,0,17,4,0.923,0.802,0.104,0.037,0.152,4,0.112517392
101,1,10,7,0.923,0.802,0.218,0.375,0.812,5,1.601079752
101,0,15,9,0.923,0.018,0.026,0.255,0.152,5,0.002525328
101,0,4,12,0.923,0.135,0.104,0.255,0.812,5,0.10117926
101,1,19,21,0.923,0.802,0.301,0.255,0.812,4,1.601079752
101,1,12,22,0.923,0.802,0.218,0.038,0.812,4,1.601079752
101,0,21,23,0.923,0.802,0.301,0.375,0.812,1,0.601079752
101,0,8,24,0.923,0.135,0.218,0.024,0.812,4,0.10117926
101,1,1,25,0.923,0.018,0.034,0.375,0.812,2,1.013490568
101,1,0,33,0.923,0.802,0.032,0.045,0.812,7,1.601079752
101,0,19,34,0.923,0.802,0.034,0.255,0.812,7,0.601079752
101,1,16,38,0.923,0.135,0.301,0.255,0.812,1,1.10117926
101,0,14,39,0.923,0.802,0.026,0.375,0.812,5,0.601079752
101,1,6,41,0.923,0.802,0.034,0.375,0.812,1,1.601079752
101,0,15,42,0.923,0.802,0.301,0.255,0.152,1,0.112517392
101,1,17,42,0.923,0.135,0.034,0.255,0.812,7,1.10117926
101,0,7,43,0.923,0.802,0.301,0.022,0.812,3,0.601079752
101,0,17,44,0.923,0.802,0.091,0.375,0.812,1,0.601079752
101,0,9,44,0.923,0.009,0.301,0.375,0.812,5,0.006745284
101,1,21,45,0.923,0.802,0.301,0.089,0.812,6,1.601079752
101,0,10,46,0.923,0.802,0.301,0.089,0.812,3,0.601079752
101,1,8,46,0.923,0.802,0.301,0.375,0.812,3,1.601079752
101,1,14,46,0.923,0.802,0.301,0.037,0.812,3,1.601079752
101,1,6,46,0.923,0.802,0.218,0.375,0.812,5,1.601079752
101,1,16,46,0.923,0.802,0.301,0.375,0.812,7,1.601079752
101,1,19,46,0.923,0.802,0.301,0.375,0.812,6,1.601079752
101,0,14,47,0.923,0.802,0.301,0.375,0.812,2,0.601079752
101,1,16,50,0.923,0.135,0.218,0.375,0.812,5,1.10117926
101,1,8,50,0.923,0.802,0.218,0.375,0.812,6,1.601079752
101,1,9,50,0.923,0.802,0.218,0.375,0.812,4,1.601079752
101,1,12,50,0.923,0.802,0.218,0.375,0.812,2,1.601079752
101,1,9,50,0.923,0.802,0.218,0.089,0.812,3,1.601079752
101,1,13,50,0.923,0.802,0.218,0.255,0.812,5,1.601079752
101,1,15,50,0.923,0.802,0.091,0.375,0.812,1,1.601079752
101,1,16,50,0.923,0.802,0.091,0.255,0.037,3,1.027389102
101,1,16,50,0.923,0.802,0.301,0.022,0.152,1,1.112517392
101,0,17,51,0.923,0.802,0.218,0.375,0.812,5,0.601079752
101,1,10,51,0.923,0.802,0.301,0.375,0.812,4,1.601079752
101,1,18,51,0.923,0.802,0.218,0.375,0.812,7,1.601079752
101,1,16,51,0.923,0.802,0.218,0.255,0.812,1,1.601079752
101,1,6,51,0.923,0.802,0.301,0.375,0.812,5,1.601079752
101,1,16,52,0.923,0.802,0.032,0.039,0.812,3,1.601079752
101,1,14,52,0.923,0.802,0.043,0.038,0.152,1,1.112517392
101,1,14,52,0.923,0.802,0.301,0.375,0.812,3,1.601079752
101,1,19,54,0.923,0.802,0.006,0.255,0.152,5,1.112517392
101,0,6,54,0.923,0.802,0.218,0.038,0.152,3,0.112517392
101,1,8,55,0.923,0.802,0.218,0.024,0.812,6,1.601079752
101,1,3,55,0.923,0.135,0.301,0.375,0.812,6,1.10117926
101,1,3,57,0.923,0.802,0.043,0.255,0.152,1,1.112517392
101,1,18,57,0.923,0.802,0.301,0.375,0.812,2,1.601079752
101,1,6,57,0.923,0.135,0.301,0.089,0.812,4,1.10117926
101,0,8,59,0.923,0.135,0.301,0.089,0.812,5,0.10117926
101,0,6,59,0.923,0.802,0.043,0.045,0.812,1,0.601079752
101,1,7,59,0.923,0.135,0.301,0.089,0.812,2,1.10117926
101,1,6,60,0.031,0.135,0.032,0.028,0.812,5,1.00339822
101,0,10,60,0.923,0.025,0.218,0.375,0.812,6,0.0187369
101,1,9,61,0.031,0.135,0.104,0.089,0.812,5,1.00339822
101,1,8,61,0.923,0.025,0.218,0.089,0.812,2,1.0187369
101,1,18,63,0.923,0.135,0.218,0.375,0.812,5,1.10117926
101,1,11,64,0.923,0.802,0.034,0.255,0.812,5,1.601079752
101,1,15,64,0.923,0.802,0.091,0.375,0.812,4,1.601079752
101,1,23,65,0.923,0.009,0.036,0.375,0.812,4,1.006745284
101,1,7,66,0.923,0.135,0.218,0.089,0.152,1,1.01893996
101,1,8,66,0.923,0.135,0.301,0.089,0.812,5,1.10117926
101,0,20,67,0.923,0.802,0.218,0.375,0.812,5,0.601079752
101,1,17,67,0.923,0.802,0.218,0.375,0.812,4,1.601079752
101,1,7,67,0.923,0.802,0.218,0.375,0.812,1,1.601079752
101,0,6,67,0.923,0.802,0.034,0.045,0.812,6,0.601079752
101,0,9,67,0.923,0.802,0.301,0.375,0.812,5,0.601079752
101,1,17,68,0.923,0.025,0.301,0.375,0.812,3,1.0187369
101,1,7,68,0.923,0.802,0.218,0.375,0.152,6,1.112517392
101,1,22,68,0.923,0.802,0.301,0.028,0.812,5,1.601079752
101,1,6,68,0.031,0.802,0.218,0.375,0.152,5,1.003779024
101,1,8,68,0.923,0.802,0.301,0.089,0.152,4,1.112517392
101,1,8,68,0.923,0.135,0.218,0.028,0.812,7,1.10117926
101,1,14,68,0.923,0.004,0.218,0.375,0.812,3,1.002997904
101,0,18,69,0.923,0.802,0.034,0.375,0.812,7,0.601079752
101,1,7,69,0.923,0.025,0.218,0.089,0.812,1,1.0187369
101,1,16,69,0.923,0.802,0.301,0.375,0.037,2,1.027389102
101,1,17,69,0.923,0.802,0.301,0.089,0.812,4,1.601079752
101,0,16,69,0.923,0.025,0.104,0.375,0.812,5,0.0187369
101,1,12,70,0.923,0.802,0.218,0.038,0.812,4,1.601079752
