@relation R_data_frame

@attribute BR numeric
@attribute Gravidade numeric
@attribute Hour numeric
@attribute KMArredondado numeric
@attribute tx_RestVisibi numeric
@attribute tx_CondPista numeric
@attribute tx_TipoAcident numeric
@attribute tx_CausaAcident numeric
@attribute tx_TracadoVia numeric
@attribute DiaSemana numeric
@attribute Periodo numeric
@attribute tx_Gravidade numeric

@data
101,0,21,102,0.923,0.802,0.301,0.255,0.812,5,4,2.06
101,0,12,105,0.923,0.802,0.032,0.375,0.152,2,3,1.524
101,1,17,109,0.923,0.135,0.056,0.037,0.152,6,3,1.983
101,1,9,113,0.923,0.802,0.026,0.255,0.152,2,2,2.524
101,0,11,127,0.923,0.802,0.034,0.255,0.812,3,2,2.06
101,1,11,134,0.923,0.802,0.301,0.255,0.812,6,2,3.06
101,1,18,136,0.923,0.802,0.301,0.375,0.152,2,4,2.524
101,1,9,142,0.923,0.802,0.034,0.255,0.812,4,2,3.06
101,0,20,145,0.923,0.802,0.036,0.048,0.812,6,4,2.06
101,0,10,147,0.923,0.802,0.104,0.255,0.812,5,2,2.06
101,1,20,167,0.923,0.135,0.104,0.037,0.152,4,4,1.983
101,1,1,196,0.923,0.802,0.026,0.037,0.152,2,1,2.524
101,1,9,2,0.923,0.802,0.034,0.255,0.152,2,2,2.524
101,1,8,3,0.923,0.135,0.104,0.028,0.812,4,2,2.518
101,0,14,3,0.923,0.802,0.218,0.255,0.812,6,3,2.06
101,0,11,4,0.923,0.135,0.301,0.375,0.152,1,2,0.983
101,0,22,4,0.923,0.135,0.104,0.037,0.152,6,4,0.983
101,0,1,4,0.923,0.009,0.026,0.028,0.812,7,1,1.416
101,1,16,4,0.923,0.135,0.301,0.255,0.152,3,3,1.983
101,0,15,6,0.923,0.018,0.301,0.375,0.812,5,3,1.423
101,1,11,7,0.923,0.802,0.034,0.255,0.812,5,2,3.06
101,1,21,7,0.923,0.802,0.218,0.375,0.812,5,4,3.06
101,1,13,7,0.923,0.802,0.218,0.375,0.812,5,3,3.06
101,0,15,8,0.923,0.802,0.218,0.375,0.152,4,3,1.524
101,0,14,8,0.923,0.802,0.218,0.375,0.152,4,3,1.524
101,1,10,8,0.923,0.018,0.218,0.089,0.152,2,2,1.888
101,1,20,8,0.923,0.802,0.056,0.255,0.812,6,4,3.06
101,0,0,10,0.031,0.018,0.026,0.375,0.812,1,1,0.699
101,1,10,15,0.923,0.802,0.301,0.375,0.812,3,2,3.06
101,0,20,23,0.923,0.802,0.003,0.039,0.812,5,4,2.06
101,0,16,24,0.923,0.802,0.218,0.375,0.812,5,3,2.06
101,1,0,25,0.923,0.802,0.301,0.375,0.812,4,1,3.06
101,0,4,30,0.923,0.135,0.104,0.255,0.152,4,1,0.983
101,0,13,32,0.923,0.802,0.036,0.048,0.152,3,3,1.524
101,1,15,33,0.923,0.802,0.301,0.375,0.812,6,3,3.06
101,0,16,34,0.923,0.802,0.091,0.375,0.812,3,3,2.06
101,1,7,36,0.923,0.802,0.026,0.255,0.812,4,2,3.06
101,1,16,38,0.923,0.802,0.301,0.039,0.152,3,3,2.524
101,0,6,39,0.923,0.135,0.301,0.022,0.812,1,2,1.518
101,1,10,40,0.923,0.802,0.218,0.375,0.152,3,2,2.524
101,1,8,41,0.923,0.802,0.034,0.039,0.812,1,2,3.06
101,1,22,41,0.923,0.802,0.034,0.037,0.812,4,4,3.06
101,1,12,41,0.923,0.802,0.091,0.375,0.812,6,3,3.06
101,1,12,42,0.923,0.802,0.218,0.024,0.812,1,3,3.06
101,1,13,42,0.923,0.802,0.301,0.375,0.152,7,3,2.524
101,1,13,42,0.923,0.802,0.301,0.375,0.812,3,3,3.06
101,1,9,43,0.923,0.802,0.301,0.375,0.812,6,2,3.06
101,0,13,43,0.923,0.018,0.218,0.375,0.037,2,3,0.794
101,0,12,43,0.923,0.802,0.218,0.375,0.812,6,3,2.06
101,0,8,43,0.923,0.802,0.301,0.375,0.812,5,2,2.06
101,0,16,43,0.923,0.802,0.032,0.255,0.812,1,3,2.06
101,0,12,44,0.923,0.802,0.218,0.045,0.812,1,3,2.06
101,0,21,44,0.923,0.802,0.091,0.375,0.037,5,4,1.431
101,0,8,44,0.923,0.802,0.091,0.375,0.812,6,2,2.06
101,0,6,44,0.923,0.802,0.091,0.045,0.812,7,2,2.06
101,0,23,45,0.923,0.802,0.043,0.045,0.812,7,4,2.06
101,0,22,45,0.923,0.802,0.056,0.375,0.812,7,4,2.06
101,1,16,45,0.923,0.802,0.218,0.375,0.812,3,3,3.06
101,1,10,45,0.923,0.802,0.301,0.375,0.812,1,2,3.06
101,1,7,46,0.923,0.802,0.091,0.038,0.812,1,2,3.06
101,1,6,47,0.923,0.802,0.218,0.089,0.812,6,2,3.06
101,1,18,47,0.923,0.802,0.091,0.375,0.812,7,4,3.06
101,1,19,47,0.923,0.802,0.301,0.255,0.812,7,4,3.06
101,1,20,47,0.923,0.802,0.301,0.255,0.812,7,4,3.06
101,1,8,48,0.923,0.802,0.301,0.089,0.812,5,2,3.06
101,1,9,48,0.923,0.802,0.301,0.089,0.812,5,2,3.06
101,1,20,48,0.923,0.802,0.301,0.255,0.812,6,4,3.06
101,1,22,48,0.923,0.802,0.301,0.037,0.812,4,4,3.06
101,0,11,49,0.923,0.802,0.218,0.375,0.812,3,2,2.06
101,0,20,49,0.923,0.802,0.218,0.045,0.812,6,4,2.06
101,0,17,49,0.923,0.802,0.218,0.024,0.812,4,3,2.06
101,1,19,50,0,0.802,0.091,0.375,0.037,6,4,1.681
101,1,10,50,0.031,0.802,0.218,0.255,0.152,6,2,1.8
101,1,16,50,0.923,0.802,0.218,0.028,0.812,1,3,3.06
101,1,19,50,0.923,0.802,0.218,0.375,0.812,4,4,3.06
101,1,22,50,0.923,0.802,0.218,0.375,0.812,6,4,3.06
101,1,10,50,0.923,0.802,0.218,0.375,0.812,4,2,3.06
101,1,9,50,0.923,0.802,0.218,0.375,0.812,6,2,3.06
101,1,16,50,0.923,0.802,0.218,0.375,0.812,3,3,3.06
101,1,12,50,0.923,0.802,0.218,0.255,0.812,6,3,3.06
101,1,15,50,0.923,0.802,0.218,0.024,0.812,5,3,3.06
101,1,9,50,0.923,0.802,0.091,0.375,0.812,1,2,3.06
101,1,17,50,0.923,0.802,0.301,0.375,0.812,6,3,3.06
101,1,13,50,0.923,0.802,0.301,0.375,0.812,5,3,3.06
101,1,9,50,0.923,0.802,0.301,0.375,0.812,6,2,3.06
101,1,0,51,0.923,0.802,0.036,0.375,0.812,4,1,3.06
101,1,22,51,0.923,0.802,0.034,0.255,0.152,6,4,2.524
101,1,19,51,0.923,0.802,0.218,0.028,0.812,5,4,3.06
101,1,9,51,0.923,0.802,0.218,0.255,0.812,5,2,3.06
101,1,6,51,0.923,0.802,0.301,0.375,0.812,3,2,3.06
101,1,16,51,0.923,0.802,0.301,0.037,0.812,5,3,3.06
101,1,15,52,0.923,0.802,0.218,0.375,0.812,1,3,3.06
101,0,21,54,0.923,0.802,0.043,0.375,0.812,1,4,2.06
101,1,13,57,0.923,0.802,0.056,0.037,0.152,5,3,2.524
101,1,11,57,0.923,0.802,0.091,0.375,0.037,5,2,2.431
101,1,15,57,0.923,0.802,0.002,0.375,0.812,4,3,3.06
101,1,15,57,0.923,0.802,0.026,0.039,0.812,1,3,3.06
101,1,10,58,0.923,0.802,0.218,0.037,0.812,6,2,3.06
101,1,17,58,0.923,0.025,0.301,0.089,0.812,7,3,2.429
101,1,23,58,0.923,0.802,0.043,0.038,0.812,1,4,3.06
101,1,16,58,0.923,0.802,0.218,0.375,0.812,3,3,3.06
101,1,8,58,0.923,0.802,0.301,0.375,0.812,6,2,3.06
101,1,18,58,0.923,0.802,0.003,0.255,0.812,7,4,3.06
101,1,6,60,0.923,0.802,0.301,0.089,0.812,5,2,3.06
101,1,6,60,0.923,0.802,0.301,0.089,0.812,5,2,3.06
101,0,5,60,0.923,0.025,0.026,0.022,0.812,4,2,1.429
101,1,5,61,0.923,0.135,0.301,0.255,0.812,5,2,2.518
101,1,16,61,0.923,0.802,0.218,0.089,0.812,7,3,3.06
101,1,18,61,0.923,0.802,0.301,0.089,0.812,4,4,3.06
101,0,8,63,0.923,0.802,0.218,0.375,0.812,5,2,2.06
101,1,14,63,0.031,0.802,0.301,0.375,0.037,5,3,1.706
101,1,19,63,0.923,0.802,0.032,0.375,0.812,2,4,3.06
101,1,18,64,0.923,0.802,0.218,0.375,0.812,4,4,3.06
101,1,10,65,0.031,0.802,0.218,0.375,0.812,5,2,2.336
101,1,9,65,0.923,0.802,0.218,0.375,0.812,1,2,3.06
101,1,14,65,0.923,0.802,0.218,0.375,0.812,3,3,3.06
101,1,8,65,0.923,0.802,0.301,0.089,0.812,1,2,3.06
101,1,17,65,0.923,0.802,0.301,0.255,0.812,3,3,3.06
101,1,16,65,0.923,0.802,0.301,0.375,0.812,4,3,3.06
101,1,8,65,0.923,0.802,0.301,0.089,0.812,1,2,3.06
101,1,8,66,0.923,0.802,0.301,0.375,0.812,6,2,3.06
101,1,15,66,0.923,0.802,0.301,0.089,0.812,5,3,3.06
101,1,18,66,0.026,0.802,0.218,0.375,0.812,2,4,2.332
101,0,8,66,0.003,0.802,0.301,0.255,0.812,5,2,1.313
101,1,14,67,0.923,0.802,0.034,0.375,0.812,4,3,3.06
101,1,13,67,0.923,0.802,0.091,0.375,0.812,4,3,3.06
101,0,19,67,0.923,0.802,0.034,0.375,0.812,2,4,2.06
101,0,13,67,0.923,0.802,0.218,0.375,0.812,3,3,2.06
101,0,17,67,0.923,0.802,0.218,0.375,0.812,2,3,2.06
101,0,9,67,0.923,0.802,0.218,0.375,0.812,4,2,2.06
101,0,9,67,0.923,0.802,0.301,0.089,0.812,4,2,2.06
101,1,19,67,0.923,0.025,0.301,0.375,0.812,5,4,2.429
101,1,10,67,0.923,0.802,0.034,0.375,0.812,3,2,3.06
101,1,8,67,0.923,0.802,0.218,0.255,0.812,1,2,3.06
101,1,13,67,0.923,0.802,0.091,0.375,0.812,2,3,3.06
101,1,19,67,0.923,0.802,0.301,0.375,0.812,7,4,3.06
101,1,12,67,0.923,0.802,0.301,0.375,0.812,4,3,3.06
101,1,9,67,0.923,0.802,0.301,0.089,0.812,3,2,3.06
101,1,15,67,0.923,0.802,0.301,0.089,0.812,5,3,3.06
101,1,20,67,0.923,0.802,0.032,0.255,0.812,6,4,3.06
101,1,15,68,0.923,0.802,0.218,0.375,0.812,5,3,3.06
101,1,12,68,0.923,0.802,0.301,0.375,0.812,1,3,3.06
101,1,17,68,0.923,0.004,0.301,0.089,0.812,2,3,2.412
101,1,9,68,0.923,0.802,0.301,0.089,0.812,3,2,3.06
101,1,6,68,0.923,0.135,0.301,0.375,0.812,1,2,2.518
101,1,17,68,0.031,0.802,0.301,0.375,0.812,5,3,2.336
101,1,17,68,0.923,0.802,0.034,0.255,0.812,6,3,3.06
101,1,14,68,0.923,0.802,0.218,0.375,0.152,5,3,2.524
101,1,10,68,0.923,0.802,0.218,0.255,0.812,3,2,3.06
101,1,9,68,0.923,0.802,0.218,0.255,0.812,4,2,3.06
101,1,10,68,0.923,0.802,0.301,0.375,0.812,3,2,3.06
101,1,7,68,0.923,0.802,0.301,0.089,0.812,3,2,3.06
101,1,22,68,0.923,0.802,0.301,0.089,0.812,2,4,3.06
101,1,12,68,0.923,0.802,0.218,0.375,0.152,3,3,2.524
101,1,17,68,0.923,0.802,0.032,0.375,0.812,5,3,3.06
101,0,5,69,0.923,0.135,0.034,0.039,0.812,1,2,1.518
101,1,18,69,0.923,0.025,0.218,0.375,0.152,5,4,1.893
101,1,12,69,0.923,0.802,0.218,0.024,0.812,4,3,3.06
101,1,10,69,0.923,0.802,0.301,0.375,0.812,2,2,3.06
101,1,8,69,0.923,0.802,0.218,0.375,0.812,1,2,3.06
101,1,14,69,0.923,0.802,0.218,0.375,0.152,1,3,2.524
101,1,19,70,0.923,0.802,0.218,0.255,0.812,5,4,3.06
101,0,16,70,0.923,0.802,0.301,0.089,0.812,5,3,2.06
101,1,16,70,0.923,0.025,0.034,0.375,0.812,2,3,2.429
101,1,22,70,0.923,0.802,0.034,0.375,0.152,7,4,2.524
101,1,10,70,0.923,0.802,0.218,0.255,0.812,1,2,3.06
101,1,7,70,0.923,0.802,0.218,0.255,0.812,5,2,3.06
101,1,12,7,0.923,0.802,0.301,0.375,0.812,6,3,3.06
101,1,8,70,0.923,0.802,0.301,0.375,0.812,3,2,3.06
101,0,16,70,0.923,0.802,0.301,0.375,0.812,5,3,2.06
101,0,15,71,0.923,0.802,0.218,0.375,0.812,4,3,2.06
101,0,7,71,0.923,0.802,0.301,0.089,0.812,3,2,2.06
101,1,19,71,0.923,0.802,0.091,0.375,0.812,5,4,3.06
101,1,10,71,0.923,0.802,0.218,0.375,0.812,5,2,3.06
101,1,20,71,0.923,0.802,0.218,0.375,0.812,1,4,3.06
101,1,15,71,0.923,0.802,0.218,0.375,0.152,6,3,2.524
101,1,13,71,0.923,0.802,0.218,0.089,0.812,5,3,3.06
101,1,11,71,0.923,0.802,0.218,0.255,0.812,5,2,3.06
101,1,18,71,0.923,0.802,0.301,0.089,0.812,1,4,3.06
101,0,7,71,0.923,0.802,0.301,0.375,0.812,5,2,2.06
101,1,8,72,0.923,0.025,0.218,0.375,0.812,5,2,2.429
101,0,17,72,0.923,0.802,0.301,0.375,0.812,3,3,2.06
101,1,7,73,0.923,0.802,0.218,0.255,0.812,5,2,3.06
101,1,15,73,0.923,0.802,0.301,0.375,0.152,2,3,2.524
101,1,12,73,0.923,0.802,0.218,0.255,0.812,3,3,3.06
101,1,7,73,0.923,0.802,0.301,0.375,0.812,1,2,3.06
101,1,11,73,0.923,0.802,0.301,0.089,0.812,5,2,3.06
101,1,17,74,0.923,0.802,0.301,0.089,0.812,1,3,3.06
101,0,11,74,0.923,0.802,0.034,0.255,0.152,5,2,1.524
101,1,13,75,0.923,0.802,0.034,0.375,0.812,5,3,3.06
101,1,8,75,0.923,0.802,0.301,0.375,0.812,6,2,3.06
101,1,17,75,0.923,0.802,0.301,0.375,0.812,5,3,3.06
101,0,9,76,0.923,0.802,0.034,0.375,0.812,1,2,2.06
101,0,9,76,0.923,0.802,0.301,0.375,0.812,2,2,2.06
101,1,17,77,0.923,0.025,0.032,0.255,0.812,3,3,2.429
101,1,5,77,0.923,0.135,0.091,0.375,0.812,2,2,2.518
101,1,9,77,0.923,0.135,0.301,0.255,0.152,1,2,1.983
101,1,11,77,0.923,0.802,0.091,0.375,0.812,6,2,3.06
101,0,11,77,0.011,0,0.218,0.375,0.812,7,2,0.668
101,1,10,78,0.923,0.802,0.104,0.024,0.812,7,2,3.06
101,0,18,78,0.923,0.802,0.218,0.375,0.152,3,4,1.524
101,0,18,78,0.923,0.802,0.218,0.375,0.812,3,4,2.06
101,0,12,78,0.923,0.802,0.218,0.375,0.812,7,3,2.06
101,0,18,78,0.923,0.802,0.218,0.089,0.812,2,4,2.06
101,0,22,78,0.923,0.802,0.301,0.375,0.812,7,4,2.06
101,0,15,78,0.923,0.802,0.301,0.089,0.812,5,3,2.06
101,0,13,78,0.923,0.802,0.091,0.375,0.037,5,3,1.431
101,1,9,78,0.923,0.802,0.218,0.375,0.812,5,2,3.06
101,1,19,78,0.923,0.802,0.091,0.255,0.037,2,4,2.431
101,0,8,79,0.923,0.802,0.218,0.375,0.812,5,2,2.06
101,0,7,79,0.923,0.802,0.301,0.089,0.152,5,2,1.524
101,0,5,79,0.923,0.802,0.301,0.255,0.812,4,2,2.06
101,1,16,80,0.923,0.802,0.301,0.045,0.812,3,3,3.06
101,1,18,80,0.923,0.802,0.218,0.375,0.812,1,4,3.06
101,1,10,80,0.923,0.802,0.218,0.375,0.812,5,2,3.06
101,1,11,80,0.923,0.802,0.218,0.375,0.812,2,2,3.06
101,1,19,80,0.923,0.802,0.301,0.375,0.812,2,4,3.06
101,1,7,80,0.923,0.802,0.301,0.375,0.812,2,2,3.06
101,1,0,80,0.923,0.802,0.301,0.045,0.812,6,1,3.06
101,1,17,80,0.923,0.802,0.104,0.255,0.812,4,3,3.06
101,1,8,80,0.923,0.802,0.091,0.375,0.812,1,2,3.06
101,0,10,80,0.923,0.802,0.218,0.375,0.152,3,2,1.524
101,1,15,81,0.923,0.802,0.301,0.375,0.812,6,3,3.06
101,1,16,82,0.923,0.802,0.301,0.255,0.812,6,3,3.06
101,1,6,82,0.923,0.025,0.301,0.255,0.037,1,2,1.8
101,1,9,82,0.923,0.802,0.301,0.375,0.812,2,2,3.06
101,1,6,82,0.923,0.802,0.301,0.375,0.812,3,2,3.06
101,0,17,83,0.031,0.025,0.218,0.255,0.812,3,3,0.705
101,1,12,83,0.923,0.802,0.218,0.375,0.812,2,3,3.06
101,1,16,83,0.923,0.802,0.218,0.255,0.812,5,3,3.06
101,1,23,83,0.923,0.802,0.301,0.375,0.812,6,4,3.06
101,1,8,83,0.923,0.802,0.301,0.089,0.152,3,2,2.524
101,1,14,83,0.923,0.802,0.301,0.037,0.812,5,3,3.06
101,1,8,84,0.923,0.802,0.091,0.255,0.812,5,2,3.06
101,1,6,84,0.923,0.802,0.301,0.089,0.812,1,2,3.06
101,1,14,85,0.923,0.802,0.218,0.375,0.812,5,3,3.06
101,0,5,85,0.026,0.802,0.036,0.048,0.812,4,2,1.332
101,1,8,86,0.026,0.025,0.218,0.375,0.812,3,2,1.701
101,1,20,86,0.923,0.802,0.104,0.255,0.812,7,4,3.06
101,1,11,88,0.923,0.802,0.218,0.375,0.812,4,2,3.06
101,1,11,88,0.923,0.802,0.301,0.375,0.812,4,2,3.06
101,0,15,89,0.923,0.802,0.091,0.038,0.812,7,3,2.06
101,1,13,89,0.923,0.802,0.091,0.022,0.812,1,3,3.06
101,0,18,90,0.923,0.802,0.034,0.045,0.812,5,4,2.06
101,0,0,90,0.923,0.802,0.056,0.255,0.812,6,1,2.06
101,0,18,90,0.923,0.802,0.012,0.255,0.812,5,4,2.06
101,0,18,90,0.923,0.802,0.218,0.038,0.812,5,4,2.06
101,1,18,91,0.923,0.802,0.104,0.375,0.812,4,4,3.06
101,0,10,92,0.923,0.802,0.091,0.038,0.812,3,2,2.06
101,0,22,94,0.923,0.802,0.091,0.375,0.812,1,4,2.06
101,0,6,95,0.923,0.802,0.301,0.089,0.812,2,2,2.06
101,0,20,95,0.026,0.018,0.301,0.028,0.152,6,4,0.159
101,0,16,95,0.923,0.802,0.218,0.375,0.812,5,3,2.06
101,0,17,96,0.923,0.018,0.218,0.375,0.812,5,3,1.423
101,1,7,97,0.026,0.802,0.218,0.255,0.812,4,2,2.332
101,1,17,97,0.923,0.802,0.218,0.375,0.812,2,3,3.06
101,1,8,97,0.923,0.802,0.091,0.024,0.812,4,2,3.06
101,1,12,97,0.923,0.802,0.301,0.048,0.812,3,3,3.06
101,0,18,98,0.923,0.802,0.301,0.037,0.812,5,4,2.06
101,1,8,99,0.923,0.802,0.043,0.255,0.152,4,2,2.524
101,1,13,99,0.923,0.802,0.301,0.375,0.812,4,3,3.06
101,1,18,100,0.923,0.802,0.091,0.375,0.812,4,4,3.06
101,0,17,101,0.923,0.802,0.218,0.375,0.812,3,3,2.06
101,0,21,101,0.923,0.802,0.218,0.255,0.812,3,4,2.06
101,0,0,116,0.923,0.802,0.032,0.255,0.152,3,1,1.524
101,1,1,117,0.923,0.802,0.056,0.022,0.152,7,1,2.524
101,1,18,120,0.923,0.802,0.034,0.022,0.812,7,4,3.06
101,1,7,124,0.923,0.135,0.034,0.028,0.812,1,2,2.518
101,0,12,125,0.923,0.802,0.301,0.375,0.812,5,3,2.06
101,0,14,128,0.923,0.802,0.034,0.039,0.812,3,3,2.06
101,0,10,129,0.923,0.135,0.301,0.028,0.812,1,2,1.518
101,0,11,132,0.026,0.135,0.104,0.028,0.812,1,2,0.79
101,1,11,132,0.026,0.135,0.104,0.028,0.812,1,2,1.79
101,0,20,133,0.923,0.802,0.036,0.048,0.812,4,4,2.06
101,0,21,155,0.923,0.802,0.026,0.375,0.152,4,4,1.524
101,1,16,169,0.923,0.802,0.056,0.037,0.812,1,3,3.06
101,0,8,180,0.026,0.018,0.218,0.375,0.812,6,2,0.695
101,0,7,186,0.923,0.802,0.301,0.255,0.812,6,2,2.06
101,1,8,188,0.923,0.802,0.301,0.375,0.812,5,2,3.06
101,0,1,3,0.923,0.802,0.026,0.038,0.152,2,1,1.524
101,1,7,4,0.923,0.135,0.104,0.028,0.152,1,2,1.983
101,1,16,4,0.923,0.025,0.056,0.375,0.152,5,3,1.893
101,0,14,4,0.923,0.802,0.218,0.255,0.812,6,3,2.06
101,0,12,4,0.923,0.802,0.104,0.028,0.812,6,3,2.06
101,1,8,4,0.923,0.135,0.056,0.255,0.812,7,2,2.518
101,0,12,6,0.031,0.018,0.218,0.375,0.812,5,3,0.699
101,0,7,6,0.923,0.802,0.218,0.375,0.812,6,2,2.06
101,0,12,6,0.923,0.802,0.218,0.375,0.812,4,3,2.06
101,1,15,6,0.923,0.802,0.218,0.255,0.812,5,3,3.06
101,1,21,7,0.031,0.018,0.218,0.089,0.812,5,4,1.699
101,1,14,7,0.923,0.802,0.218,0.024,0.812,4,3,3.06
101,1,10,7,0.923,0.802,0.301,0.375,0.812,6,2,3.06
101,1,16,8,0.923,0.802,0.301,0.375,0.152,1,3,2.524
101,1,14,8,0.923,0.802,0.218,0.375,0.812,5,3,3.06
101,1,15,8,0.923,0.802,0.218,0.375,0.812,5,3,3.06
101,0,22,9,0.923,0.802,0.104,0.255,0.812,6,4,2.06
101,0,21,11,0.923,0.802,0.301,0.375,0.812,4,4,2.06
101,1,14,12,0.923,0.018,0.301,0.089,0.812,2,3,2.423
101,0,7,20,0.923,0.802,0.026,0.039,0.152,6,2,1.524
101,0,17,33,0.923,0.802,0.034,0.375,0.152,7,3,1.524
101,1,20,34,0.923,0.802,0.218,0.375,0.812,2,4,3.06
101,1,11,34,0.923,0.802,0.026,0.037,0.152,2,2,2.524
101,0,7,34,0.923,0.135,0.104,0.255,0.152,1,2,0.983
101,0,6,35,0.923,0.802,0.104,0.375,0.812,4,2,2.06
101,0,19,37,0.923,0.802,0.218,0.375,0.152,2,4,1.524
101,0,20,37,0.923,0.802,0.301,0.375,0.812,6,4,2.06
101,1,12,38,0.923,0.802,0.056,0.255,0.152,7,3,2.524
101,1,7,38,0.923,0.802,0.032,0.375,0.812,6,2,3.06
101,0,22,39,0.923,0.802,0.036,0.048,0.812,2,4,2.06
101,0,21,39,0.923,0.802,0.036,0.375,0.152,4,4,1.524
101,1,9,42,0.923,0.802,0.218,0.375,0.812,3,2,3.06
101,1,6,42,0.923,0.802,0.218,0.024,0.812,2,2,3.06
101,1,9,42,0.923,0.802,0.026,0.255,0.152,6,2,2.524
101,0,9,44,0.923,0.135,0.301,0.375,0.812,1,2,1.518
101,1,7,45,0.923,0.802,0.091,0.375,0.812,5,2,3.06
101,1,11,45,0.923,0.802,0.301,0.375,0.812,3,2,3.06
101,1,12,45,0.923,0.802,0.301,0.375,0.812,3,3,3.06
101,1,14,46,0.923,0.802,0.301,0.022,0.812,6,3,3.06
101,1,22,46,0.923,0.802,0.301,0.375,0.812,2,4,3.06
101,1,10,46,0.923,0.802,0.301,0.089,0.812,4,2,3.06
101,1,8,47,0.923,0.802,0.301,0.255,0.812,5,2,3.06
101,1,22,47,0.923,0.802,0.091,0.038,0.812,7,4,3.06
101,1,9,48,0.923,0.802,0.218,0.375,0.812,4,2,3.06
101,1,12,48,0.923,0.802,0.301,0.255,0.812,7,3,3.06
101,0,17,49,0.923,0.802,0.034,0.045,0.812,2,3,2.06
101,0,14,49,0.923,0.802,0.218,0.375,0.812,2,3,2.06
101,0,12,49,0.923,0.802,0.091,0.375,0.812,4,3,2.06
101,0,19,49,0.923,0.802,0.091,0.375,0.812,5,4,2.06
101,0,17,50,0.923,0.802,0.218,0.375,0.812,7,3,2.06
101,1,16,50,0.923,0.802,0.301,0.255,0.152,2,3,2.524
101,1,16,50,0.923,0.802,0.218,0.028,0.812,2,3,3.06
101,1,14,50,0.923,0.802,0.218,0.375,0.812,4,3,3.06
101,1,11,50,0.923,0.802,0.218,0.375,0.812,4,2,3.06
101,1,17,50,0.923,0.802,0.218,0.375,0.812,5,3,3.06
101,1,17,50,0.923,0.802,0.218,0.375,0.812,4,3,3.06
101,1,20,50,0.923,0.802,0.218,0.045,0.812,4,4,3.06
101,1,11,50,0.923,0.802,0.218,0.089,0.812,3,2,3.06
101,1,17,50,0.923,0.802,0.218,0.028,0.812,5,3,3.06
101,0,12,51,0.923,0.802,0.034,0.375,0.812,6,3,2.06
101,1,20,51,0.923,0.802,0.218,0.375,0.812,3,4,3.06
101,1,18,51,0.923,0.802,0.091,0.375,0.812,5,4,3.06
101,1,14,51,0.923,0.802,0.091,0.255,0.812,6,3,3.06
101,0,13,51,0.923,0.802,0.218,0.255,0.812,6,3,2.06
101,1,8,52,0.923,0.802,0.301,0.048,0.152,2,2,2.524
101,1,11,52,0.923,0.802,0.218,0.038,0.812,2,2,3.06
101,1,10,52,0.923,0.802,0.301,0.255,0.152,3,2,2.524
101,1,20,53,0.923,0.025,0.036,0.048,0.812,5,4,2.429
101,1,10,53,0.923,0.802,0.301,0.039,0.812,5,2,3.06
101,0,10,53,0.923,0.025,0.034,0.375,0.812,6,2,1.429
101,0,5,54,0.923,0.802,0.091,0.375,0.037,2,2,1.431
101,0,10,54,0.923,0.802,0.301,0.375,0.812,6,2,2.06
101,1,6,55,0.923,0.802,0.301,0.375,0.812,4,2,3.06
101,0,6,56,0.923,0.135,0.301,0.089,0.812,1,2,1.518
101,0,6,56,0.923,0.802,0.301,0.375,0.812,5,2,2.06
101,1,7,57,0.923,0.802,0.218,0.375,0.812,3,2,3.06
101,1,9,57,0.923,0.802,0.218,0.375,0.152,4,2,2.524
101,1,15,57,0.923,0.802,0.032,0.255,0.152,2,3,2.524
101,0,0,57,0.923,0.802,0.104,0.375,0.812,5,1,2.06
101,1,11,58,0.923,0.802,0.301,0.375,0.812,2,2,3.06
101,1,22,58,0.923,0.802,0.301,0.089,0.812,4,4,3.06
101,1,6,58,0.923,0.802,0.301,0.255,0.812,4,2,3.06
101,0,16,59,0.923,0.802,0.091,0.375,0.812,5,3,2.06
101,0,12,59,0.923,0.025,0.034,0.255,0.812,2,3,1.429
101,1,8,59,0.923,0.802,0.301,0.089,0.152,3,2,2.524
101,1,8,59,0.923,0.802,0.301,0.089,0.812,1,2,3.06
101,1,13,60,0.923,0.802,0.301,0.255,0.812,3,3,3.06
101,0,5,60,0.923,0.802,0.091,0.255,0.812,1,2,2.06
101,0,10,60,0.923,0.802,0.301,0.375,0.812,4,2,2.06
101,0,17,60,0.923,0.802,0.301,0.089,0.812,4,3,2.06
101,0,7,61,0.923,0.802,0.301,0.089,0.812,3,2,2.06
101,1,19,61,0.923,0.802,0.301,0.375,0.812,3,4,3.06
101,1,10,62,0.923,0.802,0.301,0.255,0.152,7,2,2.524
101,0,14,62,0.923,0.802,0.218,0.375,0.812,7,3,2.06
101,1,9,63,0.923,0.802,0.301,0.089,0.812,4,2,3.06
101,1,15,64,0.923,0.802,0.218,0.375,0.812,5,3,3.06
101,1,18,64,0.923,0.802,0.301,0.089,0.812,5,4,3.06
101,1,17,64,0.923,0.802,0.301,0.255,0.812,6,3,3.06
101,1,19,64,0.923,0.025,0.301,0.089,0.812,5,4,2.429
101,1,14,65,0.923,0.135,0.218,0.375,0.812,1,3,2.518
101,1,18,65,0.923,0.802,0.218,0.375,0.812,2,4,3.06
101,1,7,65,0.923,0.802,0.218,0.255,0.812,2,2,3.06
101,1,7,65,0.923,0.802,0.218,0.255,0.812,2,2,3.06
101,1,16,65,0.923,0.802,0.301,0.375,0.812,4,3,3.06
